bankable acteur,moyenne,cluster
Ralph Fiennes,1840748.0,2
Robert De Niro,704796.0,1
Philip Seymour Hoffman,633872.0,1
Zabou Breitman,575630.0,1
Jacques Gamblin,531381.0,1
Elsa Zylberstein,352459.0,1
Romain Duris,659140.0,1
Emilie Dequenne,399313.0,1
Cameron Diaz,991389.0,0
Charlie Sheen,693558.0,1
Brad Pitt,1326866.0,0
Winona Ryder,580454.0,1
Amy Adams,756591.0,1
Jake Gyllenhaal,685892.0,1
Vincent Cassel,940708.0,0
James McAvoy,1168856.0,0
Vincent Perez,581082.0,1
Kristin Scott Thomas,744904.0,1
Margot Robbie,1286424.0,0
Matthias Schoenaerts,257126.0,1
Lambert Wilson,844391.0,0
André Bourvil,3728685.0,2
Louis De Funès,2631867.0,2
Ice Cube,269849.0,1
Juliette Binoche,451561.0,1
Camille Cottin,372997.0,1
Lambert Wilson,844391.0,0
Emma Thompson,990910.0,0
Clovis Cornillac,812260.0,1
Karin Viard,684440.0,1
Dany Boon,2401746.0,2
Emmanuelle Devos,250375.0,1
François Cluzet,936250.0,0
Agnès Jaoui,665349.0,1
Roschdy Zem,464103.0,1
Amy Adams,756591.0,1
Christian Bale,690751.0,1
Steve Carell,382115.0,1
Sam Rockwell,408805.0,1
Bill Pullman,496256.0,1
Alexandra Lamy,740247.0,1
Gilles Lellouche,898194.0,0
Jean-Baptiste Lucien,348143.0,1
Léa Drucker,370308.0,1
Gérard Depardieu,1310040.0,0
Benoît Poelvoorde,839930.0,1
Mélanie Thierry,433945.0,1
Oliver Gourmet,462258.0,1
Lambert Wilson,844391.0,0
Matthew Broderick,363568.0,1
André Dussollier,799227.0,1
Dustin Hoffman,1081478.0,0
Kevin Kline,749101.0,1
Christopher Lloyd,1101679.0,0
William H. Macy,348926.0,1
Emma Watson,3449268.0,2
Sigourney Weaver,1349798.0,0
Sabine Azéma,829894.0,1
Matt Damon,1033919.0,0
Michael Douglas,1018055.0,0
Dan Aykroyd,714770.0,1
Zabou Breitman,575630.0,1
Agnès Jaoui,665349.0,1
Jean-Pierre Bacri,1041883.0,0
Jean-Pierre Darroussin,561478.0,1
Jean-Hugues Anglade,647571.0,1
Denis Podalydès,489932.0,1
Lambert Wilson,844391.0,0
Yvan Attal,495954.0,1
Emmanuelle Devos,250375.0,1
Eddie Murphy,816763.0,1
Bill Murray,647588.0,1
Andie MacDowell,591118.0,1
Charlotte Gainsbourg,601736.0,1
Jason Statham,954392.0,0
Anne Heche,392062.0,1
Denzel Washington,568910.0,1
Ray Liotta,296794.0,1
Matt Damon,1033919.0,0
Catherine Deneuve,804295.0,1
Marina Foïs,775638.0,1
Josiane Balasko,955503.0,0
François Berléand,718144.0,1
Isabelle Carré,448247.0,1
Nicole Garcia,625202.0,1
Mathilde Seigner,761914.0,1
Seth Rogen,231913.0,1
Charlize Theron,654280.0,1
Carole Bouquet,569013.0,1
Oliver Gourmet,462258.0,1
Geoffrey Rush,1255056.0,0
Daniel Auteuil,1006810.0,0
Oliver Gourmet,462258.0,1
Mathieu Kassovitz,1128188.0,0
Orlando Bloom,2423195.0,2
Noomi Rapace,691108.0,1
Toni Collette,623989.0,1
Michael Douglas,1018055.0,0
John Malkovich,552689.0,1
Nicole Kidman,659808.0,1
Jean-Marc Barr,538378.0,1
Lambert Wilson,844391.0,0
Sara Giraudeau,482049.0,1
Christian Bale,690751.0,1
Michael Caine,620222.0,1
Hugh Jackman,1204170.0,0
Scarlett Johansson,1254402.0,0
Camille Cottin,372997.0,1
André Dussollier,799227.0,1
Pascal Elbé,391253.0,1
Sara Giraudeau,482049.0,1
Mathieu Amalric,468160.0,1
Emmanuelle Seigner,729917.0,1
Rowan Atkinson,1647573.0,2
Kevin Costner,1006499.0,0
Sam Worthington,1822292.0,2
Richard Berry,667689.0,1
Nick Nolte,368545.0,1
Julia Roberts,1115041.0,0
Marlon Wayans,762024.0,1
Reese Witherspoon,232971.0,1
Luke Wilson,318892.0,1
Jean-Marc Barr,538378.0,1
Sandrine Kiberlain,633654.0,1
Laurent Lafitte,1030443.0,0
Andie MacDowell,591118.0,1
Julianne Moore,577795.0,1
Robert Downey Jr,1143031.0,0
Frances McDormand,427092.0,1
Tim Robbins,476231.0,1
Harrison Ford,1550190.0,0
Jeff Goldblum,984799.0,0
Diane Keaton,583909.0,1
Thierry Lhermitte,983587.0,0
Jean Dujardin,1376846.0,0
Pascal Elbé,391253.0,1
Claude Brasseur,1158423.0,0
Jean-Hugues Anglade,647571.0,1
Denis Podalydès,489932.0,1
Michael Fassbender,816691.0,1
Charlotte Gainsbourg,601736.0,1
Val Kilmer,763045.0,1
Romain Duris,659140.0,1
Emmanuelle Devos,250375.0,1
Sergi Lopez,262656.0,1
Javier Bardem,854792.0,0
Didier Bourdon,1125223.0,0
Jennifer Lopez,317439.0,1
Katherine Heigl,321258.0,1
Alain Chabat,1587428.0,2
Judith Godrèche,668394.0,1
Sylvie Testud,453379.0,1
Anne Hathaway,934320.0,0
Rebel Wilson,358169.0,1
Dany Boon,2401746.0,2
Cécile De France,644071.0,1
Jim Carrey,1069940.0,0
Matthew Broderick,363568.0,1
Jack Black,747587.0,1
Ben Stiller,639733.0,1
Owen Wilson,683014.0,1
Victoria Abril,808710.0,1
Jean-Pierre Darroussin,561478.0,1
Sylvie Testud,453379.0,1
Oliver Gourmet,462258.0,1
Jamel Debbouze,2206954.0,2
Alban Ivanov,748878.0,1
Jessica Chastain,687033.0,1
Penelope Cruz,555782.0,1
Diane Kruger,700049.0,1
Franck Dubosc,1206610.0,0
Elsa Zylberstein,352459.0,1
Géraldine Nakache,773623.0,1
Benicio Del Toro,786290.0,1
Sandrine Kiberlain,633654.0,1
Vincent Macaigne,200313.0,1
Kirsten Dunst,1043456.0,0
Josh Hartnett,756547.0,1
François-Xavier Demaison,819033.0,1
Elsa Zylberstein,352459.0,1
Sylvie Testud,453379.0,1
François Berléand,718144.0,1
Cate Blanchett,1298132.0,0
Bill Murray,647588.0,1
Owen Wilson,683014.0,1
Willem Dafoe,812428.0,1
Judith Godrèche,668394.0,1
François Berléand,718144.0,1
Samuel Le Bihan,645480.0,1
Philippe Torreton,360439.0,1
François Berléand,718144.0,1
Jérémy Renier,391891.0,1
Kristin Scott Thomas,744904.0,1
Guillaume Canet,868224.0,0
Virginie Efira,546961.0,1
Mathieu Kassovitz,1128188.0,0
Nathalie Baye,738247.0,1
Clive Owen,636984.0,1
Jamie Lee Curtis,524071.0,1
Drew Barrymore,753467.0,1
Andy Garcia,632133.0,1
Steven Seagal,411018.0,1
Mickey Rourke,486286.0,1
Keira Knightley,1170296.0,0
Christopher Walken,506535.0,1
Jennifer Lopez,317439.0,1
Sean Penn,327128.0,1
Nick Nolte,368545.0,1
Joaquin Phoenix,776836.0,1
Billy Bob Thornton,402003.0,1
Jon Voight,1023670.0,0
Liv Tyler,1353528.0,0
Marina Foïs,775638.0,1
Pio Marmaï,488178.0,1
François Cluzet,936250.0,0
Mélanie Thierry,433945.0,1
Bernard Campan,965339.0,0
Camille Cottin,372997.0,1
Benoît Magimel,593227.0,1
Ahmed Sylla,381997.0,1
Jonathan Cohen,694715.0,1
Vincent Lacoste,603666.0,1
Béatrice Dalle,177059.0,1
Mark Wahlberg,662645.0,1
John Malkovich,552689.0,1
Paul Walker,935181.0,0
Sandrine Kiberlain,633654.0,1
Denis Podalydès,489932.0,1
Vanessa Paradis,590762.0,1
- Artus,994468.0,0
Clovis Cornillac,812260.0,1
Alice Pol,719517.0,1
Julianne Moore,577795.0,1
Natalie Portman,1348049.0,0
Christian Bale,690751.0,1
Casey Affleck,933787.0,0
Willem Dafoe,812428.0,1
Woody Harrelson,856816.0,0
Forest Whitaker,681539.0,1
Leïla Bekhti,630885.0,1
Eddie Redmayne,1231262.0,0
Matthias Schoenaerts,257126.0,1
Jean-Pierre Darroussin,561478.0,1
Denis Podalydès,489932.0,1
Mark Wahlberg,662645.0,1
Richard Gere,541835.0,1
Jake Gyllenhaal,685892.0,1
Charles Berling,324520.0,1
François Berléand,718144.0,1
Daniel Auteuil,1006810.0,0
Benicio Del Toro,786290.0,1
Tommy Lee Jones,1040078.0,0
Patrick Swayze,693813.0,1
Dennis Quaid,349308.0,1
Jim Caviezel,406370.0,1
Ray Liotta,296794.0,1
Jason Statham,954392.0,0
Denzel Washington,568910.0,1
Eva Mendes,565343.0,1
Laurent Lafitte,1030443.0,0
Vincent Macaigne,200313.0,1
Karin Viard,684440.0,1
Nicole Garcia,625202.0,1
Russell Crowe,745619.0,1
Joaquin Phoenix,776836.0,1
Adam Sandler,160501.0,1
Philip Seymour Hoffman,633872.0,1
Gene Hackman,541242.0,1
Matt Damon,1033919.0,0
Emily Blunt,648342.0,1
Meryl Streep,724168.0,1
Johnny Depp,1284078.0,0
Chris Pine,489195.0,1
Sean Penn,327128.0,1
Naomi Watts,473915.0,1
Vincent Cassel,940708.0,0
Romain Duris,659140.0,1
Sandrine Kiberlain,633654.0,1
Charles Berling,324520.0,1
Elodie Bouchez,480544.0,1
Idris Elba,1031062.0,0
Leïla Bekhti,630885.0,1
Michèle Laroque,892896.0,0
Paul Walker,935181.0,0
Edward Norton,668174.0,1
Bruce Willis,1133115.0,0
Alec Baldwin,683072.0,1
Willem Dafoe,812428.0,1
Brad Pitt,1326866.0,0
Casey Affleck,933787.0,0
Jeremy Renner,1512114.0,0
Sam Rockwell,408805.0,1
Willem Dafoe,812428.0,1
Ethan Hawke,600844.0,1
Sam Neill,847100.0,0
Patrick Bruel,1044151.0,0
Marion Cotillard,1384256.0,0
Jean-Paul Belmondo,2157146.0,2
Jean Dujardin,1376846.0,0
José Garcia,1089952.0,0
Gilles Lellouche,898194.0,0
Mélanie Thierry,433945.0,1
- Madonna,713576.0,1
Willem Dafoe,812428.0,1
Julianne Moore,577795.0,1
Bradley Cooper,849694.0,0
Sean Penn,327128.0,1
John C. Reilly,471670.0,1
Charlie Sheen,693558.0,1
Roberto Begnini,1343735.0,0
Kevin James,392248.0,1
Jackie Chan,726018.0,1
Josiane Balasko,955503.0,0
Marina Foïs,775638.0,1
Mathilde Seigner,761914.0,1
Liam Neeson,806132.0,1
Jack Black,747587.0,1
Catherine Frot,769713.0,1
Cécile De France,644071.0,1
Catherine Deneuve,804295.0,1
Gérard Depardieu,1310040.0,0
Katherine Heigl,321258.0,1
Seth Rogen,231913.0,1
Paul Rudd,912182.0,0
Jonah Hill,519499.0,1
Jason Segel,224009.0,1
Jessica Alba,594956.0,1
Steve Carell,382115.0,1
James Franco,813821.0,1
Eva Mendes,565343.0,1
Kristen Wiig,433762.0,1
Tom Hanks,1002550.0,0
Scarlett Johansson,1254402.0,0
Adrien Brody,609366.0,1
Steve Carell,382115.0,1
Bryan Cranston,715346.0,1
Willem Dafoe,812428.0,1
Matt Dillon,446956.0,1
Jeff Goldblum,984799.0,0
Edward Norton,668174.0,1
Margot Robbie,1286424.0,0
Liev Schreiber,599554.0,1
Sergi Lopez,262656.0,1
Sylvie Testud,453379.0,1
Mel Gibson,1222652.0,0
Philippe Torreton,360439.0,1
Roschdy Zem,464103.0,1
Elsa Zylberstein,352459.0,1
Christian Clavier,1940185.0,2
Benoît Poelvoorde,839930.0,1
Jérôme Commandeur,2130424.0,2
Gérard Depardieu,1310040.0,0
Thierry Lhermitte,983587.0,0
Kirsten Dunst,1043456.0,0
Charlotte Gainsbourg,601736.0,1
Kiefer Sutherland,416340.0,1
Charlotte Rampling,592872.0,1
Kim Basinger,676802.0,1
Vincent Perez,581082.0,1
Daniel Craig,1176613.0,0
Jean-Hugues Anglade,647571.0,1
Alain Chabat,1587428.0,2
Gérard Depardieu,1310040.0,0
Charles Berling,324520.0,1
Miou-Miou,1116193.0,0
Mathilde Seigner,761914.0,1
Thierry Lhermitte,983587.0,0
Margot Robbie,1286424.0,0
Russell Crowe,745619.0,1
Marion Cotillard,1384256.0,0
Didier Bourdon,1125223.0,0
Jean-Hugues Anglade,647571.0,1
Isabelle Huppert,444111.0,1
Noomi Rapace,691108.0,1
Kevin Costner,1006499.0,0
Sandra Bullock,612196.0,1
Matthew McConaughey,559265.0,1
Kevin Spacey,639966.0,1
Ashley Judd,424981.0,1
Mads Mikkelsen,1076825.0,0
Vincent Lindon,602467.0,1
Sarah Jessica Parker,549429.0,1
Matthew McConaughey,559265.0,1
Bradley Cooper,849694.0,0
Béatrice Dalle,177059.0,1
Vincent Elbaz,647227.0,1
Léa Drucker,370308.0,1
Jennifer Lopez,317439.0,1
Sandrine Kiberlain,633654.0,1
Roschdy Zem,464103.0,1
Samuel Le Bihan,645480.0,1
Jason Statham,954392.0,0
Jet Li,863290.0,0
Clovis Cornillac,812260.0,1
Kad Merad,1302807.0,0
Isabelle Carré,448247.0,1
Jamie Foxx,956348.0,0
Léa Seydoux,875598.0,0
Roschdy Zem,464103.0,1
Guillaume Canet,868224.0,0
Dwayne Johnson,1246888.0,0
Rosamund Pike,578277.0,1
François Damiens,909456.0,0
Laure Calamy,374240.0,1
Christophe Lambert,621632.0,1
Sophie Marceau,1103195.0,0
Sabine Azéma,829894.0,1
Jean-Hugues Anglade,647571.0,1
Michèle Laroque,892896.0,0
Lambert Wilson,844391.0,0
Kevin Costner,1006499.0,0
Rene Russo,1330754.0,0
Jean-Pierre Darroussin,561478.0,1
Isabelle Huppert,444111.0,1
Marina Foïs,775638.0,1
Pio Marmaï,488178.0,1
Pierce Brosnan,942816.0,0
Emma Thompson,990910.0,0
Louise Bourgoin,501330.0,1
Laurent Lafitte,1030443.0,0
Gérard Depardieu,1310040.0,0
Robert De Niro,704796.0,1
Michael Douglas,1018055.0,0
Morgan Freeman,1025955.0,0
Kevin Kline,749101.0,1
Ramzy Bedia,961013.0,0
Dany Boon,2401746.0,2
Catherine Frot,769713.0,1
Eric Judor,1024553.0,0
Sigourney Weaver,1349798.0,0
Sarah Michelle Gellar,958118.0,0
Colin Firth,729197.0,1
Morgan Freeman,1025955.0,0
Josh Hartnett,756547.0,1
Bruce Willis,1133115.0,0
Benoît Poelvoorde,839930.0,1
Mélanie Laurent,737378.0,1
Thierry Lhermitte,983587.0,0
Dennis Quaid,349308.0,1
Julianne Moore,577795.0,1
Viola Davis,823176.0,1
Adèle Exarchopoulos,638867.0,1
Jamie Foxx,956348.0,0
Michael B. Jordan,1458272.0,0
Emily Watson,322618.0,1
Jean-Marc Barr,538378.0,1
Chloë Grace Moretz,434023.0,1
Julianne Moore,577795.0,1
Lambert Wilson,844391.0,0
Juliette Binoche,451561.0,1
François Civil,1063617.0,0
Charles Berling,324520.0,1
Nicole Garcia,625202.0,1
Jean-Pierre Darroussin,561478.0,1
Dennis Quaid,349308.0,1
Julia Roberts,1115041.0,0
Karin Viard,684440.0,1
Geena Davis,1203868.0,0
Christian Bale,690751.0,1
Russell Crowe,745619.0,1
Rebel Wilson,358169.0,1
Brendan Fraser,586366.0,1
Helen Mirren,579047.0,1
Benoît Magimel,593227.0,1
Sylvie Testud,453379.0,1
Mélanie Thierry,433945.0,1
Denis Podalydès,489932.0,1
Claude Brasseur,1158423.0,0
Alain Chabat,1587428.0,2
François Berléand,718144.0,1
Glenn Close,948225.0,0
Jacques Gamblin,531381.0,1
Salma Hayek,414951.0,1
Amy Adams,756591.0,1
Philip Seymour Hoffman,633872.0,1
Joaquin Phoenix,776836.0,1
Fanny Ardant,536818.0,1
Emilie Dequenne,399313.0,1
John Malkovich,552689.0,1
Jet Li,863290.0,0
Bernard Giraudeau,1142120.0,0
Yolande Moreau,869413.0,0
Albert Dupontel,692283.0,1
Mathieu Kassovitz,1128188.0,0
Benoît Poelvoorde,839930.0,1
José Garcia,1089952.0,0
Leïla Bekhti,630885.0,1
Karin Viard,684440.0,1
Viggo Mortensen,860544.0,0
Pierre Arditi,528709.0,1
Yvan Attal,495954.0,1
Miou-Miou,1116193.0,0
Harvey Keitel,415409.0,1
Ashley Judd,424981.0,1
Forest Whitaker,681539.0,1
Colin Firth,729197.0,1
Nicole Kidman,659808.0,1
Will Smith,1839970.0,2
Kate Winslet,1529444.0,0
Keira Knightley,1170296.0,0
Helen Mirren,579047.0,1
Edward Norton,668174.0,1
Benicio Del Toro,786290.0,1
Johnny Depp,1284078.0,0
Cameron Diaz,991389.0,0
Tobey Maguire,1529110.0,0
Christina Ricci,431949.0,1
Pio Marmaï,488178.0,1
Camille Cottin,372997.0,1
John Goodman,555852.0,1
Matthew McConaughey,559265.0,1
William H. Macy,348926.0,1
Ryan Phillippe,326153.0,1
Virginie Efira,546961.0,1
Charlotte Rampling,592872.0,1
Lambert Wilson,844391.0,0
Kirsten Dunst,1043456.0,0
Orlando Bloom,2423195.0,2
Susan Sarandon,309901.0,1
Jessica Biel,514598.0,1
Natalie Portman,1348049.0,0
Ewan McGregor,841258.0,1
Liam Neeson,806132.0,1
Bruce Willis,1133115.0,0
Sean William Scott,678771.0,1
Mike Myers,849060.0,0
Bérénice Bejo,439699.0,1
Agnès Jaoui,665349.0,1
Michel Serrault,1105357.0,0
Naomi Watts,473915.0,1
Robin Wright,666646.0,1
Josh Brolin,980209.0,0
Richard Dreyfuss,460295.0,1
Tom Hardy,1110186.0,0
Philip Seymour Hoffman,633872.0,1
Bernard Campan,965339.0,0
Isabelle Carré,448247.0,1
Linda Fiorentino,755710.0,1
Kate Winslet,1529444.0,0
Clovis Cornillac,812260.0,1
Jacques Gamblin,531381.0,1
Gérard Lanvin,1086148.0,0
Daniel Radcliffe,3679078.0,2
Chloë Grace Moretz,434023.0,1
Charlize Theron,654280.0,1
Oliver Gourmet,462258.0,1
Mathilde Seigner,761914.0,1
Dwayne Johnson,1246888.0,0
Susan Sarandon,309901.0,1
André Dussollier,799227.0,1
Miou-Miou,1116193.0,0
Idris Elba,1031062.0,0
Bernard Campan,965339.0,0
Isabelle Carré,448247.0,1
Zabou Breitman,575630.0,1
Ramzy Bedia,961013.0,0
Vincent Macaigne,200313.0,1
Jean-Baptiste Lucien,348143.0,1
Christian Clavier,1940185.0,2
Leslie Nielsen,683590.0,1
John Travolta,784453.0,1
Catherine Deneuve,804295.0,1
Ludivine Sagnier,722404.0,1
Isabelle Huppert,444111.0,1
Jérémy Renier,391891.0,1
Michèle Laroque,892896.0,0
Emmanuelle Béart,665732.0,1
Vincent Macaigne,200313.0,1
Benoît Magimel,593227.0,1
Mélanie Thierry,433945.0,1
Louise Bourgoin,501330.0,1
Gérard Depardieu,1310040.0,0
Katherine Heigl,321258.0,1
Timothée Chalamet,1192156.0,0
Sandrine Bonnaire,474840.0,1
Gérard Depardieu,1310040.0,0
Niels Arestrup,559184.0,1
Edouard Baer,765735.0,1
Colin Farrell,647831.0,1
Edward Norton,668174.0,1
Jon Voight,1023670.0,0
Daniel Auteuil,1006810.0,0
Alain Chabat,1587428.0,2
Marina Foïs,775638.0,1
François Damiens,909456.0,0
Casey Affleck,933787.0,0
Josiane Balasko,955503.0,0
Sylvie Testud,453379.0,1
Lambert Wilson,844391.0,0
Aaron Eckhart,612496.0,1
Catherine Zeta Jones,977380.0,0
Dany Boon,2401746.0,2
Jérôme Commandeur,2130424.0,2
Jackie Chan,726018.0,1
Jet Li,863290.0,0
Ludivine Sagnier,722404.0,1
Vincent Perez,581082.0,1
Jean-Baptiste Lucien,348143.0,1
Daniel Auteuil,1006810.0,0
Catherine Frot,769713.0,1
Al Pacino,598263.0,1
Sean Penn,327128.0,1
Viggo Mortensen,860544.0,0
Kad Merad,1302807.0,0
Monica Bellucci,1182197.0,0
Valérie Bonneton,839651.0,1
Jean-Hugues Anglade,647571.0,1
Famke Janssen,1127067.0,0
Eddie Murphy,816763.0,1
Owen Wilson,683014.0,1
Colin Farrell,647831.0,1
Toni Collette,623989.0,1
Philip Seymour Hoffman,633872.0,1
Willem Dafoe,812428.0,1
Morgan Freeman,1025955.0,0
Jack Nicholson,703636.0,1
Clovis Cornillac,812260.0,1
Alexandra Lamy,740247.0,1
Michelle Pfeiffer,877204.0,0
Robert Redford,866004.0,0
Russell Crowe,745619.0,1
Liam Neeson,806132.0,1
Catherine Deneuve,804295.0,1
Emilie Dequenne,399313.0,1
Michel Blanc,1188272.0,0
Channing Tatum,602867.0,1
Niels Arestrup,559184.0,1
Gérard Lanvin,1086148.0,0
Sylvie Testud,453379.0,1
Christian Slater,531912.0,1
Brad Pitt,1326866.0,0
Val Kilmer,763045.0,1
Christopher Walken,506535.0,1
Cécile De France,644071.0,1
Jérémy Renier,391891.0,1
Oliver Gourmet,462258.0,1
John Travolta,784453.0,1
Sigourney Weaver,1349798.0,0
Isabelle Adjani,848811.0,0
Romain Duris,659140.0,1
Colin Firth,729197.0,1
Virginie Ledoyen,537066.0,1
Jean-Baptiste Lucien,348143.0,1
Jude Law,746466.0,1
Patrick Bruel,1044151.0,0
Jeff Daniels,664310.0,1
Maggie Gyllenhaal,446486.0,1
Keira Knightley,1170296.0,0
Jude Law,746466.0,1
Lorant Deutsch,583503.0,1
Robin Williams,949237.0,0
Melvil Poupaud,388416.0,1
Emmanuelle Béart,665732.0,1
Catherine Deneuve,804295.0,1
Vincent Perez,581082.0,1
Elsa Zylberstein,352459.0,1
James McAvoy,1168856.0,0
Daniel Radcliffe,3679078.0,2
Josiane Balasko,955503.0,0
Michel Blanc,1188272.0,0
Jared Leto,751362.0,1
Matthew McConaughey,559265.0,1
Jennifer Garner,867874.0,0
Gerard Butler,497458.0,1
Michel Blanc,1188272.0,0
Mélanie Laurent,737378.0,1
Géraldine Nakache,773623.0,1
Manu Payet,812396.0,1
Kev Adams,1422375.0,0
Melvil Poupaud,388416.0,1
Mel Gibson,1222652.0,0
Greg Kinnear,257394.0,1
Gael Garcia Bernal,195117.0,1
Carole Bouquet,569013.0,1
Jeremy Renner,1512114.0,0
Adam Sandler,160501.0,1
Kevin James,392248.0,1
Chris Rock,492374.0,1
Salma Hayek,414951.0,1
Steve Buscemi,379073.0,1
Vincent Perez,581082.0,1
Léa Drucker,370308.0,1
Ahmed Sylla,381997.0,1
Whoopi Goldberg,531781.0,1
Ray Liotta,296794.0,1
Salma Hayek,414951.0,1
Idris Elba,1031062.0,0
Sean Penn,327128.0,1
Javier Bardem,854792.0,0
Jean-Pierre Darroussin,561478.0,1
Brendan Gleeson,1178490.0,0
Guillaume Canet,868224.0,0
Josiane Balasko,955503.0,0
Thierry Lhermitte,983587.0,0
Vanessa Paradis,590762.0,1
Jean Rochefort,915380.0,0
Sandrine Bonnaire,474840.0,1
Juliette Binoche,451561.0,1
Harrison Ford,1550190.0,0
Josh Hartnett,756547.0,1
Don Cheadle,1447575.0,0
Aaron Eckhart,612496.0,1
Hilary Swank,414409.0,1
Alexandra Lamy,740247.0,1
Jean Dujardin,1376846.0,0
Karin Viard,684440.0,1
Isabelle Huppert,444111.0,1
Louise Bourgoin,501330.0,1
Winona Ryder,580454.0,1
Sandrine Bonnaire,474840.0,1
Elsa Zylberstein,352459.0,1
Kev Adams,1422375.0,0
Béatrice Dalle,177059.0,1
Claude Brasseur,1158423.0,0
Fanny Ardant,536818.0,1
François Berléand,718144.0,1
Alain Chabat,1587428.0,2
Léa Drucker,370308.0,1
Denis Podalydès,489932.0,1
Roschdy Zem,464103.0,1
Vincent Perez,581082.0,1
Dakota Fanning,1011257.0,0
Robert Redford,866004.0,0
Julia Roberts,1115041.0,0
Elie Semoun,1189006.0,0
Steve Buscemi,379073.0,1
Jean-Baptiste Lucien,348143.0,1
Channing Tatum,602867.0,1
Mathieu Amalric,468160.0,1
Benicio Del Toro,786290.0,1
Christophe Lambert,621632.0,1
Sophie Marceau,1103195.0,0
Josiane Balasko,955503.0,0
Yvan Attal,495954.0,1
Nicole Garcia,625202.0,1
Michael Keaton,695972.0,1
Kev Adams,1422375.0,0
Vincent Elbaz,647227.0,1
Bérénice Bejo,439699.0,1
Samuel L. Jackson,1248160.0,0
Robert Carlyle,872328.0,0
Sergi Lopez,262656.0,1
Audrey Tautou,1284086.0,0
Clovis Cornillac,812260.0,1
Kevin Hart,706823.0,1
Owen Wilson,683014.0,1
Benedict Cumberbatch,1605997.0,2
François Berléand,718144.0,1
Gérard Jugnot,1106164.0,0
Edouard Baer,765735.0,1
Benoît Magimel,593227.0,1
Isabelle Huppert,444111.0,1
Monica Bellucci,1182197.0,0
Paul Giamatti,537639.0,1
Clive Owen,636984.0,1
Pierce Brosnan,942816.0,0
Mélanie Laurent,737378.0,1
Antonio Banderas,650155.0,1
Angelina Jolie,970947.0,0
Al Pacino,598263.0,1
Chris O'Donnell,437884.0,1
Philip Seymour Hoffman,633872.0,1
Bernard Campan,965339.0,0
Zabou Breitman,575630.0,1
André Dussollier,799227.0,1
Denis Podalydès,489932.0,1
Matt Damon,1033919.0,0
Frances McDormand,427092.0,1
Daniel Auteuil,1006810.0,0
Emmanuelle Devos,250375.0,1
Kristin Scott Thomas,744904.0,1
Ludivine Sagnier,722404.0,1
Isabelle Adjani,848811.0,0
Chadwick Boseman,2444599.0,2
Isabelle Carré,448247.0,1
Valérie Lemercier,1499262.0,0
Nicolas Cage,608203.0,1
Helen Hunt,770377.0,1
François Civil,1063617.0,0
Guillaume Canet,868224.0,0
John Travolta,784453.0,1
Andie MacDowell,591118.0,1
Helen Mirren,579047.0,1
Isabelle Huppert,444111.0,1
Daniel Auteuil,1006810.0,0
Christian Clavier,1940185.0,2
Michèle Laroque,892896.0,0
Jason Bateman,524359.0,1
Jennifer Aniston,398030.0,1
André Dussollier,799227.0,1
Miou-Miou,1116193.0,0
Jérôme Commandeur,2130424.0,2
André Dussollier,799227.0,1
Kate Beckinsale,525197.0,1
Christopher Walken,506535.0,1
Jonah Hill,519499.0,1
Channing Tatum,602867.0,1
Christian Slater,531912.0,1
François Damiens,909456.0,0
Jean-Baptiste Lucien,348143.0,1
Géraldine Nakache,773623.0,1
Ramzy Bedia,961013.0,0
François-Xavier Demaison,819033.0,1
Thierry Lhermitte,983587.0,0
Hugh Jackman,1204170.0,0
Anthony Hopkins,871117.0,0
Julianne Moore,577795.0,1
John Cusack,489897.0,1
Robert Pattinson,1913382.0,2
Romain Duris,659140.0,1
Camille Cottin,372997.0,1
Geoffrey Rush,1255056.0,0
Salma Hayek,414951.0,1
Antonio Banderas,650155.0,1
Ashley Judd,424981.0,1
Edward Norton,668174.0,1
Roschdy Zem,464103.0,1
Jonathan Cohen,694715.0,1
Christophe Lambert,621632.0,1
Kad Merad,1302807.0,0
Charlotte Rampling,592872.0,1
Sam Neill,847100.0,0
Michael Fassbender,816691.0,1
Paul Rudd,912182.0,0
Michael Douglas,1018055.0,0
Kenneth Branagh,1144969.0,0
Eddie Redmayne,1231262.0,0
Judi Dench,1242217.0,0
Emma Watson,3449268.0,2
Pierce Brosnan,942816.0,0
Owen Wilson,683014.0,1
Liev Schreiber,599554.0,1
Sharon Stone,705446.0,1
Jean-Paul Rouve,1449556.0,0
Matt Damon,1033919.0,0
Julianne Moore,577795.0,1
Oliver Gourmet,462258.0,1
Christopher Lloyd,1101679.0,0
Catherine Deneuve,804295.0,1
Diane Kruger,700049.0,1
Emmanuelle Devos,250375.0,1
Franck Dubosc,1206610.0,0
Kev Adams,1422375.0,0
Gérard Jugnot,1106164.0,0
Kristen Stewart,1013591.0,0
Tim Robbins,476231.0,1
Mathieu Amalric,468160.0,1
Emmanuelle Seigner,729917.0,1
Niels Arestrup,559184.0,1
Nicolas Cage,608203.0,1
Nicole Kidman,659808.0,1
Vincent Lindon,602467.0,1
Pio Marmaï,488178.0,1
Roschdy Zem,464103.0,1
Judi Dench,1242217.0,0
Dev Patel,975389.0,0
Ryan Gosling,843454.0,1
Ewan McGregor,841258.0,1
Naomi Watts,473915.0,1
Pascal Elbé,391253.0,1
Sandrine Kiberlain,633654.0,1
Ben Stiller,639733.0,1
Owen Wilson,683014.0,1
Will Ferrell,441872.0,1
