bankable acteur,moyenne,cluster
Jesse Eisenberg,792156.0,1
Laurence Fishburne,1027293.0,0
Gal Gadot,1494217.0,0
Holly Hunter,504425.0,1
Jeremy Irons,727417.0,1
Diane Lane,580745.0,1
Jason Momoa,1485698.0,0
Kevin Costner,1006499.0,0
Anthony Hopkins,885304.0,0
Julianne Moore,577795.0,1
Ray Liotta,296794.0,1
Gary Oldman,1667324.0,2
Kev Adams,1422375.0,0
Didier Bourdon,1125223.0,0
Michael Fassbender,816691.0,1
Hugh Jackman,1204170.0,0
Jennifer Lawrence,1148487.0,0
James McAvoy,1168856.0,0
Halle Berry,970738.0,0
Ian McKellen,1843143.0,2
Ellen Page,1086331.0,0
Omar Sy,1789989.0,2
Famke Janssen,1127067.0,0
Josh Brolin,980209.0,0
Ryan Reynolds,855619.0,0
Hugh Jackman,1204170.0,0
James McAvoy,1168856.0,0
Brad Pitt,1326866.0,0
Mathieu Kassovitz,1128188.0,0
Audrey Tautou,1284086.0,0
Jamel Debbouze,2206938.0,2
Yolande Moreau,869413.0,0
Russell Crowe,745619.0,1
Cate Blanchett,1298132.0,0
Léa Seydoux,875598.0,0
Luke Evans,1513360.0,0
Johnny Depp,1284078.0,0
Orlando Bloom,2423195.0,2
Geoffrey Rush,1255056.0,0
Keira Knightley,1170296.0,0
Ashley Judd,424981.0,1
Naomi Watts,473915.0,1
Kate Winslet,1529444.0,0
Hugh Jackman,1204170.0,0
Ryan Reynolds,855619.0,0
Chris Evans,1737423.0,2
Jennifer Garner,867874.0,0
Wesley Snipes,543111.0,1
Channing Tatum,602867.0,1
Henry Cavill,1079663.0,0
Matthew McConaughey,559265.0,1
Scarlett Johansson,1254402.0,0
Gérard Lanvin,1086148.0,0
Matthew McConaughey,559265.0,1
Reese Witherspoon,232971.0,1
Romain Duris,659140.0,1
Vanessa Paradis,590660.0,1
François Damiens,909443.0,0
Philippe Lacheau,2058071.0,2
Vin Diesel,1382126.0,0
Paul Walker,935181.0,0
Dwayne Johnson,1246888.0,0
Gal Gadot,1494217.0,0
Eva Mendes,565343.0,1
George Clooney,965655.0,0
Matt Damon,1033919.0,0
Brad Pitt,1326866.0,0
Casey Affleck,933787.0,0
Vincent Cassel,940708.0,0
Don Cheadle,1447575.0,0
Andy Garcia,632133.0,1
Julia Roberts,1115041.0,0
Catherine Zeta Jones,977380.0,0
Bruce Willis,1133115.0,0
Paul Dano,597291.0,1
Colin Farrell,647831.0,1
Robert Pattinson,1913382.0,2
Julie Depardieu,521295.0,1
Jean-Paul Rouve,1449393.0,0
Benoît Poelvoorde,839930.0,1
Thierry Lhermitte,983587.0,0
Jacques Villeret,1030615.0,0
Catherine Frot,769713.0,1
Henry Cavill,1079663.0,0
Tom Cruise,1742496.0,2
Alec Baldwin,683072.0,1
Angela Basset,945005.0,0
Simon Pegg,842401.0,1
Franck Dubosc,1206610.0,0
Gérard Depardieu,1310040.0,0
François-Xavier Demaison,819033.0,1
Daniel Auteuil,1006810.0,0
Dany Boon,2401746.0,2
Gad Elmaleh,1513226.0,0
Richard Berry,667689.0,1
Kristin Scott Thomas,744904.0,1
Virginie Ledoyen,537066.0,1
Chris Hemsworth,1725937.0,2
Natalie Portman,1348049.0,0
Idris Elba,1031062.0,0
Anthony Hopkins,885304.0,0
Rene Russo,1330754.0,0
Mads Mikkelsen,1076825.0,0
Angelina Jolie,970914.0,0
Brad Pitt,1326866.0,0
Vince Vaughn,524166.0,1
Mel Gibson,1222652.0,0
Danny Glover,930218.0,0
Joe Pesci,1386573.0,0
Jet Li,863290.0,0
Chris Rock,492374.0,1
Rene Russo,1330754.0,0
- Artus,994293.0,0
Clovis Cornillac,812238.0,1
Christian Clavier,1940185.0,2
Jean Reno,1397999.0,0
Franck Dubosc,1206610.0,0
Sylvie Testud,453379.0,1
Karin Viard,684402.0,1
Lorant Deutsch,583503.0,1
Jude Law,746466.0,1
Mads Mikkelsen,1076825.0,0
Eddie Redmayne,1231262.0,0
Christian Bale,690751.0,1
Chris Hemsworth,1725937.0,2
Natalie Portman,1348049.0,0
Russell Crowe,745619.0,1
Chris Pratt,1973562.0,2
Matt Damon,1033919.0,0
Melissa McCarthy,636423.0,1
Sam Neill,847100.0,0
Vin Diesel,1382126.0,0
Vin Diesel,1382126.0,0
Jason Statham,954392.0,0
Helen Mirren,579047.0,1
Jason Momoa,1485698.0,0
Charlize Theron,654280.0,1
Gal Gadot,1494217.0,0
Leonardo DiCaprio,2167821.0,2
Tom Hanks,1002550.0,0
Nathalie Baye,738247.0,1
Amy Adams,756591.0,1
Jennifer Garner,867874.0,0
Christopher Walken,506535.0,1
Jean Reno,1397999.0,0
Matthew Broderick,363568.0,1
Sylvester Stallone,1184352.0,0
Chris Hemsworth,1725937.0,2
Cate Blanchett,1298132.0,0
Idris Elba,1031062.0,0
Jeff Goldblum,984799.0,0
Anthony Hopkins,885304.0,0
Mark Ruffalo,1112998.0,0
Benedict Cumberbatch,1605997.0,2
Matt Damon,1033919.0,0
Sam Neill,847100.0,0
Sigourney Weaver,1349798.0,0
Winona Ryder,580454.0,1
Ron Perlman,911315.0,0
Sandrine Kiberlain,633654.0,1
Valérie Lemercier,1499262.0,0
Kad Merad,1302759.0,0
Louise Bourgoin,500827.0,1
François Damiens,909443.0,0
François-Xavier Demaison,819033.0,1
Michel Galabru,1773396.0,2
Emily Blunt,648342.0,1
Matt Damon,1033919.0,0
Cillian Murphy,1146354.0,0
Casey Affleck,933787.0,0
Kenneth Branagh,1144969.0,0
Robert Downey Jr,1143031.0,0
Josh Hartnett,756547.0,1
Rami Malek,1813517.0,2
Gary Oldman,1667324.0,2
Antonio Banderas,649953.0,1
Catherine Zeta Jones,977380.0,0
Leonardo DiCaprio,2167821.0,2
Brad Pitt,1326866.0,0
Dakota Fanning,1011257.0,0
Al Pacino,598263.0,1
Margot Robbie,1286424.0,0
Kurt Russell,993234.0,0
Dwayne Johnson,1246888.0,0
Jason Statham,954392.0,0
Idris Elba,1031062.0,0
Kevin Hart,706823.0,1
Helen Mirren,579047.0,1
Ryan Reynolds,855619.0,0
Leonardo DiCaprio,2167821.0,2
Jamie Foxx,956348.0,0
Christoph Waltz,1411275.0,0
Jonah Hill,519499.0,1
Samuel L. Jackson,1248160.0,0
Shia LaBeouf,860922.0,0
Michael B. Jordan,1458272.0,0
Didier Bourdon,1125223.0,0
Bernard Campan,965339.0,0
Pascal Legitimus,966372.0,0
Edouard Baer,765735.0,1
Gérard Depardieu,1310040.0,0
Dany Boon,2401746.0,2
Catherine Deneuve,804290.0,1
Vincent Lacoste,603666.0,1
Valérie Lemercier,1499262.0,0
Fabrice Luchini,783835.0,1
Victoria Abril,808710.0,1
Jean Rochefort,915380.0,0
Philippe Lacheau,2058071.0,2
Nathalie Baye,738247.0,1
Didier Bourdon,1125223.0,0
Michèle Laroque,892896.0,0
Kad Merad,1302759.0,0
Samy Nacéri,1460289.0,0
Kevin Hart,706823.0,1
Clovis Cornillac,812238.0,1
Jean Dujardin,1376846.0,0
Will Smith,1839970.0,2
Jean Dujardin,1376846.0,0
Pierce Brosnan,942816.0,0
Judi Dench,1242217.0,0
Famke Janssen,1127067.0,0
Will Smith,1839970.0,2
Jared Leto,751362.0,1
Margot Robbie,1286424.0,0
Viola Davis,823176.0,1
Ben Affleck,764532.0,1
Leonardo DiCaprio,2167821.0,2
Guillaume Canet,868224.0,0
Virginie Ledoyen,537066.0,1
Robert Carlyle,872328.0,0
Jean-Paul Rouve,1449393.0,0
Matt Damon,1033919.0,0
Jessica Chastain,687033.0,1
Jeff Daniels,664310.0,1
Kristen Wiig,433762.0,1
Demi Moore,622290.0,1
Tom Cruise,1742496.0,2
Colin Farrell,647831.0,1
Cameron Diaz,991389.0,0
Michael Youn,928795.0,0
Jacques Villeret,1030615.0,0
Ramzy Bedia,980380.0,0
Franck Dubosc,1206610.0,0
Eric Judor,1024553.0,0
Kad Merad,1302759.0,0
Elie Semoun,1189006.0,0
Charles Berling,324520.0,1
Patrick Bruel,1044151.0,0
Harrison Ford,1549858.0,0
Antonio Banderas,649953.0,1
Mads Mikkelsen,1076825.0,0
Guy Pearce,762043.0,1
Bradley Cooper,849694.0,0
Antonio Banderas,649953.0,1
Virginie Efira,546961.0,1
Zach Galifianakis,792471.0,1
Salma Hayek,414951.0,1
Billy Bob Thornton,402003.0,1
Dwayne Johnson,1246888.0,0
Michael J. Fox,848496.0,0
Jean Reno,1397999.0,0
Patrick Timsit,1003005.0,0
Rami Malek,1813517.0,2
Mike Myers,849060.0,0
Gad Elmaleh,1513226.0,0
Ramzy Bedia,980380.0,0
Franck Dubosc,1206610.0,0
José Garcia,1089910.0,0
Omar Sy,1789989.0,2
Jean Reno,1397999.0,0
Bill Paxton,1284784.0,0
Helen Hunt,770377.0,1
Philip Seymour Hoffman,633872.0,1
Leonardo DiCaprio,2167821.0,2
Mark Ruffalo,1112998.0,0
Alain Chabat,1587428.0,2
Charlotte Gainsbourg,601736.0,1
Alec Baldwin,683072.0,1
Steve Buscemi,379073.0,1
Tobey Maguire,1529110.0,0
Sacha Baron Cohen,668612.0,1
Jessica Chastain,687033.0,1
Bryan Cranston,715346.0,1
José Garcia,1089910.0,0
Frances McDormand,427092.0,1
Chris Rock,492374.0,1
Jean-Paul Rouve,1449393.0,0
Ben Stiller,639733.0,1
Michael Youn,928795.0,0
Brad Pitt,1326866.0,0
Morgan Freeman,1025955.0,0
Gwyneth Paltrow,1178753.0,0
Kevin Spacey,639966.0,1
Michael B. Jordan,1458272.0,0
Chadwick Boseman,2444599.0,2
Angela Basset,945005.0,0
Forest Whitaker,681539.0,1
Kev Adams,1422375.0,0
Christian Clavier,1940185.0,2
Jean Dujardin,1376846.0,0
Gilles Lellouche,898194.0,0
Guillaume Canet,868224.0,0
Sandrine Kiberlain,633654.0,1
Alexandra Lamy,759875.0,1
Géraldine Nakache,773623.0,1
Manu Payet,812396.0,1
Colin Firth,729090.0,1
Hugh Grant,983715.0,0
Renee Zellweger,575165.0,1
Bryce Dallas Howard,1928550.0,2
Joaquin Phoenix,776836.0,1
Sigourney Weaver,1349798.0,0
Adrien Brody,608947.0,1
Jesse Eisenberg,792156.0,1
Brendan Gleeson,1178490.0,0
Tom Hanks,1002550.0,0
Vin Diesel,1382126.0,0
Matt Damon,1033919.0,0
Paul Giamatti,537639.0,1
Hugh Jackman,1204170.0,0
Famke Janssen,1127067.0,0
Jim Carrey,1069923.0,0
Jennifer Aniston,398030.0,1
Morgan Freeman,1025955.0,0
Steve Carell,382115.0,1
Woody Harrelson,856816.0,0
Anne Hathaway,934320.0,0
Matthew McConaughey,559265.0,1
Casey Affleck,933787.0,0
Michael Caine,620222.0,1
Jessica Chastain,687033.0,1
Matt Damon,1033919.0,0
Timothée Chalamet,1192064.0,0
Amy Adams,756591.0,1
Henry Cavill,1079663.0,0
Kevin Costner,1006499.0,0
Diane Lane,580745.0,1
Russell Crowe,745619.0,1
Laurence Fishburne,1027293.0,0
Vin Diesel,1382126.0,0
Paul Walker,935181.0,0
Gal Gadot,1494217.0,0
Owen Wilson,683014.0,1
Michael Caine,620222.0,1
Guillaume Canet,868224.0,0
Michael Keaton,695972.0,1
Gilles Lellouche,898194.0,0
Lambert Wilson,844391.0,0
Harrison Ford,1549858.0,0
Milla Jovovich,778203.0,1
Vincent Cassel,940708.0,0
Dustin Hoffman,1081478.0,0
Timothée Chalamet,1192064.0,0
Javier Bardem,854792.0,0
Josh Brolin,980209.0,0
Jason Momoa,1485698.0,0
Charlotte Rampling,592823.0,1
Bruce Willis,1133115.0,0
Brendan Fraser,586366.0,1
Rachel Weisz,500260.0,1
Andrew Garfield,1197757.0,0
Emma Stone,765010.0,1
Sally Field,839469.0,1
Philippe Lacheau,2058071.0,2
Nathalie Baye,738247.0,1
Didier Bourdon,1125223.0,0
Gérard Jugnot,1106164.0,0
Gad Elmaleh,1513226.0,0
Alexandra Lamy,759875.0,1
Alain Chabat,1587428.0,2
Christian Clavier,1940185.0,2
Clovis Cornillac,812238.0,1
Géraldine Nakache,773623.0,1
Jake Gyllenhaal,685892.0,1
Dennis Quaid,349305.0,1
Dany Boon,2401746.0,2
Christian Bale,690751.0,1
Mel Gibson,1222652.0,0
Elie Semoun,1189006.0,0
Jérémy Renier,391891.0,1
Benoît Magimel,593227.0,1
Leonardo DiCaprio,2167821.0,2
Jonah Hill,519499.0,1
Jean Dujardin,1376846.0,0
Matthew McConaughey,559265.0,1
Margot Robbie,1286424.0,0
Benedict Cumberbatch,1605997.0,2
Mads Mikkelsen,1076825.0,0
Liam Neeson,806132.0,1
Justin Timberlake,497985.0,1
Didier Bourdon,1125223.0,0
Bernard Campan,965339.0,0
François Berléand,718096.0,1
Vincent Cassel,940708.0,0
François Civil,1063617.0,0
Romain Duris,659140.0,1
Eva Green,1335768.0,0
Pio Marmaï,487895.0,1
Robert Downey Jr,1143031.0,0
Jude Law,746466.0,1
Noomi Rapace,691108.0,1
François Damiens,909443.0,0
Karin Viard,684402.0,1
Amy Adams,756591.0,1
Franck Dubosc,1206610.0,0
Idris Elba,1031062.0,0
Diane Keaton,583909.0,1
Mathilde Seigner,761914.0,1
Fanny Ardant,536818.0,1
Emmanuelle Béart,665732.0,1
Catherine Deneuve,804290.0,1
Isabelle Huppert,444111.0,1
Virginie Ledoyen,537066.0,1
Ludivine Sagnier,722404.0,1
Gad Elmaleh,1513226.0,0
Claude Brasseur,1158423.0,0
Alain Chabat,1587428.0,2
Catherine Frot,769713.0,1
Roschdy Zem,464103.0,1
Michael Youn,928795.0,0
Philippe Lacheau,2058071.0,2
Ramzy Bedia,980380.0,0
François Civil,1063617.0,0
Adèle Exarchopoulos,638867.0,1
Elodie Bouchez,480490.0,1
Alain Chabat,1587428.0,2
Vincent Lacoste,603666.0,1
Benoît Poelvoorde,839930.0,1
Hugh Jackman,1204170.0,0
Liev Schreiber,599554.0,1
Ryan Reynolds,855619.0,0
Vincent Cassel,940708.0,0
Jean Reno,1397999.0,0
Laurent Lafitte,1030427.0,0
Tom Cruise,1742496.0,2
Philip Seymour Hoffman,633872.0,1
Laurence Fishburne,1027293.0,0
Simon Pegg,842401.0,1
Jonathan Rhys Meyers,387057.0,1
Nicolas Cage,608203.0,1
Angelina Jolie,970914.0,0
Michael Youn,928795.0,0
Gad Elmaleh,1513226.0,0
Patrick Timsit,1003005.0,0
Sandra Bullock,612196.0,1
Ralph Fiennes,1840717.0,2
Danny Glover,930218.0,0
Jeff Goldblum,984799.0,0
Steve Martin,179143.0,1
Helen Mirren,579047.0,1
Michelle Pfeiffer,877204.0,0
Bérénice Bejo,439699.0,1
Mel Gibson,1222652.0,0
Helen Hunt,770377.0,1
Tom Holland,2643533.0,2
Michael Keaton,695972.0,1
Robert Downey Jr,1143031.0,0
Chris Evans,1737423.0,2
Gwyneth Paltrow,1178753.0,0
Jennifer Connelly,731433.0,1
Shia LaBeouf,860922.0,0
Jon Voight,1023670.0,0
Tom Holland,2643533.0,2
Mark Wahlberg,662645.0,1
Antonio Banderas,649953.0,1
Chris Evans,1737423.0,2
Jessica Alba,594956.0,1
Anna Faris,853912.0,0
Marlon Wayans,762024.0,1
Tom Hardy,1110186.0,0
Woody Harrelson,856816.0,0
Ralph Fiennes,1840717.0,2
Liam Neeson,806132.0,1
Sam Worthington,1822292.0,2
Luke Evans,1513360.0,0
Mads Mikkelsen,1076825.0,0
William H. Macy,348926.0,1
Jesse Eisenberg,792156.0,1
Woody Harrelson,856816.0,0
Michael Caine,620222.0,1
Morgan Freeman,1025955.0,0
Mélanie Laurent,737378.0,1
Mark Ruffalo,1112998.0,0
José Garcia,1089910.0,0
Valérie Lemercier,1499262.0,0
Catherine Deneuve,804290.0,1
Lambert Wilson,844391.0,0
Denis Podalydès,489900.0,1
Mathilde Seigner,761914.0,1
Guillaume Canet,868224.0,0
Cécile De France,644071.0,1
Samuel Le Bihan,645480.0,1
Gilles Lellouche,898194.0,0
Owen Wilson,683014.0,1
Franck Gastambide,955729.0,0
Ramzy Bedia,980380.0,0
Gad Elmaleh,1513226.0,0
Jason Momoa,1485698.0,0
Willem Dafoe,812428.0,1
Nicole Kidman,659808.0,1
Pierre Arditi,528709.0,1
Jack Black,747587.0,1
Jackie Chan,726018.0,1
Dustin Hoffman,1081478.0,0
Angelina Jolie,970914.0,0
Manu Payet,812396.0,1
Seth Rogen,231913.0,1
Robert Pattinson,1913382.0,2
Kenneth Branagh,1144969.0,0
Michael Caine,620222.0,1
Clémence Poésy,1584167.0,2
Anthony Hopkins,885304.0,0
Keanu Reeves,878836.0,0
Winona Ryder,580454.0,1
Monica Bellucci,1182197.0,0
Bradley Cooper,849694.0,0
Zach Galifianakis,792471.0,1
Melissa McCarthy,636423.0,1
John Goodman,555852.0,1
Heather Graham,526155.0,1
Christian Clavier,1940185.0,2
Hugh Jackman,1204170.0,0
Cameron Diaz,991389.0,0
Eddie Murphy,816763.0,1
Mike Myers,849060.0,0
Vincent Cassel,940708.0,0
Alain Chabat,1587428.0,2
Tom Hanks,1002550.0,0
Tim Allen,175467.0,1
Tom Cruise,1742496.0,2
Simon Pegg,842401.0,1
Michael Fassbender,816691.0,1
James McAvoy,1168856.0,0
Kevin Bacon,609898.0,1
Rose Byrne,874493.0,0
Jennifer Lawrence,1148487.0,0
Hugh Jackman,1204170.0,0
Kim Basinger,676802.0,1
Kev Adams,1422375.0,0
Franck Dubosc,1206610.0,0
Sylvester Stallone,1184352.0,0
Jet Li,863290.0,0
Jason Statham,954392.0,0
Arnold Schwarzenegger,1278200.0,0
Jean-Claude Van Damme,713095.0,1
Bruce Willis,1133115.0,0
Scarlett Johansson,1254402.0,0
Rachel Weisz,500260.0,1
Brad Pitt,1326866.0,0
Diane Kruger,700049.0,1
Christoph Waltz,1411275.0,0
Michael Fassbender,816691.0,1
Mélanie Laurent,737378.0,1
Mike Myers,849060.0,0
Léa Seydoux,875598.0,0
Kenneth Branagh,1144969.0,0
Tom Hardy,1110186.0,0
Cillian Murphy,1146354.0,0
Bruce Willis,1133115.0,0
Jeremy Irons,727417.0,1
Samuel L. Jackson,1248160.0,0
Tom Hardy,1110186.0,0
Charlize Theron,654280.0,1
Jean Reno,1397999.0,0
Benoît Magimel,593227.0,1
Johnny Hallyday,1112004.0,0
Marina Foïs,775272.0,1
Jean-Paul Rouve,1449393.0,0
Alain Chabat,1587428.0,2
Gérard Depardieu,1310040.0,0
Jean Rochefort,915380.0,0
Valérie Lemercier,1499262.0,0
William H. Macy,348926.0,1
Tea Leoni,570118.0,1
Simon Pegg,842401.0,1
François-Xavier Demaison,819033.0,1
Gal Gadot,1494217.0,0
John C. Reilly,471670.0,1
Jesse Eisenberg,792156.0,1
Woody Harrelson,856816.0,0
Daniel Radcliffe,3679078.0,2
Michael Caine,620222.0,1
Morgan Freeman,1025955.0,0
Mark Ruffalo,1112998.0,0
Kevin Costner,1006499.0,0
Jack Black,747587.0,1
Jack Nicholson,703636.0,1
Kim Basinger,676802.0,1
Michael Keaton,695972.0,1
Charlotte Gainsbourg,601736.0,1
Tahar Rahim,520372.0,1
Omar Sy,1789989.0,2
Gérard Depardieu,1310040.0,0
Jean Reno,1397999.0,0
Richard Berry,667689.0,1
André Dussollier,799227.0,1
Michael Fassbender,816691.0,1
Jennifer Lawrence,1148487.0,0
James McAvoy,1168856.0,0
Rose Byrne,874493.0,0
Hugh Jackman,1204170.0,0
John Goodman,555852.0,1
Valérie Lemercier,1499262.0,0
Kad Merad,1302759.0,0
François Damiens,909443.0,0
François-Xavier Demaison,819033.0,1
Franck Dubosc,1206610.0,0
Alexandra Lamy,759875.0,1
Claude Brasseur,1158423.0,0
François-Xavier Demaison,819033.0,1
Elsa Zylberstein,352459.0,1
Christian Clavier,1940185.0,2
Sabine Azéma,829894.0,1
André Dussollier,799227.0,1
Jean-Paul Rouve,1449393.0,0
Jean-Paul Belmondo,2157146.0,2
Jacques Villeret,1030615.0,0
Marion Cotillard,1384256.0,0
Michael Fassbender,816691.0,1
Brendan Gleeson,1178490.0,0
Jeremy Irons,727417.0,1
Charlotte Rampling,592823.0,1
Chris Hemsworth,1725937.0,2
Natalie Portman,1348049.0,0
Idris Elba,1031062.0,0
Anthony Hopkins,885304.0,0
Rene Russo,1330754.0,0
Samuel L. Jackson,1248160.0,0
Jeremy Renner,1512114.0,0
Sacha Baron Cohen,668612.0,1
Chris Rock,492374.0,1
Ben Stiller,639733.0,1
Michael Youn,928795.0,0
Jean Dujardin,1376846.0,0
Michael Youn,928795.0,0
Alexandra Lamy,759875.0,1
Melvil Poupaud,388416.0,1
Sylvie Testud,453379.0,1
Philippe Lacheau,2058071.0,2
José Garcia,1089910.0,0
Franck Gastambide,955729.0,0
Michèle Laroque,892896.0,0
Franck Dubosc,1206610.0,0
Marina Foïs,775272.0,1
Sara Giraudeau,482049.0,1
Manu Payet,812396.0,1
Eddie Murphy,816763.0,1
Matt Damon,1033919.0,0
Morgan Freeman,1025955.0,0
Gérard Depardieu,1310040.0,0
Miou-Miou,1116189.0,0
Yolande Moreau,869413.0,0
Clint Eastwood,1130535.0,0
Robert Downey Jr,1143031.0,0
Jeff Bridges,405986.0,1
Gwyneth Paltrow,1178753.0,0
Samuel L. Jackson,1248160.0,0
Gérard Depardieu,1310040.0,0
Catherine Deneuve,804290.0,1
Fabrice Luchini,783835.0,1
Karin Viard,684402.0,1
Judith Godrèche,668394.0,1
Sergi Lopez,262656.0,1
Jérémy Renier,391891.0,1
Christopher Walken,506535.0,1
Leonardo DiCaprio,2167821.0,2
Cameron Diaz,991389.0,0
Daniel Day-Lewis,742217.0,1
Brendan Gleeson,1178490.0,0
Liam Neeson,806132.0,1
John C. Reilly,471670.0,1
Chris Pratt,1973562.0,2
Glenn Close,948225.0,0
Benicio Del Toro,786290.0,1
John C. Reilly,471670.0,1
Josh Brolin,980209.0,0
Bradley Cooper,849694.0,0
Vin Diesel,1382126.0,0
George Clooney,965655.0,0
Matt Damon,1033919.0,0
Casey Affleck,933787.0,0
Don Cheadle,1447575.0,0
Al Pacino,598263.0,1
Brad Pitt,1326866.0,0
Andy Garcia,632133.0,1
Vincent Cassel,940708.0,0
Hugh Jackman,1204170.0,0
Ian McKellen,1843143.0,2
Famke Janssen,1127067.0,0
Jim Carrey,1069923.0,0
Kevin James,392248.0,1
Eva Mendes,565343.0,1
Will Smith,1839970.0,2
Gérard Depardieu,1310040.0,0
André Dussollier,799227.0,1
Guillaume Canet,868224.0,0
Ben Affleck,764532.0,1
Kate Beckinsale,525197.0,1
Josh Hartnett,756547.0,1
Dan Aykroyd,714770.0,1
Alec Baldwin,683072.0,1
Cuba Gooding Jr.,624628.0,1
Jon Voight,1023670.0,0
Jennifer Garner,867874.0,0
Sophie Marceau,1103195.0,0
Frédéric Diefenthal,1476968.0,0
Michel Serrault,1105357.0,0
Michel Blanc,1188006.0,0
Jean-Paul Rouve,1449393.0,0
François Berléand,718096.0,1
Jim Carrey,1069923.0,0
Cameron Diaz,991389.0,0
Antonio Banderas,649953.0,1
Anthony Hopkins,885304.0,0
Catherine Zeta Jones,977380.0,0
Angelina Jolie,970914.0,0
Jack Black,747587.0,1
Jackie Chan,726018.0,1
Dustin Hoffman,1081478.0,0
Gary Oldman,1667324.0,2
Manu Payet,812396.0,1
Seth Rogen,231913.0,1
Jean-Claude Van Damme,713095.0,1
Sean William Scott,678771.0,1
Bruce Willis,1133115.0,0
Robin Williams,949237.0,0
Pierce Brosnan,942816.0,0
Kev Adams,1422375.0,0
Jamel Debbouze,2206938.0,2
Ramzy Bedia,980380.0,0
Eric Judor,1024553.0,0
Gérard Depardieu,1310040.0,0
Jean-Paul Rouve,1449393.0,0
Michael B. Jordan,1458272.0,0
Sylvester Stallone,1184352.0,0
Alain Chabat,1587428.0,2
Lorant Deutsch,583503.0,1
Laurent Lafitte,1030427.0,0
Géraldine Nakache,773623.0,1
Elie Semoun,1189006.0,0
Glenn Close,948225.0,0
Jeff Daniels,664310.0,1
Bérénice Bejo,439699.0,1
Jean Dujardin,1376846.0,0
François Damiens,909443.0,0
Jamel Debbouze,2206938.0,2
Roschdy Zem,464103.0,1
Samy Nacéri,1460289.0,0
Mélanie Laurent,737378.0,1
Colin Firth,729090.0,1
Hugh Grant,983715.0,0
Renee Zellweger,575165.0,1
François Cluzet,936250.0,0
André Dussollier,799227.0,1
Kristin Scott Thomas,744904.0,1
François Berléand,718096.0,1
Gilles Lellouche,898194.0,0
Jean Rochefort,915380.0,0
Nathalie Baye,738247.0,1
Guillaume Canet,868224.0,0
Laurent Lafitte,1030427.0,0
Cate Blanchett,1298132.0,0
Brad Pitt,1326866.0,0
Elle Fanning,617639.0,1
Robin Williams,949237.0,0
Adam Sandler,160501.0,1
Steve Buscemi,379073.0,1
Kevin James,392248.0,1
Jackie Chan,726018.0,1
Chris Tucker,1761562.0,2
Don Cheadle,1447575.0,0
Tom Cruise,1742496.0,2
Jeremy Renner,1512114.0,0
Simon Pegg,842401.0,1
Léa Seydoux,875598.0,0
Jake Gyllenhaal,685892.0,1
Benedict Cumberbatch,1605997.0,2
John Malkovich,552689.0,1
Eric Bana,519486.0,1
Jennifer Connelly,731433.0,1
Pierre Arditi,528709.0,1
Jack Black,747587.0,1
Bryan Cranston,715346.0,1
Dustin Hoffman,1081478.0,0
Manu Payet,812396.0,1
Seth Rogen,231913.0,1
Johnny Depp,1284078.0,0
Christina Ricci,431949.0,1
Christopher Walken,506535.0,1
Nicolas Cage,608203.0,1
Diane Kruger,700049.0,1
Ed Harris,756989.0,1
Harvey Keitel,415409.0,1
Helen Mirren,579047.0,1
Jon Voight,1023670.0,0
Mark Wahlberg,662645.0,1
Anthony Hopkins,885304.0,0
John Goodman,555852.0,1
Gad Elmaleh,1513226.0,0
Mélanie Laurent,737378.0,1
Jean Reno,1397999.0,0
Sylvie Testud,453379.0,1
Adèle Exarchopoulos,638867.0,1
Brad Pitt,1326866.0,0
Eric Bana,519486.0,1
Orlando Bloom,2423195.0,2
Brendan Gleeson,1178490.0,0
Diane Kruger,700049.0,1
Tom Hanks,1002550.0,0
Ewan McGregor,841258.0,1
Ben Affleck,764532.0,1
Henry Cavill,1079663.0,0
Gal Gadot,1494217.0,0
Jared Leto,751362.0,1
Amy Adams,756591.0,1
Willem Dafoe,812428.0,1
Jeremy Irons,727417.0,1
Jason Momoa,1485698.0,0
Jesse Eisenberg,792156.0,1
Diane Lane,580745.0,1
Sarah Jessica Parker,549429.0,1
Michael Fassbender,816691.0,1
Noomi Rapace,691108.0,1
Charlize Theron,654280.0,1
Idris Elba,1031062.0,0
Guy Pearce,762043.0,1
Eva Mendes,565343.0,1
Paul Walker,935181.0,0
Anna Faris,853912.0,0
Jean-Pierre Bacri,1041883.0,0
Gilles Lellouche,898194.0,0
Jean-Paul Rouve,1449393.0,0
Alban Ivanov,748878.0,1
Vincent Macaigne,200313.0,1
Gerard Butler,497458.0,1
Michael Fassbender,816691.0,1
Patrick Bruel,1044151.0,0
Scarlett Johansson,1254402.0,0
Matthew McConaughey,559265.0,1
John C. Reilly,471670.0,1
Reese Witherspoon,232971.0,1
Philippe Lacheau,2058071.0,2
Christian Clavier,1940185.0,2
Jérôme Commandeur,2130424.0,2
Jack Black,747587.0,1
Jason Momoa,1485698.0,0
Courteney Cox,895261.0,0
Liev Schreiber,599554.0,1
Heather Graham,526155.0,1
Sarah Michelle Gellar,958118.0,0
Bradley Cooper,849694.0,0
Zach Galifianakis,792471.0,1
Paul Giamatti,537639.0,1
Will Smith,1839970.0,2
Josh Brolin,980209.0,0
Tommy Lee Jones,1040078.0,0
Emma Thompson,990806.0,0
Kirsten Dunst,1043456.0,0
Tobey Maguire,1529110.0,0
James Franco,813821.0,1
Bryce Dallas Howard,1928550.0,2
Marion Cotillard,1384256.0,0
