Titre,Démarrage,Entrées totales,Réalisateur,Pays,Genre,Date de sortie,Classification,Distributeur,Rang toutes exploitations,Rang général,Nb 1ère places hebdo,Nb semaines Top20,Meilleure place hebdo,Acteur principal,Acteur secondaire,film_id,realisateur_id,rang,titre,titre_vo,realisateur,genre,annee,pays,entrees,salles,moy_salle,part_marche,affiche,moyenne_fr_realisateur,sortie,distributeur,classification,acteurs,moyennes_individuelles_acteurs
haute couture,92692.0,178450,,France,Comédie dramatique,2021-11-10,Tous publics,UGC Distribution,,,0,3,9.0,Nathalie Baye,,21437,,4436,haute couture,,,Comédie dramatique,2021,f25,92692,315,294,52  %,cinema/images/posters/21437-20211023042242-0.jpg,,10/11/2021,UGC Distribution,Tous publics,"[{'id': '270', 'name': 'Nathalie Baye', 'role': 'Rôle principal', 'character': 'Esther'}]","[{'name': 'Nathalie Baye', 'moyenne': 738247}]"
à la dérive (2018),91395.0,154492,,Etats-Unis,Aventure - Action,2018-07-04,Tous publics,Metropolitan,,,0,2,8.0,,,18148,,4466,à la dérive (2018),,,Aventure - Action,2018,f23,91395,235,389,59  %,cinema/images/posters/18148-20180630045109-0.jpg,,04/07/2018,Metropolitan,Tous publics,,
joe (2014),92741.0,163772,,Etats-Unis,Drame,2014-04-30,Moins de 12 ans,Wild Side,,,0,2,12.0,Nicolas Cage,,14156,,4433,joe (2014),,,Drame,2014,f23,92741,168,552,57  %,cinema/images/posters/14156-20140315101222-1.jpg,,30/04/2014,Wild Side,,"[{'id': '271', 'name': 'Nicolas Cage', 'role': 'Rôle principal', 'character': 'Joe Ransom'}]","[{'name': 'Nicolas Cage', 'moyenne': 608203}]"
la danseuse,91222.0,224974,,France,Drame,2016-09-28,Tous publics,Wild Bunch,,,0,3,7.0,"Mélanie Thierry, Gaspard Ulliel",François Damiens,16231,,4471,la danseuse,,,Drame,2016,f25,91222,240,380,41  %,cinema/images/posters/16231-20160924063701-3.jpg,,28/09/2016,Wild Bunch,Tous publics,"[{'id': '1009', 'name': 'Mélanie Thierry', 'role': 'Rôle principal', 'character': 'Gabrielle'}, {'id': '917', 'name': 'Gaspard Ulliel', 'role': 'Rôle principal', 'character': 'Louis'}, {'id': '918', 'name': 'François Damiens', 'role': 'Second rôle', 'character': 'Marchand'}]","[{'name': 'Mélanie Thierry', 'moyenne': 433945}, {'name': 'Gaspard Ulliel', 'moyenne': 686245}, {'name': 'François Damiens', 'moyenne': 909456}]"
the lobster,91237.0,237232,,Grèce,Comédie dramatique,2015-10-28,Tous publics,Haut et Court,,,0,4,13.0,"Colin Farrell, Rachel Weisz","John C. Reilly, Léa Seydoux",15281,,4469,the lobster,,,Comédie dramatique,2015,f27,91237,126,724,38  %,cinema/images/posters/15281-20150524111027-1.jpg,,28/10/2015,Haut et Court,Tous publics,"[{'id': '78', 'name': 'Colin Farrell', 'role': 'Rôle principal', 'character': 'David'}, {'id': '310', 'name': 'Rachel Weisz', 'role': 'Rôle principal', 'character': 'La femme myope'}, {'id': '811', 'name': 'John C. Reilly', 'role': 'Second rôle', 'character': ""L'homme qui zozote""}, {'id': '834', 'name': 'Léa Seydoux', 'role': 'Second rôle', 'character': 'La chef des solitaires'}]","[{'name': 'Colin Farrell', 'moyenne': 647831}, {'name': 'Rachel Weisz', 'moyenne': 500260}, {'name': 'John C. Reilly', 'moyenne': 471670}, {'name': 'Léa Seydoux', 'moyenne': 875598}]"
le complexe du castor,91336.0,188966,,Etats-Unis,Comédie dramatique,2011-05-25,Tous publics,SND,,,0,3,9.0,"Jodie Foster, Mel Gibson",Jennifer Lawrence,11801,,4467,le complexe du castor,,,Comédie dramatique,2011,f23,91336,195,468,48  %,cinema/images/posters/11801-20110410040407.jpg,,25/05/2011,SND,Tous publics,"[{'id': '187', 'name': 'Jodie Foster', 'role': 'Rôle principal', 'character': 'Meredith Black'}, {'id': '254', 'name': 'Mel Gibson', 'role': 'Rôle principal', 'character': 'Walter Black'}, {'id': '788', 'name': 'Jennifer Lawrence', 'role': 'Second rôle', 'character': 'Norah'}]","[{'name': 'Jodie Foster', 'moyenne': 866368}, {'name': 'Mel Gibson', 'moyenne': 1222652}, {'name': 'Jennifer Lawrence', 'moyenne': 1148487}]"
mascarade,91498.0,856156,,France,Comédie dramatique,2022-11-01,Tous publics,Pathé,,,0,6,2.0,"Isabelle Adjani, François Cluzet, Pierre Niney","Charles Berling, Emmanuelle Devos",22101,,4465,mascarade,,,Comédie dramatique,2022,f25,91498,498,184,11  %,cinema/images/posters/22101-20220524111004-0.jpg,,01/11/2022,Pathé,Tous publics,"[{'id': '6', 'name': 'Isabelle Adjani', 'role': 'Rôle principal', 'character': 'Martha'}, {'id': '130', 'name': 'François Cluzet', 'role': 'Rôle principal', 'character': 'Simon'}, {'id': '865', 'name': 'Pierre Niney', 'role': 'Rôle principal', 'character': 'Adrien'}, {'id': '71', 'name': 'Charles Berling', 'role': 'Second rôle', 'character': 'Jean-Charles'}, {'id': '467', 'name': 'Emmanuelle Devos', 'role': 'Second rôle', 'character': 'Carole'}]","[{'name': 'Isabelle Adjani', 'moyenne': 848811}, {'name': 'François Cluzet', 'moyenne': 936250}, {'name': 'Pierre Niney', 'moyenne': 1213211}, {'name': 'Charles Berling', 'moyenne': 324520}, {'name': 'Emmanuelle Devos', 'moyenne': 250375}]"
salam,90096.0,90096,,France,Documentaire,2022-07-01,Tous publics,-,,,0,1,10.0,,,22188,,4494,salam,,,Documentaire,2022,f25,90096,186,484,100  %,cinema/images/posters/22188-20220709103446-0.jpg,,01/07/2022,-,Tous publics,,
rois et reine,89906.0,540988,Arnaud Desplechin,France,Drame,2004-12-22,Tous publics,Bac Films,,,0,7,12.0,"Mathieu Amalric, Emmanuelle Devos, Catherine Deneuve",,1127,1054.0,4502,rois et reine,Rois et reine (Kings and Queen),Arnaud Desplechin,Drame,2004,f25,89906,89,1010,17  %,cinema/images/posters/roireines.jpg,274618.0,22/12/2004,Bac Films,Tous publics,"[{'id': '630', 'name': 'Mathieu Amalric', 'role': 'Rôle principal', 'character': 'Ismaël'}, {'id': '467', 'name': 'Emmanuelle Devos', 'role': 'Rôle principal', 'character': 'Nora'}, {'id': '76', 'name': 'Catherine Deneuve', 'role': 'Rôle principal', 'character': ''}]","[{'name': 'Mathieu Amalric', 'moyenne': 468160}, {'name': 'Emmanuelle Devos', 'moyenne': 250375}, {'name': 'Catherine Deneuve', 'moyenne': 804295}]"
brocéliande,88698.0,201029,,France,Aventure - Action,2003-01-08,Moins de 12 ans,Pathé,,,0,3,6.0,,,1543,,4532,brocéliande,,,Aventure - Action,2003,f25,88698,130,682,44  %,cinema/images/posters/broceliande.jpg,,08/01/2003,Pathé,,,
une pure affaire,90002.0,155196,,France,Comédie,2011-03-02,Tous publics,Bac Films,,,0,2,15.0,"François Damiens, Laurent Lafitte",,12008,,4500,une pure affaire,,,Comédie,2011,f25,90002,179,503,58  %,cinema/images/posters/12008-20110301100351.jpg,,02/03/2011,Bac Films,Tous publics,"[{'id': '918', 'name': 'François Damiens', 'role': 'Rôle principal', 'character': 'David Pelame'}, {'id': '848', 'name': 'Laurent Lafitte', 'role': 'Rôle principal', 'character': 'Brice Teller'}]","[{'name': 'François Damiens', 'moyenne': 909456}, {'name': 'Laurent Lafitte', 'moyenne': 1030443}]"
golden door,90015.0,227379,,France,Drame,2007-03-21,Tous publics,Memento Films,,,0,1,9.0,Charlotte Gainsbourg,,72,,4498,golden door,,,Drame,2007,f25,90015,143,629,40  %,cinema/images/posters/goldendoor.jpg,,21/03/2007,Memento Films,Tous publics,"[{'id': '374', 'name': 'Charlotte Gainsbourg', 'role': 'Rôle principal', 'character': 'Lucia'}]","[{'name': 'Charlotte Gainsbourg', 'moyenne': 601736}]"
un silence,90037.0,222098,,France,Drame,2024-01-10,Tous publics,Films du Losange,,,0,3,7.0,"Daniel Auteuil, Emmanuelle Devos",,23185,,4497,un silence,,,Drame,2024,f25,90037,227,397,41  %,cinema/images/posters/A-2024-23185-20230930055544.jpg,,10/01/2024,Films du Losange,Tous publics,"[{'id': '32', 'name': 'Daniel Auteuil', 'role': 'Rôle principal', 'character': 'François Schaar'}, {'id': '467', 'name': 'Emmanuelle Devos', 'role': 'Rôle principal', 'character': 'Astrid Schaar'}]","[{'name': 'Daniel Auteuil', 'moyenne': 1006810}, {'name': 'Emmanuelle Devos', 'moyenne': 250375}]"
bâtiment 5,88788.0,165013,,France,Drame,2023-12-06,Tous publics,Le Pacte,,,0,2,8.0,,,23375,,4527,bâtiment 5,,,Drame,2023,f25,88788,405,219,54  %,cinema/images/posters/A-2023-23375-20231130105341.jpg,,06/12/2023,Le Pacte,Tous publics,,
quand on a 17 ans,90058.0,237064,André Téchiné,France,Drame,2016-03-30,Tous publics,Wild Bunch,,,0,3,10.0,Sandrine Kiberlain,,15765,31.0,4496,quand on a 17 ans,Quand on a 17 ans (Being 17),André Téchiné,Drame,2016,f25,90058,149,604,38  %,cinema/images/posters/15765-20160326013637-0.jpg,384735.0,30/03/2016,Wild Bunch,Tous publics,"[{'id': '321', 'name': 'Sandrine Kiberlain', 'role': 'Rôle principal', 'character': 'Marianne'}]","[{'name': 'Sandrine Kiberlain', 'moyenne': 633654}]"
good luck algeria,90069.0,200072,,France,Comédie,2016-03-30,Tous publics,Ad vitam,,,0,2,9.0,Franck Gastambide,,15764,,4495,good luck algeria,,,Comédie,2016,f25,90069,172,524,45  %,cinema/images/posters/15764-20160326013316-0.jpg,,30/03/2016,Ad vitam,Tous publics,"[{'id': '965', 'name': 'Franck Gastambide', 'role': 'Rôle principal', 'character': 'Stéphane'}]","[{'name': 'Franck Gastambide', 'moyenne': 955729}]"
paranoïa,88704.0,204170,Steven Soderbergh,Etats-Unis,Thriller,2018-07-11,Moins de 12 ans,20th Century Fox,,,0,3,6.0,,,17882,332.0,4531,paranoïa,Unsane,Steven Soderbergh,Thriller,2018,f23,88704,230,386,43  %,cinema/images/posters/17882-20180708062930-0.jpg,690869.0,11/07/2018,20th Century Fox,,,
le ciel attendra,88756.0,327746,,France,Drame,2016-10-05,Tous publics,UGC Distribution,,,0,3,8.0,Sandrine Bonnaire,Yvan Attal,16155,,4529,le ciel attendra,,,Drame,2016,f25,88756,124,716,27  %,cinema/images/posters/16155-20161002114226-0.jpg,,05/10/2016,UGC Distribution,Tous publics,"[{'id': '314', 'name': 'Sandrine Bonnaire', 'role': 'Rôle principal', 'character': 'Catherine'}, {'id': '429', 'name': 'Yvan Attal', 'role': 'Second rôle', 'character': 'Yvan, le père de Mélanie'}]","[{'name': 'Sandrine Bonnaire', 'moyenne': 474840}, {'name': 'Yvan Attal', 'moyenne': 495954}]"
l'autre côté de l’espoir,87729.0,223233,,Finlande,Drame,2017-03-15,Tous publics,Diaphana,,,0,4,13.0,,,16973,,4555,l'autre côté de l’espoir,,,Drame,2017,f24,87729,137,640,39  %,cinema/images/posters/16973-20170313042150-0.jpg,,15/03/2017,Diaphana,Tous publics,,
tad l'explorateur : a la recherche de la cité perdue,87908.0,280560,,Espagne,Animation,2013-04-17,Tous publics,Studiocanal,,,0,3,9.0,,,13168,,4553,tad l'explorateur : a la recherche de la cité perdue,,,Animation,2013,f22,87908,376,234,31  %,cinema/images/posters/13168-20121202051250.jpg,,17/04/2013,Studiocanal,Tous publics,,
"tmnt, les tortues ninja (2007)",87463.0,133939,,Etats-Unis,Animation,2007-04-11,Tous publics,Warner Bros.,,,0,1,9.0,,,93,,4562,"tmnt, les tortues ninja (2007)",,,Animation,2007,f23,87463,400,219,65  %,cinema/images/posters/p_38.jpg,,11/04/2007,Warner Bros.,Tous publics,"[{'id': '828', 'name': 'Chris Evans', 'role': 'Voix-off', 'character': 'Casey Jones'}, {'id': '384', 'name': 'Sarah Michelle Gellar', 'role': 'Voix-off', 'character': ''}]","[{'name': 'Chris Evans', 'moyenne': 1737423}, {'name': 'Sarah Michelle Gellar', 'moyenne': 958118}]"
"léo, la fabuleuse histoire de léonard de vinci",87482.0,414083,,Irlande,Animation,2024-01-31,Tous publics,KMBO,,,0,5,7.0,,,23151,,4561,"léo, la fabuleuse histoire de léonard de vinci",,,Animation,2024,f31.png,87482,375,233,21  %,cinema/images/posters/A-2023-23151-20230910114504.jpg,,31/01/2024,KMBO,Tous publics,"[{'id': '246', 'name': 'Marion Cotillard', 'role': 'Voix-off', 'character': 'Louise de Savoie (VO & VF)'}, {'id': '8', 'name': 'André Dussollier', 'role': 'Voix-off', 'character': 'Léonard de Vinci (VF)'}]","[{'name': 'Marion Cotillard', 'moyenne': 1384256}, {'name': 'André Dussollier', 'moyenne': 799227}]"
démineurs,87533.0,214055,Kathryn Bigelow,Etats-Unis,Drame,2009-09-23,Tous publics,SND,,,0,3,10.0,"Jeremy Renner, Ralph Fiennes, Guy Pearce",,10455,621.0,4560,démineurs,The Hurt Locker,Kathryn Bigelow,Drame,2009,f23,87533,121,723,41  %,cinema/images/posters/10455-20090901080954.jpg,348363.0,23/09/2009,SND,Tous publics,"[{'id': '782', 'name': 'Jeremy Renner', 'role': 'Rôle principal', 'character': 'Le Sergent William James'}, {'id': '300', 'name': 'Ralph Fiennes', 'role': 'Rôle principal', 'character': 'Contractor Team Leader'}, {'id': '152', 'name': 'Guy Pearce', 'role': 'Rôle principal', 'character': 'Sergent Matt Thompson'}]","[{'name': 'Jeremy Renner', 'moyenne': 1512114}, {'name': 'Ralph Fiennes', 'moyenne': 1840748}, {'name': 'Guy Pearce', 'moyenne': 762495}]"
eva,87548.0,153638,,France,Drame,2018-03-07,Tous publics,EuropaCorp,,,0,2,9.0,"Isabelle Huppert, Gaspard Ulliel",Richard Berry,17816,,4558,eva,,,Drame,2018,f25,87548,195,449,57  %,cinema/images/posters/17816-20180303101259-0.jpg,,07/03/2018,EuropaCorp,Tous publics,"[{'id': '165', 'name': 'Isabelle Huppert', 'role': 'Rôle principal', 'character': 'Eva'}, {'id': '917', 'name': 'Gaspard Ulliel', 'role': 'Rôle principal', 'character': 'Bertrand Valade'}, {'id': '291', 'name': 'Richard Berry', 'role': 'Second rôle', 'character': 'Régis Grant'}]","[{'name': 'Isabelle Huppert', 'moyenne': 444111}, {'name': 'Gaspard Ulliel', 'moyenne': 686245}, {'name': 'Richard Berry', 'moyenne': 667689}]"
"godsend, expérience interdite",87714.0,201291,,Etats-Unis,Thriller,2004-06-17,Tous publics,Metropolitan,,,0,2,9.0,"Robert De Niro, Greg Kinnear",,1199,,4557,"godsend, expérience interdite",,,Thriller,2004,f23,87714,233,376,44  %,cinema/images/posters/godsend.jpg,,17/06/2004,Metropolitan,Tous publics,"[{'id': '294', 'name': 'Robert De Niro', 'role': 'Rôle principal', 'character': 'Richard Wells'}, {'id': '145', 'name': 'Greg Kinnear', 'role': 'Rôle principal', 'character': 'Paul Duncan'}]","[{'name': 'Robert De Niro', 'moyenne': 704796}, {'name': 'Greg Kinnear', 'moyenne': 257394}]"
légion - l'armée des anges,87715.0,157602,,Etats-Unis,Fantasy,2010-03-24,Tous publics,Sony Pictures,,,0,2,8.0,,Dennis Quaid,10954,,4556,légion - l'armée des anges,,,Fantasy,2010,f23,87715,146,601,56  %,cinema/images/posters/10954-20100315080348.jpg,,24/03/2010,Sony Pictures,Tous publics,"[{'id': '112', 'name': 'Dennis Quaid', 'role': 'Second rôle', 'character': 'Bob Hanson'}]","[{'name': 'Dennis Quaid', 'moyenne': 349308}]"
l'enlèvement (2023),85243.0,251873,,Italie,Drame,2023-11-01,Tous publics,Ad vitam,,,0,4,14.0,,,22969,,4620,l'enlèvement (2023),,,Drame,2023,f33,85243,176,484,34  %,cinema/images/posters/A-2023-22969-20230902122540.jpg,,01/11/2023,Ad vitam,Tous publics,,
le temps de l'aventure,86373.0,253411,,France,Romance,2013-04-10,Tous publics,Le Pacte,,,0,3,9.0,"Gabriel Byrne, Emmanuelle Devos",,13525,,4591,le temps de l'aventure,,,Romance,2013,f25,86373,142,608,34  %,cinema/images/posters/13525-20130330060303.jpg,,10/04/2013,Le Pacte,Tous publics,"[{'id': '138', 'name': 'Gabriel Byrne', 'role': 'Rôle principal', 'character': ""L'homme""}, {'id': '467', 'name': 'Emmanuelle Devos', 'role': 'Rôle principal', 'character': 'Alix'}]","[{'name': 'Gabriel Byrne', 'moyenne': 472596}, {'name': 'Emmanuelle Devos', 'moyenne': 250375}]"
break,85247.0,150046,,France,Comédie dramatique,2018-07-18,Tous publics,SND,,,0,2,9.0,,,18281,,4619,break,,,Comédie dramatique,2018,f25,85247,230,371,57  %,cinema/images/posters/18281-20180728094823-0.jpg,,18/07/2018,SND,Tous publics,,
#le seigneur des anneaux: les deux tours (rep. 2003),,88942,Peter Jackson,Etats-Unis,Fantasy,2003-12-10,Tous publics,Metropolitan,,,0,1,11.0,"Ian McKellen, Viggo Mortensen, Elijah Wood","Cate Blanchett, Orlando Bloom, Liv Tyler",11606,281.0,4589,#le seigneur des anneaux: les deux tours (rep. 2003),The Lord of the Rings: The Two Towers(Rep. 2003),Peter Jackson,Fantasy,2003,f23,86488,112,772,97  %,cinema/images/posters/twotowers.jpg,2102849.0,10/12/2003,Metropolitan,Tous publics,"[{'id': '166', 'name': 'Ian McKellen', 'role': 'Rôle principal', 'character': 'Gandalf'}, {'id': '355', 'name': 'Viggo Mortensen', 'role': 'Rôle principal', 'character': 'Aragorn'}, {'id': '128', 'name': 'Elijah Wood', 'role': 'Rôle principal', 'character': ''}, {'id': '51', 'name': 'Cate Blanchett', 'role': 'Second rôle', 'character': 'Galadriel'}, {'id': '276', 'name': 'Orlando Bloom', 'role': 'Second rôle', 'character': 'Legolas'}, {'id': '239', 'name': 'Liv Tyler', 'role': 'Second rôle', 'character': 'Arwen'}]","[{'name': 'Ian McKellen', 'moyenne': 1843143}, {'name': 'Viggo Mortensen', 'moyenne': 860544}, {'name': 'Elijah Wood', 'moyenne': 1225316}, {'name': 'Cate Blanchett', 'moyenne': 1298132}, {'name': 'Orlando Bloom', 'moyenne': 2423195}, {'name': 'Liv Tyler', 'moyenne': 1353528}]"
"niko le petit renne, mission père noël",85388.0,397112,,Finlande,Animation,2024-12-04,Tous publics,Bac Films,,,0,5,9.0,,,24162,,4616,"niko le petit renne, mission père noël",,,Animation,2024,f24,85388,462,185,22  %,cinema/images/posters/A-2024-24162-20241119102455.jpg,,04/12/2024,Bac Films,Tous publics,,
tu peux garder un secret,86519.0,222831,Alexandre Arcady,France,Romance,2008-05-07,Tous publics,Wild Bunch,,,0,2,7.0,Pierre Arditi,Géraldine Nakache,10147,540.0,4588,tu peux garder un secret,Tu peux garder un secret,Alexandre Arcady,Romance,2008,f25,86519,259,334,39  %,cinema/images/posters/np_10147.jpg,718027.0,07/05/2008,Wild Bunch,Tous publics,"[{'id': '544', 'name': 'Pierre Arditi', 'role': 'Rôle principal', 'character': 'Pierre Grimaux'}, {'id': '833', 'name': 'Géraldine Nakache', 'role': 'Second rôle', 'character': 'Fanny'}, {'id': '610', 'name': 'Michael Youn', 'role': 'Apparition', 'character': 'Le livreur de pizza'}]","[{'name': 'Pierre Arditi', 'moyenne': 528709}, {'name': 'Géraldine Nakache', 'moyenne': 773623}, {'name': 'Michael Youn', 'moyenne': 928795}]"
n'importe qui,85291.0,132202,,France,Comédie,2014-03-05,Tous publics,Wild Bunch,,,0,1,14.0,,Alban Ivanov,14139,,4618,n'importe qui,,,Comédie,2014,f25,85291,211,404,65  %,cinema/images/posters/14139-20140301015628-0.jpg,,05/03/2014,Wild Bunch,Tous publics,"[{'id': '1024', 'name': 'Alban Ivanov', 'role': 'Second rôle', 'character': 'Arnaud'}]","[{'name': 'Alban Ivanov', 'moyenne': 748878}]"
moka,85331.0,203171,,France,Drame,2016-08-17,Tous publics,Pyramide,,,0,2,14.0,Emmanuelle Devos,,15995,,4617,moka,,,Drame,2016,f25,85331,160,533,42  %,cinema/images/posters/15995-20160815105039-0.jpg,,17/08/2016,Pyramide,Tous publics,"[{'id': '467', 'name': 'Emmanuelle Devos', 'role': 'Rôle principal', 'character': 'Diane'}]","[{'name': 'Emmanuelle Devos', 'moyenne': 250375}]"
sweet sixteen,85426.0,356280,Ken Loach,Grande-Bretagne,Drame,2002-12-11,Moins de 12 ans,Diaphana,,,0,5,8.0,,,1841,457.0,4614,sweet sixteen,Sweet sixteen,Ken Loach,Drame,2002,f26,85426,122,700,24  %,cinema/images/posters/sweet16.jpg,360116.0,11/12/2002,Diaphana,,,
dans paris,84236.0,298567,,France,Drame,2006-10-04,Tous publics,Gémini Films,,,0,1,8.0,Romain Duris,,451,,4652,dans paris,,,Drame,2006,f25,84236,110,766,28  %,cinema/images/posters/dansparis.jpg,,04/10/2006,Gémini Films,Tous publics,"[{'id': '297', 'name': 'Romain Duris', 'role': 'Rôle principal', 'character': 'Guillaume'}]","[{'name': 'Romain Duris', 'moyenne': 659140}]"
gauguin – voyage de tahiti,84248.0,214611,,France,Comédie dramatique,2017-09-20,Tous publics,Studiocanal,,,0,3,8.0,Vincent Cassel,,17310,,4651,gauguin – voyage de tahiti,,,Comédie dramatique,2017,f25,84248,226,373,39  %,cinema/images/posters/17310-20170917041748-0.jpg,,20/09/2017,Studiocanal,Tous publics,"[{'id': '349', 'name': 'Vincent Cassel', 'role': 'Rôle principal', 'character': 'Gauguin'}]","[{'name': 'Vincent Cassel', 'moyenne': 940708}]"
l'orphelinat,84293.0,228551,Juan Antonio Bayona,Espagne,Thriller,2008-03-05,Moins de 12 ans,Wild Bunch,,,0,0,,,,9909,989.0,4650,l'orphelinat,El Orfanato (The Orphanage),Juan Antonio Bayona,Thriller,2008,f22,84293,134,629,37  %,cinema/images/posters/np_9909.jpg,1119622.0,05/03/2008,Wild Bunch,,,
rien à perdre (2023),84320.0,188690,,France,Drame,2023-11-22,Tous publics,Ad vitam,,,0,3,7.0,Virginie Efira,,23219,,4649,rien à perdre (2023),,,Drame,2023,f25,84320,306,276,45  %,cinema/images/posters/A-2023-23219-20231117102221.jpg,,22/11/2023,Ad vitam,Tous publics,"[{'id': '844', 'name': 'Virginie Efira', 'role': 'Rôle principal', 'character': 'Sylvie'}]","[{'name': 'Virginie Efira', 'moyenne': 546961}]"
dog pound,82872.0,196749,,France,Thriller,2010-06-23,Moins de 12 ans,Mars Distribution,,,0,3,10.0,,,11435,,4680,dog pound,,,Thriller,2010,f25,82872,95,872,42  %,cinema/images/posters/11435-20100625080631.jpg,,23/06/2010,Mars Distribution,,,
bye bye love,84439.0,117927,,Etats-Unis,Romance,2003-09-10,Tous publics,UFD,,,0,1,8.0,"Ewan McGregor, Renee Zellweger",,1586,,4647,bye bye love,,,Romance,2003,f23,84439,181,467,72  %,cinema/images/posters/downwithlove.jpg,,10/09/2003,UFD,Tous publics,"[{'id': '123', 'name': 'Ewan McGregor', 'role': 'Rôle principal', 'character': ''}, {'id': '312', 'name': 'Renee Zellweger', 'role': 'Rôle principal', 'character': ''}]","[{'name': 'Ewan McGregor', 'moyenne': 841258}, {'name': 'Renee Zellweger', 'moyenne': 575359}]"
