Titre,Démarrage,Entrées totales,Réalisateur,Pays,Genre,Date de sortie,Classification,Distributeur,Rang toutes exploitations,Rang général,Nb 1ère places hebdo,Nb semaines Top20,Meilleure place hebdo,Acteur principal,Acteur secondaire,film_id,realisateur_id,rang,titre,titre_vo,realisateur,genre,annee,pays,entrees,salles,moy_salle,part_marche,affiche,moyenne_fr_realisateur,sortie,distributeur,classification,acteurs,moyennes_individuelles_acteurs
taxi 2,3478850.0,10345901,Gérard Krawczyk,France,Comédie,2000-03-29,Tous publics,ARP Selection,30.0,23.0,3,12,1.0,"Frédéric Diefenthal, Samy Nacéri",Marion Cotillard,2398,438.0,5,taxi 2,Taxi 2,Gérard Krawczyk,Comédie,2000,f25,3478850,831,4186,34  %,cinema/images/posters/taxi2.jpg,2573794.0,29/03/2000,ARP Selection,Tous publics,"[{'id': '131', 'name': 'Frédéric Diefenthal', 'role': 'Rôle principal', 'character': ''}, {'id': '326', 'name': 'Samy Nacéri', 'role': 'Rôle principal', 'character': 'Daniel Morales'}, {'id': '246', 'name': 'Marion Cotillard', 'role': 'Second rôle', 'character': ''}]","[{'name': 'Frédéric Diefenthal', 'moyenne': 1476968}, {'name': 'Samy Nacéri', 'moyenne': 1460289}, {'name': 'Marion Cotillard', 'moyenne': 1384256}]"
l'etrange histoire de benjamin button,826315.0,2595615,David Fincher,Etats-Unis,Comédie dramatique,2009-02-04,Tous publics,Warner Bros.,,,1,7,1.0,"Cate Blanchett, Brad Pitt",Elle Fanning,24,106.0,426,l'etrange histoire de benjamin button,The Curious Case of Benjamin Button,David Fincher,Comédie dramatique,2009,f23,826315,566,1460,32  %,cinema/images/posters/np_24.jpg,1843217.0,04/02/2009,Warner Bros.,Tous publics,"[{'id': '51', 'name': 'Cate Blanchett', 'role': 'Rôle principal', 'character': 'Daisy'}, {'id': '56', 'name': 'Brad Pitt', 'role': 'Rôle principal', 'character': 'Benjamin Button'}, {'id': '974', 'name': 'Elle Fanning', 'role': 'Second rôle', 'character': 'Daisy Fuller (Age 7)'}]","[{'name': 'Cate Blanchett', 'moyenne': 1298132}, {'name': 'Brad Pitt', 'moyenne': 1326866}, {'name': 'Elle Fanning', 'moyenne': 617639}]"
astérix et obélix: mission cléopatre,3685097.0,14559509,Alain Chabat,France,Comédie,2002-01-30,Tous publics,Pathé,8.0,8.0,7,15,1.0,"Christian Clavier, Jamel Debbouze, Gérard Depardieu","Edouard Baer, Alain Chabat, Monica Bellucci",1741,777.0,4,astérix et obélix: mission cléopatre,Astérix et Obélix: Mission Cléopatre,Alain Chabat,Comédie,2002,f25,3685097,945,3900,25  %,cinema/images/posters/asterixcleopatre.jpg,4478003.0,30/01/2002,Pathé,Tous publics,"[{'id': '83', 'name': 'Christian Clavier', 'role': 'Rôle principal', 'character': 'Astérix'}, {'id': '182', 'name': 'Jamel Debbouze', 'role': 'Rôle principal', 'character': 'Numérobis'}, {'id': '142', 'name': 'Gérard Depardieu', 'role': 'Rôle principal', 'character': 'Obélix'}, {'id': '415', 'name': 'Edouard Baer', 'role': 'Second rôle', 'character': 'Otis'}, {'id': '4', 'name': 'Alain Chabat', 'role': 'Second rôle', 'character': 'César'}, {'id': '43', 'name': 'Monica Bellucci', 'role': 'Second rôle', 'character': 'Cléopâtre'}, {'id': '900', 'name': 'Marina Foïs', 'role': 'Apparition', 'character': 'Sucettalanis'}, {'id': '598', 'name': 'Mathieu Kassovitz', 'role': 'Apparition', 'character': 'physionomiste du banquet'}, {'id': '209', 'name': 'Jean-Paul Rouve', 'role': 'Apparition', 'character': ''}]","[{'name': 'Christian Clavier', 'moyenne': 1940185}, {'name': 'Jamel Debbouze', 'moyenne': 2206938}, {'name': 'Gérard Depardieu', 'moyenne': 1310040}, {'name': 'Edouard Baer', 'moyenne': 765735}, {'name': 'Alain Chabat', 'moyenne': 1587428}, {'name': 'Monica Bellucci', 'moyenne': 1182197}, {'name': 'Marina Foïs', 'moyenne': 775272}, {'name': 'Mathieu Kassovitz', 'moyenne': 1128188}, {'name': 'Jean-Paul Rouve', 'moyenne': 1449393}]"
star wars: le réveil de la force,3801235.0,10507561,J.J. Abrams,Etats-Unis,Fantasy,2015-12-16,Tous publics,Walt Disney Pictures,28.0,21.0,3,9,1.0,"Harrison Ford, Adam Driver",,13345,575.0,3,star wars: le réveil de la force,Star Wars: The Force Awakens,J.J. Abrams,Fantasy,2015,f23,3801235,1093,3478,36  %,cinema/images/posters/13345-20230308062242.jpg,3591013.0,16/12/2015,Walt Disney Pictures,Tous publics,"[{'id': '157', 'name': 'Harrison Ford', 'role': 'Rôle principal', 'character': 'Han Solo'}, {'id': '971', 'name': 'Adam Driver', 'role': 'Rôle principal', 'character': 'Kylo Ren / Ben Solo'}]","[{'name': 'Harrison Ford', 'moyenne': 1549858}, {'name': 'Adam Driver', 'moyenne': 1402233}]"
les bronzés 3: amis pour la vie,3906694.0,10355930,Patrice Leconte,France,Comédie,2006-02-01,Tous publics,Warner Bros.,29.0,22.0,5,9,1.0,"Michel Blanc, Christian Clavier, Thierry Lhermitte, Josiane Balasko, Gérard Jugnot",,320,282.0,2,les bronzés 3: amis pour la vie,Les Bronzés 3: Amis pour la vie,Patrice Leconte,Comédie,2006,f25,3906694,950,4112,38  %,cinema/images/posters/bronzes3.jpg,1196164.0,01/02/2006,Warner Bros.,Tous publics,"[{'id': '242', 'name': 'Michel Blanc', 'role': 'Rôle principal', 'character': 'Jean-Claude Dus'}, {'id': '83', 'name': 'Christian Clavier', 'role': 'Rôle principal', 'character': 'Jérôme'}, {'id': '236', 'name': 'Thierry Lhermitte', 'role': 'Rôle principal', 'character': ''}, {'id': '171', 'name': 'Josiane Balasko', 'role': 'Rôle principal', 'character': 'Nathalie Morin'}, {'id': '144', 'name': 'Gérard Jugnot', 'role': 'Rôle principal', 'character': 'Bernard Morin'}]","[{'name': 'Michel Blanc', 'moyenne': 1188006}, {'name': 'Christian Clavier', 'moyenne': 1940185}, {'name': 'Thierry Lhermitte', 'moyenne': 983587}, {'name': 'Josiane Balasko', 'moyenne': 955503}, {'name': 'Gérard Jugnot', 'moyenne': 1106164}]"
kung fu panda 3,775628.0,2576970,,Etats-Unis,Animation,2016-03-30,Tous publics,20th Century Fox,,,1,8,1.0,,,14859,,472,kung fu panda 3,,,Animation,2016,f23,775628,671,1156,30  %,cinema/images/posters/14859-20160124090002-2.jpg,,30/03/2016,20th Century Fox,Tous publics,"[{'id': '50', 'name': 'Jack Black', 'role': 'Voix-off', 'character': 'Po'}, {'id': '177', 'name': 'Jackie Chan', 'role': 'Voix-off', 'character': 'Monkey'}, {'id': '899', 'name': 'Bryan Cranston', 'role': 'Voix-off', 'character': 'Li Chan'}, {'id': '108', 'name': 'Dustin Hoffman', 'role': 'Voix-off', 'character': 'Shifu'}, {'id': '221', 'name': 'Kate Hudson', 'role': 'Voix-off', 'character': 'Mei Mei'}, {'id': '14', 'name': 'Angelina Jolie', 'role': 'Voix-off', 'character': 'Tigress'}, {'id': '858', 'name': 'Manu Payet', 'role': 'Voix-off', 'character': 'Po le Panda'}, {'id': '596', 'name': 'Seth Rogen', 'role': 'Voix-off', 'character': 'Mantis'}]","[{'name': 'Jack Black', 'moyenne': 747587}, {'name': 'Jackie Chan', 'moyenne': 726018}, {'name': 'Bryan Cranston', 'moyenne': 715346}, {'name': 'Dustin Hoffman', 'moyenne': 1081478}, {'name': 'Kate Hudson', 'moyenne': 181372}, {'name': 'Angelina Jolie', 'moyenne': 970914}, {'name': 'Manu Payet', 'moyenne': 812396}, {'name': 'Seth Rogen', 'moyenne': 231913}]"
astérix: le domaine des dieux,842999.0,2996184,,France,Animation,2014-11-26,Tous publics,SND,810.0,872.0,1,7,1.0,,,13803,,412,astérix: le domaine des dieux,,,Animation,2014,f25,842999,696,1211,28  %,cinema/images/posters/13803-20141006083527-0.jpg,,26/11/2014,SND,Tous publics,"[{'id': '4', 'name': 'Alain Chabat', 'role': 'Voix-off', 'character': 'Sénateur Prospectus'}, {'id': '232', 'name': 'Lorant Deutsch', 'role': 'Voix-off', 'character': 'Anglaigus'}, {'id': '848', 'name': 'Laurent Lafitte', 'role': 'Voix-off', 'character': 'Duplicatha'}, {'id': '833', 'name': 'Géraldine Nakache', 'role': 'Voix-off', 'character': 'Dulcia'}, {'id': '594', 'name': 'Elie Semoun', 'role': 'Voix-off', 'character': 'Cubitus'}]","[{'name': 'Alain Chabat', 'moyenne': 1587428}, {'name': 'Lorant Deutsch', 'moyenne': 583503}, {'name': 'Laurent Lafitte', 'moyenne': 1030427}, {'name': 'Géraldine Nakache', 'moyenne': 773623}, {'name': 'Elie Semoun', 'moyenne': 1189006}]"
monstres & cie,777943.0,3525505,Lee Unkrich,Etats-Unis,Animation,2002-03-20,Tous publics,GBVI,615.0,613.0,2,9,1.0,,,2086,669.0,470,monstres & cie,"Monsters, Inc.",Lee Unkrich,Animation,2002,f23,777943,809,962,22  %,cinema/images/posters/monstersinc.jpg,4408509.0,20/03/2002,GBVI,Tous publics,"[{'id': '40', 'name': 'Billy Crystal', 'role': 'Voix-off', 'character': ''}, {'id': '66', 'name': 'Steve Buscemi', 'role': 'Voix-off', 'character': ''}, {'id': '191', 'name': 'John Goodman', 'role': 'Voix-off', 'character': ''}]","[{'name': 'Billy Crystal', 'moyenne': 483352}, {'name': 'Steve Buscemi', 'moyenne': 379073}, {'name': 'John Goodman', 'moyenne': 555852}]"
"final fantasy, les créatures de l'esprit",774733.0,1456523,,Etats-Unis,Animation,2001-08-15,Tous publics,Columbia,,,1,5,1.0,,,2107,,475,"final fantasy, les créatures de l'esprit",,,Animation,2001,f23,774733,565,1371,53  %,cinema/images/posters/p_1672.jpg,,15/08/2001,Columbia,Tous publics,"[{'id': '1', 'name': 'Alec Baldwin', 'role': 'Voix-off', 'character': ''}, {'id': '66', 'name': 'Steve Buscemi', 'role': 'Voix-off', 'character': ''}]","[{'name': 'Alec Baldwin', 'moyenne': 683072}, {'name': 'Steve Buscemi', 'moyenne': 379073}]"
a la croisée des mondes: la boussole d'or,769581.0,3001796,Chris Weitz,Etats-Unis,Fantasy,2007-12-05,Tous publics,Metropolitan,866.0,866.0,2,7,1.0,"Nicole Kidman, Daniel Craig, Eva Green",,206,517.0,483,a la croisée des mondes: la boussole d'or,His Dark Materials: The Golden Compass,Chris Weitz,Fantasy,2007,f23,769581,767,1003,26  %,cinema/images/posters/p_5153.jpg,1735679.0,05/12/2007,Metropolitan,Tous publics,"[{'id': '273', 'name': 'Nicole Kidman', 'role': 'Rôle principal', 'character': 'Marisa Coulter'}, {'id': '104', 'name': 'Daniel Craig', 'role': 'Rôle principal', 'character': 'Lord Asriel'}, {'id': '826', 'name': 'Eva Green', 'role': 'Rôle principal', 'character': 'Serafina Pekkala'}, {'id': '166', 'name': 'Ian McKellen', 'role': 'Voix-off', 'character': 'Iorek Byrnison'}, {'id': '229', 'name': 'Kristin Scott Thomas', 'role': 'Voix-off', 'character': 'Stelmaria'}]","[{'name': 'Nicole Kidman', 'moyenne': 659808}, {'name': 'Daniel Craig', 'moyenne': 1176531}, {'name': 'Eva Green', 'moyenne': 1335768}, {'name': 'Ian McKellen', 'moyenne': 1843143}, {'name': 'Kristin Scott Thomas', 'moyenne': 744904}]"
oss 117: le caire nid d'espions,835334.0,2304430,Michel Hazanavicius,France,Comédie,2006-04-19,Tous publics,Gaumont Sony,,,0,8,2.0,"Bérénice Bejo, Jean Dujardin",François Damiens,334,776.0,416,oss 117: le caire nid d'espions,"OSS 117: Le Caire nid d'espions (OSS 117: Cairo, Nest .",Michel Hazanavicius,Comédie,2006,f25,835334,557,1500,36  %,cinema/images/posters/oss117.jpg,1223180.0,19/04/2006,Gaumont Sony,Tous publics,"[{'id': '809', 'name': 'Bérénice Bejo', 'role': 'Rôle principal', 'character': 'Larmina El Akmar Betouche'}, {'id': '186', 'name': 'Jean Dujardin', 'role': 'Rôle principal', 'character': 'Hubert Bonisseur de La Bath, alias OSS 117'}, {'id': '918', 'name': 'François Damiens', 'role': 'Second rôle', 'character': 'Raymond Pelletier'}]","[{'name': 'Bérénice Bejo', 'moyenne': 439699}, {'name': 'Jean Dujardin', 'moyenne': 1376846}, {'name': 'François Damiens', 'moyenne': 909443}]"
brèves de comptoir,94602.0,204028,,France,Comédie,2014-09-24,Tous publics,Diaphana,,,0,3,9.0,Yolande Moreau,André Dussollier,14541,,4393,brèves de comptoir,,,Comédie,2014,f25,94602,248,381,46  %,cinema/images/posters/14541-20140921043808-0.jpg,,24/09/2014,Diaphana,Tous publics,"[{'id': '852', 'name': 'Yolande Moreau', 'role': 'Rôle principal', 'character': 'Madame Lamelle'}, {'id': '8', 'name': 'André Dussollier', 'role': 'Second rôle', 'character': 'L’Homme Politique'}]","[{'name': 'Yolande Moreau', 'moyenne': 869413}, {'name': 'André Dussollier', 'moyenne': 799227}]"
wahou !,95610.0,242029,,France,Comédie,2023-06-07,Tous publics,UGC Distribution,,,0,4,8.0,Karin Viard,"Sabine Azéma, Agnès Jaoui, Manu Payet, Denis Podalydès, Roschdy Zem",22923,,4374,wahou !,,,Comédie,2023,f25,95610,262,365,40  %,cinema/images/posters/A-2023-22923-20230513061726.jpg,,07/06/2023,UGC Distribution,Tous publics,"[{'id': '230', 'name': 'Karin Viard', 'role': 'Rôle principal', 'character': 'Catherine'}, {'id': '34', 'name': 'Sabine Azéma', 'role': 'Second rôle', 'character': 'Sylvette'}, {'id': '504', 'name': 'Agnès Jaoui', 'role': 'Second rôle', 'character': 'Josépha'}, {'id': '858', 'name': 'Manu Payet', 'role': 'Second rôle', 'character': 'Mr Gratte'}, {'id': '818', 'name': 'Denis Podalydès', 'role': 'Second rôle', 'character': 'Le client Bof'}, {'id': '558', 'name': 'Roschdy Zem', 'role': 'Second rôle', 'character': 'Père de Swan'}]","[{'name': 'Karin Viard', 'moyenne': 684440}, {'name': 'Sabine Azéma', 'moyenne': 829894}, {'name': 'Agnès Jaoui', 'moyenne': 665349}, {'name': 'Manu Payet', 'moyenne': 812396}, {'name': 'Denis Podalydès', 'moyenne': 489932}, {'name': 'Roschdy Zem', 'moyenne': 464103}]"
la rafle,812932.0,2851122,,France,Drame,2010-03-10,Tous publics,Gaumont,957.0,960.0,1,9,1.0,"Gad Elmaleh, Mélanie Laurent, Jean Reno",Sylvie Testud,10890,,436,la rafle,,,Drame,2010,f25,812932,602,1350,29  %,cinema/images/posters/10890-20100117110125.jpg,,10/03/2010,Gaumont,Tous publics,"[{'id': '490', 'name': 'Gad Elmaleh', 'role': 'Rôle principal', 'character': 'Schmuel Weisman'}, {'id': '629', 'name': 'Mélanie Laurent', 'role': 'Rôle principal', 'character': 'Annette Monod'}, {'id': '210', 'name': 'Jean Reno', 'role': 'Rôle principal', 'character': 'Dr. David Sheinbaum'}, {'id': '470', 'name': 'Sylvie Testud', 'role': 'Second rôle', 'character': 'Bella Zygler'}, {'id': '1026', 'name': 'Adèle Exarchopoulos', 'role': 'Apparition', 'character': 'Anna Traube'}]","[{'name': 'Gad Elmaleh', 'moyenne': 1513226}, {'name': 'Mélanie Laurent', 'moyenne': 737378}, {'name': 'Jean Reno', 'moyenne': 1397999}, {'name': 'Sylvie Testud', 'moyenne': 453379}, {'name': 'Adèle Exarchopoulos', 'moyenne': 638867}]"
un amour impossible,95480.0,220500,,France,Drame,2018-11-07,Tous publics,Le Pacte,,,0,4,8.0,Virginie Efira,,18559,,4376,un amour impossible,,,Drame,2018,f25,95480,199,480,43  %,cinema/images/posters/18559-20181020120151-0.jpg,,07/11/2018,Le Pacte,Tous publics,"[{'id': '844', 'name': 'Virginie Efira', 'role': 'Rôle principal', 'character': 'Rachel'}]","[{'name': 'Virginie Efira', 'moyenne': 546961}]"
"i, robot",788519.0,2096836,Alex Proyas,Etats-Unis,Science Fiction,2004-07-28,Tous publics,UFD,,,1,7,1.0,Will Smith,,1062,570.0,458,"i, robot","I, Robot",Alex Proyas,Science Fiction,2004,f23,788519,749,1053,38  %,cinema/images/posters/irobot.jpg,1033366.0,28/07/2004,UFD,Tous publics,"[{'id': '366', 'name': 'Will Smith', 'role': 'Rôle principal', 'character': 'Del Spooner'}, {'id': '479', 'name': 'Shia LaBeouf', 'role': 'Apparition', 'character': 'Farber'}]","[{'name': 'Will Smith', 'moyenne': 1839970}, {'name': 'Shia LaBeouf', 'moyenne': 860922}]"
paris,778154.0,1723642,Cédric Klapisch,France,Comédie,2008-02-20,Tous publics,Mars Distribution,,,1,5,1.0,"Juliette Binoche, Romain Duris","François Cluzet, Albert Dupontel, Mélanie Laurent, Gilles Lellouche, Fabrice Luchini, Karin Viard",9952,81.0,469,paris,Paris,Cédric Klapisch,Comédie,2008,f25,778154,482,1614,45  %,cinema/images/posters/np_9952.jpg,1172315.0,20/02/2008,Mars Distribution,Tous publics,"[{'id': '49', 'name': 'Juliette Binoche', 'role': 'Rôle principal', 'character': 'Elise'}, {'id': '297', 'name': 'Romain Duris', 'role': 'Rôle principal', 'character': 'Pierre'}, {'id': '130', 'name': 'François Cluzet', 'role': 'Second rôle', 'character': 'Philippe Verneuil'}, {'id': '7', 'name': 'Albert Dupontel', 'role': 'Second rôle', 'character': 'Jean'}, {'id': '629', 'name': 'Mélanie Laurent', 'role': 'Second rôle', 'character': 'Laetitia'}, {'id': '701', 'name': 'Gilles Lellouche', 'role': 'Second rôle', 'character': 'Franky'}, {'id': '134', 'name': 'Fabrice Luchini', 'role': 'Second rôle', 'character': 'Roland Verneuil'}, {'id': '230', 'name': 'Karin Viard', 'role': 'Second rôle', 'character': 'La boulangère'}]","[{'name': 'Juliette Binoche', 'moyenne': 451561}, {'name': 'Romain Duris', 'moyenne': 659140}, {'name': 'François Cluzet', 'moyenne': 936250}, {'name': 'Albert Dupontel', 'moyenne': 692283}, {'name': 'Mélanie Laurent', 'moyenne': 737378}, {'name': 'Gilles Lellouche', 'moyenne': 898194}, {'name': 'Fabrice Luchini', 'moyenne': 783835}, {'name': 'Karin Viard', 'moyenne': 684402}]"
family man,155673.0,384478,Brett Ratner,Etats-Unis,Romance,2000-12-20,Tous publics,Metropolitan,,,0,3,7.0,"Nicolas Cage, Don Cheadle, Tea Leoni",,2485,59.0,3089,family man,The Family Man,Brett Ratner,Romance,2000,f23,155673,400,389,40  %,cinema/images/posters/familyman.jpg,829334.0,20/12/2000,Metropolitan,Tous publics,"[{'id': '271', 'name': 'Nicolas Cage', 'role': 'Rôle principal', 'character': 'Jack Campbell'}, {'id': '103', 'name': 'Don Cheadle', 'role': 'Rôle principal', 'character': 'Cash'}, {'id': '473', 'name': 'Tea Leoni', 'role': 'Rôle principal', 'character': ''}]","[{'name': 'Nicolas Cage', 'moyenne': 608203}, {'name': 'Don Cheadle', 'moyenne': 1447575}, {'name': 'Tea Leoni', 'moyenne': 570118}]"
je suis toujours là,96093.0,340515,Walter Salles,Brésil,Drame,2025-01-15,Tous publics,Studiocanal,,,0,4,8.0,,,24158,779.0,4361,je suis toujours là,Ainda Estou Aqui (I’m Still Here),Walter Salles,Drame,2025,f12,96093,180,534,28  %,cinema/images/posters/A-2024-24158-20250110063409.jpg,368662.0,15/01/2025,Studiocanal,Tous publics,,
course à la mort,95769.0,235202,Paul W.S. Anderson,Etats-Unis,Science Fiction,2008-10-15,Tous publics,Universal,,,0,1,10.0,Jason Statham,,9962,513.0,4369,course à la mort,Death Race,Paul W.S. Anderson,Science Fiction,2008,f23,95769,148,647,41  %,cinema/images/posters/np_9962.jpg,599150.0,15/10/2008,Universal,Tous publics,"[{'id': '214', 'name': 'Jason Statham', 'role': 'Rôle principal', 'character': 'Jensen Aimes'}]","[{'name': 'Jason Statham', 'moyenne': 954392}]"
la passion de dodin bouffant,94401.0,229978,,France,Drame,2023-11-08,Tous publics,Gaumont,,,0,4,8.0,"Juliette Binoche, Benoît Magimel",,22944,,4404,la passion de dodin bouffant,,,Drame,2023,f25,94401,256,369,41  %,cinema/images/posters/A-2023-22944-20230930055512.jpg,,08/11/2023,Gaumont,Tous publics,"[{'id': '49', 'name': 'Juliette Binoche', 'role': 'Rôle principal', 'character': 'Eugénie'}, {'id': '53', 'name': 'Benoît Magimel', 'role': 'Rôle principal', 'character': 'Dodin Bouffant'}]","[{'name': 'Juliette Binoche', 'moyenne': 451561}, {'name': 'Benoît Magimel', 'moyenne': 593227}]"
rapt,160585.0,350693,,France,Drame,2009-11-18,Tous publics,Diaphana,,,0,4,6.0,Yvan Attal,,10956,,3025,rapt,,,Drame,2009,f25,160585,179,897,46  %,cinema/images/posters/10956-20091020071005.jpg,,18/11/2009,Diaphana,Tous publics,"[{'id': '429', 'name': 'Yvan Attal', 'role': 'Rôle principal', 'character': 'Stanislas Graff'}]","[{'name': 'Yvan Attal', 'moyenne': 495954}]"
sur la route,150754.0,375647,Walter Salles,Etats-Unis,Drame,2012-05-23,Tous publics,MK2 Diffusion,,,0,4,6.0,Kristen Stewart,"Amy Adams, Kirsten Dunst, Viggo Mortensen",12827,779.0,3179,sur la route,On The Road,Walter Salles,Drame,2012,f23,150754,357,422,40  %,cinema/images/posters/12827-20120521080539.jpg,368662.0,23/05/2012,MK2 Diffusion,Tous publics,"[{'id': '781', 'name': 'Kristen Stewart', 'role': 'Rôle principal', 'character': 'Marylou / LuAnne Henderson'}, {'id': '815', 'name': 'Amy Adams', 'role': 'Second rôle', 'character': 'Jane / Joan Vollmer'}, {'id': '220', 'name': 'Kirsten Dunst', 'role': 'Second rôle', 'character': 'Camille / Carolyn Cassady'}, {'id': '355', 'name': 'Viggo Mortensen', 'role': 'Second rôle', 'character': 'Old Bull Lee / William S. Burroughs'}]","[{'name': 'Kristen Stewart', 'moyenne': 1013591}, {'name': 'Amy Adams', 'moyenne': 756591}, {'name': 'Kirsten Dunst', 'moyenne': 1043456}, {'name': 'Viggo Mortensen', 'moyenne': 860544}]"
le labyrinthe du silence,92635.0,340857,,Allemagne,Drame,2015-04-29,Tous publics,Sophie Dulac,,,0,7,11.0,,,15202,,4439,le labyrinthe du silence,,,Drame,2015,f4,92635,91,1018,27  %,cinema/images/posters/15202-20150504050931-0.jpg,,29/04/2015,Sophie Dulac,Tous publics,,
tamara drewe,156443.0,595772,Stephen Frears,Grande-Bretagne,Comédie,2010-07-14,Tous publics,Diaphana,,,0,8,6.0,,Luke Evans,11428,431.0,3079,tamara drewe,Tamara Drewe,Stephen Frears,Comédie,2010,f26,156443,201,778,26  %,cinema/images/posters/11428-20100621080638.jpg,393503.0,14/07/2010,Diaphana,Tous publics,"[{'id': '1001', 'name': 'Luke Evans', 'role': 'Second rôle', 'character': 'Andy Cobb'}]","[{'name': 'Luke Evans', 'moyenne': 1513360}]"
la famille addams 2 : une virée d'enfer,156133.0,927199,,Etats-Unis,Animation,2021-10-13,Tous publics,Universal,,,0,5,5.0,,,21324,,3083,la famille addams 2 : une virée d'enfer,,,Animation,2021,f23,156133,590,265,17  %,cinema/images/posters/21324-20210926072837-0.jpg,,13/10/2021,Universal,Tous publics,"[{'id': '863', 'name': 'Chloë Grace Moretz', 'role': 'Voix-off', 'character': 'Wednesday Addams (VO)'}, {'id': '99', 'name': 'Charlize Theron', 'role': 'Voix-off', 'character': 'Morticia Addams (VO)'}]","[{'name': 'Chloë Grace Moretz', 'moyenne': 434023}, {'name': 'Charlize Theron', 'moyenne': 654280}]"
l'homme de sa vie,155745.0,377297,Zabou Breitman,France,Comédie,2006-10-11,Tous publics,Wild Bunch,,,0,2,5.0,"Charles Berling, Bernard Campan, Léa Drucker",,435,685.0,3088,l'homme de sa vie,L'Homme de sa vie (The Man of My Life),Zabou Breitman,Comédie,2006,f25,155745,215,724,41  %,cinema/images/posters/hommedesavie.jpg,451108.0,11/10/2006,Wild Bunch,Tous publics,"[{'id': '71', 'name': 'Charles Berling', 'role': 'Rôle principal', 'character': 'Hugo'}, {'id': '468', 'name': 'Bernard Campan', 'role': 'Rôle principal', 'character': ''}, {'id': '1037', 'name': 'Léa Drucker', 'role': 'Rôle principal', 'character': 'Frédérique'}]","[{'name': 'Charles Berling', 'moyenne': 324520}, {'name': 'Bernard Campan', 'moyenne': 965339}, {'name': 'Léa Drucker', 'moyenne': 370308}]"
piégée,92437.0,161222,Steven Soderbergh,Etats-Unis,Thriller,2012-07-11,Tous publics,UGC Distribution,,,0,2,10.0,Michael Fassbender,"Antonio Banderas, Mathieu Kassovitz, Ewan McGregor, Bill Paxton, Channing Tatum",12501,332.0,4441,piégée,Haywire,Steven Soderbergh,Thriller,2012,f23,92437,136,680,57  %,cinema/images/posters/12501-20120521090520.jpg,690869.0,11/07/2012,UGC Distribution,Tous publics,"[{'id': '789', 'name': 'Michael Fassbender', 'role': 'Rôle principal', 'character': 'Paul'}, {'id': '36', 'name': 'Antonio Banderas', 'role': 'Second rôle', 'character': 'Rodrigo'}, {'id': '598', 'name': 'Mathieu Kassovitz', 'role': 'Second rôle', 'character': 'Studer'}, {'id': '123', 'name': 'Ewan McGregor', 'role': 'Second rôle', 'character': 'Kenneth'}, {'id': '55', 'name': 'Bill Paxton', 'role': 'Second rôle', 'character': 'M. Kane'}, {'id': '780', 'name': 'Channing Tatum', 'role': 'Second rôle', 'character': 'Aaron'}, {'id': '250', 'name': 'Michael Douglas', 'role': 'Apparition', 'character': 'Coblenz'}]","[{'name': 'Michael Fassbender', 'moyenne': 816691}, {'name': 'Antonio Banderas', 'moyenne': 650155}, {'name': 'Mathieu Kassovitz', 'moyenne': 1128188}, {'name': 'Ewan McGregor', 'moyenne': 841258}, {'name': 'Bill Paxton', 'moyenne': 1284784}, {'name': 'Channing Tatum', 'moyenne': 602867}, {'name': 'Michael Douglas', 'moyenne': 1018055}]"
paperboy,92532.0,152462,,Etats-Unis,Thriller,2012-10-17,Moins de 12 ans,Metropolitan,,,0,2,8.0,"Zac Efron, Matthew McConaughey","John Cusack, Nicole Kidman",12838,,4440,paperboy,,,Thriller,2012,f23,92532,190,487,61  %,cinema/images/posters/12838-20120523080514.jpg,,17/10/2012,Metropolitan,,"[{'id': '857', 'name': 'Zac Efron', 'role': 'Rôle principal', 'character': 'Jack Jansen'}, {'id': '245', 'name': 'Matthew McConaughey', 'role': 'Rôle principal', 'character': 'Ward Jansen'}, {'id': '179', 'name': 'John Cusack', 'role': 'Second rôle', 'character': 'Hillary Van Wetter'}, {'id': '273', 'name': 'Nicole Kidman', 'role': 'Second rôle', 'character': 'Charlotte Bless'}]","[{'name': 'Zac Efron', 'moyenne': 500826}, {'name': 'Matthew McConaughey', 'moyenne': 559265}, {'name': 'John Cusack', 'moyenne': 489897}, {'name': 'Nicole Kidman', 'moyenne': 659808}]"
le poulain,92645.0,150519,,France,Comédie,2018-09-19,Tous publics,Bac Films,,,0,2,9.0,Alexandra Lamy,,18334,,4438,le poulain,,,Comédie,2018,f25,92645,288,322,62  %,cinema/images/posters/18334-20180915052053-0.jpg,,19/09/2018,Bac Films,Tous publics,"[{'id': '825', 'name': 'Alexandra Lamy', 'role': 'Rôle principal', 'character': 'Agnès Karadzic'}]","[{'name': 'Alexandra Lamy', 'moyenne': 740247}]"
le goût des merveilles,92682.0,240643,,France,Romance,2015-12-16,Tous publics,UGC Distribution,,,0,2,11.0,Virginie Efira,,15579,,4437,le goût des merveilles,,,Romance,2015,f25,92682,214,433,39  %,cinema/images/posters/15579-20151211114559-0.jpg,,16/12/2015,UGC Distribution,Tous publics,"[{'id': '844', 'name': 'Virginie Efira', 'role': 'Rôle principal', 'character': 'Louise'}]","[{'name': 'Virginie Efira', 'moyenne': 546961}]"
