Titre,Démarrage,Entrées totales,Réalisateur,Pays,Genre,Date de sortie,Classification,Distributeur,Rang toutes exploitations,Rang général,Nb 1ère places hebdo,Nb semaines Top20,Meilleure place hebdo,Acteur principal,Acteur secondaire
andré le magnifique,23 170,56 915,,France,Comédie,26/04/2000,Tous publics,UFD,13 279,13 349,0,1,18,,
let's make money,23 184,71 046,,Autriche,Documentaire,15/04/2009,Tous publics,Ad vitam,12 662,12 729,0,0,-,,
caos calmo,23 652,52 199,,Italie,Comédie dramatique,10/12/2008,Tous publics,Bac Films,13 495,13 565,0,0,-,,"Charles Berling, Denis Podalydès"
randonneurs amateurs,23 660,30 202,,Etats-Unis,Comédie,13/01/2016,Tous publics,Metropolitan,14 725,14 807,0,0,-,"Nick Nolte, Robert Redford",Emma Thompson
l'amant d'un jour,23 197,51 361,,France,Drame,31/05/2017,Tous publics,SBS Distribution,13 541,13 612,0,1,16,,
la nina de fuego,22 674,60 450,,Espagne,Thriller,12/08/2015,Tous publics,Version Originale,13 103,13 172,0,1,19,,
le soliste,23 104,44 840,,Etats-Unis,Drame,23/12/2009,Tous publics,Studiocanal,13 876,13 951,0,0,-,"Robert Downey Jr, Jamie Foxx",
le sanctuaire,22 686,34 106,,Grande-Bretagne,Horreur,30/03/2016,Moins de 12 ans,Océan Films,14 466,14 542,0,0,-,,
continuer,23 142,44 173,,France,Drame,23/01/2019,Tous publics,Le Pacte,13 914,13 989,0,0,-,Virginie Efira,
camille,22 694,62 055,,France,Drame,16/10/2019,Tous publics,Pyramide,13 031,13 100,0,0,-,,
37 : l'ombre et la proie,22 704,27 893,,France,Drame,20/11/2024,Tous publics,Sony Pictures,14 914,14 997,0,0,-,,
le divan de staline,23 154,46 958,,France,Drame,11/01/2017,Tous publics,Alfama Films,13 784,13 857,0,0,-,"Gérard Depardieu, Emmanuelle Seigner",
the trip,23 155,55 549,Michael Winterbottom,Grande-Bretagne,Comédie,20/07/2011,Tous publics,Ad vitam,13 341,13 411,0,1,18,,
"mais, y va où le monde ?",22 769,43 378,,France,Comédie,23/02/2011,Tous publics,MC4 Distribution,13 950,14 025,0,0,-,,
leçons d'amour à l'italienne,22 786,65 263,,Italie,Romance,05/07/2006,Tous publics,ARP Selection,12 906,12 975,0,0,-,,
l'arrière pays,22 792,71 267,,France,Comédie dramatique,02/09/1998,Tous publics,Studiocanal,12 649,12 716,0,1,14,,
minari,22 413,59 824,,Etats-Unis,Drame,23/06/2021,Tous publics,ARP Selection,13 141,13 210,0,0,-,,
les yeux de julia,22 417,40 605,,Espagne,Horreur,22/12/2010,Tous publics,Universal,14 099,14 174,0,0,-,,
the murderer,22 431,46 508,,Corée du Sud,Thriller,20/07/2011,Moins de 12 ans,Le Pacte,13 803,13 877,0,1,19,,
"nocturna, la nuit magique",22 437,173 402,,Espagne,Animation,24/10/2007,Tous publics,Gébéka,9 936,9 988,0,0,-,,
ecole paternelle 2,22 729,30 317,,Etats-Unis,Film familial,22/08/2007,Tous publics,Sony Pictures,14 713,14 795,0,0,-,Cuba Gooding Jr.,
half nelson,22 746,54 225,,Etats-Unis,Drame,18/07/2007,Tous publics,Colifilms,13 409,13 479,0,0,-,Ryan Gosling,
les confins du monde,22 746,48 003,Guillaume Nicloux,France,Drame,05/12/2018,Moins de 12 ans,Ad vitam,13 743,13 816,0,0,-,Gaspard Ulliel,Gérard Depardieu
the mother,22 753,67 758,,Grande-Bretagne,Drame,10/03/2004,Tous publics,UFD,12 785,12 854,0,0,-,Daniel Craig,
les rascals,22 510,37 415,,France,Drame,11/01/2023,Moins de 12 ans,The Jokers / Les Bookmakers,14 262,14 337,0,1,18,,
rodéo,22 033,36 384,,France,Drame,07/09/2022,Tous publics,Films du Losange,14 320,14 395,0,0,-,,
three times,22 034,82 583,,Chine,Drame,16/11/2005,Tous publics,Océan Films,12 233,12 296,0,0,-,,
la voix du succès,22 418,34 071,,Etats-Unis,Romance,15/07/2020,Tous publics,Universal,14 470,14 546,0,2,10,,"Ice Cube, Bill Pullman"
une famille heureuse,22 062,66 964,,Georgie,Comédie dramatique,10/05/2017,Tous publics,Memento Films,12 821,12 890,0,1,18,,
une guitare à la mer,22 070,99 472,,France,Animation,05/02/2025,Tous publics,KMBO,11 743,11 802,0,0,-,,
flirter avec les embrouilles,22 432,35 539,David O. Russell,Etats-Unis,Comédie,05/06/1996,Tous publics,-,14 381,14 456,0,1,13,"Ben Stiller, Tea Leoni",Josh Brolin
la cravate,22 078,56 923,,France,Documentaire,05/02/2020,Tous publics,Nour Films,13 278,13 348,0,0,-,,
le retour (2023),22 450,42 286,,France,Drame,12/07/2023,Tous publics,Le Pacte,14 001,14 076,0,0,-,,"Virginie Ledoyen, Denis Podalydès"
une famille respectable,22 090,57 772,,Iran,Drame,31/10/2012,Tous publics,Pyramide,13 241,13 310,0,0,-,,
l'art de séduire,22 104,40 749,,France,Comédie,27/07/2011,Tous publics,Zelig Films,14 086,14 161,0,1,18,,
thelma,22 109,33 936,,Norvège,Fantasy,22/11/2017,Tous publics,Le Pacte,14 480,14 556,0,0,-,,
trois vies et une seule mort,22 489,71 796,,France,Comédie,22/05/1996,Tous publics,Rezo Films,12 632,12 699,0,2,12,Melvil Poupaud,
la place d’une autre,22 520,52 735,,France,Drame,19/01/2022,Tous publics,Pyramide,13 470,13 540,0,1,20,Sabine Azéma,
le voyage du directeur des ressources humaines,21 574,59 518,,Israël,Comédie dramatique,15/12/2010,Tous publics,Pyramide,13 154,13 223,0,1,20,,
chili 1976,21 613,50 273,,Chili,Drame,22/03/2023,Tous publics,Sophie Dulac,13 613,13 684,0,0,-,,
balada triste,21 633,48 533,,Espagne,Comédie dramatique,22/06/2011,Moins de 12 ans,SND,13 713,13 786,0,0,-,,
l.i.e long island expressway,22 072,57 984,,Etats-Unis,Comédie dramatique,15/01/2003,Moins de 16 ans,Gémini Films,13 228,13 297,0,0,-,Paul Dano,
"leo, roi de la jungle",21 674,82 804,,Japon,Animation,20/04/2005,Tous publics,Gébéka,12 224,12 287,0,0,-,,
leave no trace,21 684,62 039,,Etats-Unis,Drame,19/09/2018,Tous publics,Condor Distribution,13 033,13 102,0,1,20,,
les contes de l'âge d'or (partie 1),21 695,60 375,,Roumanie,Comédie,30/12/2009,Tous publics,Le Pacte,13 109,13 178,0,0,-,,
le bel âge,22 130,40 246,,France,Drame,30/12/2009,Tous publics,Sophie Dulac,14 119,14 194,0,0,-,Michel Piccoli,
jours de pêche en patagonie,21 726,71 870,,Argentine,Drame,26/12/2012,Tous publics,Memento Films,12 628,12 695,0,0,-,,
1:54,21 207,31 466,,Canada,Thriller,15/03/2017,Tous publics,ARP Selection,14 637,14 716,0,0,-,,
les filles d'avril,21 242,54 212,,Mexique,Drame,02/08/2017,Tous publics,Version Originale,13 410,13 480,0,1,16,,
la flûte enchantée (2006),21 658,43 322,Kenneth Branagh,Grande-Bretagne,Musical,13/12/2006,Tous publics,Films du Losange,13 954,14 029,0,0,-,,
comme un homme,21 662,27 487,,France,Drame,15/08/2012,Tous publics,Diaphana,14 946,15 029,0,1,19,Charles Berling,
benvenuti al sud,21 667,27 457,,Italie,Comédie,24/11/2010,Tous publics,Pathé,14 949,15 032,0,1,18,,
l'affaire collini,21 272,45 258,,Allemagne,Drame,27/04/2022,Tous publics,ARP Selection,13 857,13 932,0,2,14,,
sœurs,21 699,41 476,,France,Drame,30/06/2021,Tous publics,Jour2Fête,14 040,14 115,0,0,-,Isabelle Adjani,
le jardin zen,21 287,50 433,,Japon,Comédie dramatique,29/01/2025,Tous publics,Art House,13 598,13 669,0,0,-,,
la maison au toit rouge,21 318,64 817,,Japon,Comédie dramatique,01/04/2015,Tous publics,Pyramide,12 925,12 994,0,0,-,,
nos soleils,20 951,58 017,,Espagne,Drame,18/01/2023,Tous publics,Pyramide,13 226,13 295,0,1,16,,
chicas,21 236,33 730,,France,Comédie dramatique,10/03/2010,Tous publics,UGC Distribution,14 494,14 570,0,0,-,Emmanuelle Seigner,André Dussollier
tulpan,20 953,53 338,,Allemagne,Comédie,04/03/2009,Tous publics,ARP Selection,13 435,13 505,0,0,-,,
la désintégration,20 956,53 337,,France,Drame,15/02/2012,Tous publics,Pyramide,13 436,13 506,0,0,-,,
j'ai oublié de te dire...,21 272,45 085,,France,Drame,28/04/2010,Tous publics,Alexart Films,13 865,13 940,0,0,-,Emilie Dequenne,
nos plus belles années (2021),21 010,44 369,,Italie,Comédie,29/12/2021,Tous publics,ARP Selection,13 907,13 982,0,0,-,,
endurance,21 024,66 713,,Etats-Unis,Documentaire,13/09/2000,Tous publics,GBVI,12 834,12 903,0,1,19,,
la dernière reine,21 049,75 063,,Algérie,Drame,19/04/2023,Tous publics,Jour2Fête,12 513,12 579,0,1,20,,
l'amour et rien d'autre,20 644,42 574,,Allemagne,Drame,18/04/2012,Tous publics,Sophie Dulac,13 985,14 060,0,0,-,,
les seigneurs de harlem,20 972,24 831,,Etats-Unis,Thriller,25/03/1998,Moins de 12 ans,UIP,HC,HC,0,0,-,Laurence Fishburne,- Queen Latifah
pandorum,20 977,32 109,,Etats-Unis,Science Fiction,30/09/2009,Moins de 12 ans,SND,14 596,14 675,0,0,-,Dennis Quaid,
the deep blue sea,21 009,52 292,,Etats-Unis,Drame,20/06/2012,Tous publics,Diaphana,13 492,13 562,0,0,-,Rachel Weisz,
journal de france,20 661,53 930,,France,Documentaire,13/06/2012,Tous publics,Wild Bunch,13 418,13 488,0,1,20,,
une femme du monde,21 018,41 513,,France,Drame,08/12/2021,Tous publics,-,14 038,14 113,0,0,-,Laure Calamy,
human,20 678,33 579,,France,Documentaire,12/09/2015,Tous publics,Paname Distribution,14 505,14 582,0,0,-,,
téhéran tabou,20 358,57 246,,Allemagne,Animation,04/10/2017,Tous publics,ARP Selection,13 260,13 330,0,0,-,,
"fidelio, l’odyssée d’alice",20 627,58 175,,France,Comédie dramatique,24/12/2014,Tous publics,Pyramide,13 218,13 287,0,0,-,Melvil Poupaud,
en plein feu,20 637,32 522,,France,Aventure - Action,08/03/2023,Tous publics,Apollo Films,14 575,14 654,0,1,19,André Dussollier,
diane a les épaules,20 367,32 534,,France,Comédie,15/11/2017,Tous publics,Haut et Court,14 574,14 653,0,0,-,,
une vie ailleurs,20 654,33 744,,France,Comédie dramatique,22/03/2017,Tous publics,Haut et Court,14 492,14 568,0,0,-,"Ramzy Bedia, Isabelle Carré",
brimstone,20 654,26 800,,Danemark,Western,22/03/2017,Moins de 16 ans,The Jokers / Les Bookmakers,15 002,15 086,0,0,-,"Dakota Fanning, Guy Pearce",
peur de rien,20 660,40 221,,France,Comédie dramatique,10/02/2016,Tous publics,Ad vitam,14 121,14 196,0,0,-,Vincent Lacoste,
crosswind - la croisée des vents,20 436,56 042,,Estonie,Drame,11/03/2015,Tous publics,ARP Selection,13 317,13 387,0,0,-,,
gente de bien,20 140,33 739,,Colombie,Drame,18/03/2015,Tous publics,Ad vitam,14 493,14 569,0,0,-,,
samsara,20 142,395 406,,France,Aventure - Action,30/04/2002,Tous publics,Océan Films,7 356,7 399,0,3,12,,
lynx,20 163,135 835,,France,Documentaire,19/01/2022,Tous publics,Gébéka,10 721,10 777,0,0,-,,
difret,20 169,50 772,,Etats-Unis,Drame,08/07/2015,Tous publics,Ad vitam,13 572,13 643,0,0,-,,
lune de miel,20 178,34 973,,Roumanie,Comédie dramatique,12/06/2019,Tous publics,Le Pacte,14 406,14 481,0,1,17,,
notre jour viendra,20 368,34 925,,France,Drame,15/09/2010,Moins de 12 ans,UGC Distribution,14 408,14 483,0,0,-,Vincent Cassel,
jane par charlotte,20 374,42 174,,France,Documentaire,12/01/2022,Tous publics,Jour2Fête,14 007,14 082,0,1,20,Charlotte Gainsbourg,
7 jours à la havane,20 211,37 661,,Espagne,Drame,30/05/2012,Tous publics,Rezo Films,14 248,14 323,0,1,14,,
gerry,20 393,51 741,Gus Van Sant,Etats-Unis,Drame,03/03/2004,Tous publics,MK2 Diffusion,13 521,13 591,0,0,-,"Casey Affleck, Matt Damon",
intimes confessions,20 417,33 478,,Etats-Unis,Drame,28/04/1993,Moins de 12 ans,UIP,14 513,14 590,0,0,-,,
enfance clandestine,20 221,58 097,,Espagne,Drame,08/05/2013,Tous publics,Pyramide,13 222,13 291,0,0,-,,
"anzu, chat-fantôme",19 927,52 574,,Japon,Animation,21/08/2024,Tous publics,Diaphana,13 475,13 545,0,1,19,,
le petit gruffalo,20 154,153 015,,Grande-Bretagne,Animation,17/10/2012,Tous publics,Films du Préau,10 306,10 360,0,3,19,,
long way home,20 003,65 001,,Etats-Unis,Comédie dramatique,02/07/2003,Tous publics,Studiocanal,12 922,12 991,0,1,19,,
taj mahal,20 007,30 174,,France,Drame,02/12/2015,Tous publics,Bac Films,14 729,14 811,0,1,17,,
d'artagnan et les trois mousquetaires,20 012,21 443,,Espagne,Animation,25/08/2021,Tous publics,-,HC,HC,0,0,-,,
transit,20 023,36 697,,Allemagne,Drame,25/04/2018,Tous publics,Films du Losange,14 303,14 378,0,0,-,,
16 levers de soleil,20 034,35 875,,France,Documentaire,03/10/2018,Tous publics,-,14 353,14 428,0,0,-,,
dark touch,20 052,27 522,,France,Horreur,19/03/2014,Moins de 12 ans,KMBO,14 943,15 026,0,0,-,,
ici-bas,20 055,38 929,,France,Drame,18/01/2012,Tous publics,Pyramide,14 185,14 260,0,0,-,,
sunset,20 064,41 875,,Hongrie,Drame,20/03/2019,Tous publics,Ad vitam,14 021,14 096,0,0,-,,
du mali au mississippi collection the blues,20 224,84 223,Martin Scorsese,Etats-Unis,Documentaire,24/03/2004,Tous publics,Bac Films,12 187,12 250,0,0,-,,
le rire de ma mère,19 356,34 125,,France,Comédie dramatique,17/01/2018,Tous publics,La Belle Company,14 464,14 540,0,0,-,,
a bittersweet life,19 367,30 772,,Corée du Sud,Aventure - Action,10/05/2006,Moins de 12 ans,Studiocanal,14 675,14 757,0,0,-,,
l'importance d'être constant,19 985,63 130,,Etats-Unis,Romance,30/04/2003,Tous publics,Bac Films,12 985,13 054,0,0,-,"Colin Firth, Reese Witherspoon",Judi Dench
confession d'un dragueur,19 518,25 796,,France,Comédie dramatique,25/07/2001,Tous publics,Rezo Films,15 080,15 165,0,1,12,,
une histoire italienne,20 013,37 672,,Italie,Drame,09/07/2008,Tous publics,Océan Films,14 246,14 321,0,1,17,Monica Bellucci,
les engagés,19 609,40 321,,France,Drame,16/11/2022,Tous publics,-,14 114,14 189,0,1,20,,
capelito le champignon magique,19 617,58 301,,Espagne,Animation,27/10/2010,Tous publics,-,13 210,13 279,0,0,-,,
nos souvenirs,20 069,28 106,Gus Van Sant,Etats-Unis,Drame,27/04/2016,Tous publics,SND,14 901,14 984,0,0,-,"Matthew McConaughey, Naomi Watts",
vivre me tue,20 070,37 752,,France,Comédie dramatique,18/06/2003,Tous publics,Cineteve Distribution,14 242,14 317,0,0,-,Sylvie Testud,
ibrahim,19 626,42 918,,France,Drame,23/06/2021,Tous publics,Le Pacte,13 973,14 048,0,0,-,,
i am not your negro,19 347,81 643,,Etats-Unis,Documentaire,10/05/2017,Tous publics,Sophie Dulac,12 265,12 329,0,0,-,,
les sorcières de zugarramurdi,19 130,26 043,,Espagne,Comédie,08/01/2014,Tous publics,Rezo Films,15 065,15 150,0,0,-,,
les ardennes,19 135,40 376,,Belgique,Thriller,13/04/2016,Moins de 12 ans,Diaphana,14 112,14 187,0,0,-,,
carrement à l'ouest,19 380,54 479,Jacques Doillon,France,Comédie dramatique,23/05/2001,Tous publics,Films du Losange,13 395,13 465,0,1,16,,
brooklyn yiddish,19 162,48 898,,Etats-Unis,Drame,25/10/2017,Tous publics,Sophie Dulac,13 689,13 762,0,0,-,,
