Titre,Démarrage,Entrées totales,Réalisateur,Pays,Genre,Date de sortie,Classification,Distributeur,Rang toutes exploitations,Rang général,Nb 1ère places hebdo,Nb semaines Top20,Meilleure place hebdo,Acteur principal,Acteur secondaire
loue-moi !,48 216,70 720,,France,Comédie,05/07/2017,Tous publics,Metropolitan,12 676,12 744,0,1,14,,
houria,47 403,85 504,,France,Drame,15/03/2023,Tous publics,Le Pacte,12 144,12 206,0,0,-,,
l'ombre d’un mensonge,48 246,140 396,,Belgique,Drame,23/03/2022,Tous publics,Ad vitam,10 608,10 663,0,3,11,,Clovis Cornillac
sin nombre,47 426,126 560,,Mexique,Thriller,21/10/2009,Tous publics,Diaphana,10 914,10 971,0,3,16,,
l'incroyable histoire de winter le dauphin 2,48 283,170 698,,Etats-Unis,Film familial,24/09/2014,Tous publics,Warner Bros.,9 990,10 042,0,3,15,,"Morgan Freeman, Ashley Judd"
puzzle,48 287,68 132,,Etats-Unis,Romance,19/11/2014,Tous publics,Synergy Cinéma,12 769,12 838,0,1,13,"Mila Kunis, Liam Neeson","Kim Basinger, Adrien Brody, James Franco"
une pluie sans fin,47 477,120 703,,Chine,Thriller,25/07/2018,Tous publics,Wild Bunch,11 072,11 130,0,2,13,,
survivre,47 345,98 021,,France,Aventure - Action,19/06/2024,Moins de 12 ans,KMBO,11 780,11 840,0,2,11,Emilie Dequenne,
reality,46 878,124 946,,Etats-Unis,Drame,16/08/2023,Tous publics,Metropolitan,10 956,11 013,0,2,15,,
el presidente,46 962,110 077,,Argentine,Drame,03/01/2018,Tous publics,Memento Films,11 354,11 412,0,0,-,,
halloween 9,47 420,79 631,Rob Zombie,Etats-Unis,Horreur,10/10/2007,Moins de 16 ans,TFM Distribution,12 344,12 408,0,0,-,,
"le bon, la brute et le cinglé",46 974,102 162,,Corée du Sud,Aventure - Action,17/12/2008,Tous publics,ARP Selection,11 606,11 665,0,0,-,,
marche avec les loups,47 030,180 620,,France,Documentaire,15/01/2020,Tous publics,Gébéka,9 810,9 863,0,2,14,,
les citronniers,47 047,296 592,,Israël,Comédie dramatique,23/04/2008,Tous publics,Océan Films,8 268,8 314,0,1,19,,
dernier amour,47 478,77 111,Benoît Jacquot,France,Drame,20/03/2019,Tous publics,Diaphana,12 432,12 498,0,1,15,Vincent Lindon,
christina's house,46 292,77 696,,Canada,Thriller,06/06/2001,Moins de 12 ans,Opening Dist.,12 415,12 480,0,2,8,,
les bureaux de dieu,46 870,108 650,,France,Comédie dramatique,05/11/2008,Tous publics,Shellac,11 390,11 448,0,0,-,Nathalie Baye,"Isabelle Carré, Béatrice Dalle, Nicole Garcia"
pour une nuit…,46 958,102 366,,Etats-Unis,Drame,17/09/1997,Tous publics,Metropolitan,11 595,11 654,0,2,7,Wesley Snipes,Robert Downey Jr
#seigneur des anneaux rep.,,75 039,Peter Jackson,Etats-Unis,Fantasy,03/12/2003,Tous publics,Metropolitan,HC,12 580,0,1,13,"Ian McKellen, Viggo Mortensen, Elijah Wood","Cate Blanchett, Orlando Bloom, Liv Tyler"
l'envolée sauvage,47 028,200 980,,Etats-Unis,Film familial,07/05/1997,Tous publics,Columbia,9 468,9 519,0,2,11,Jeff Daniels,
august rush,46 317,68 863,,Etats-Unis,Fantasy,19/03/2008,Tous publics,EuropaCorp,12 743,12 811,0,0,-,Jonathan Rhys Meyers,Robin Williams
intrusion,46 296,61 648,,Etats-Unis,Thriller,17/11/1999,Tous publics,Metropolitan,13 047,13 116,0,1,14,"Johnny Depp, Charlize Theron",
chic !,46 320,66 007,,France,Comédie,07/01/2015,Tous publics,Studiocanal,12 868,12 937,0,1,15,Fanny Ardant,
en toute complicité,46 366,50 348,,Etats-Unis,Thriller,31/05/2000,Tous publics,-,13 605,13 676,0,1,14,"Paul Newman, Linda Fiorentino",
l'attentat (2013),45 581,146 598,,France,Drame,29/05/2013,Tous publics,Wild Bunch,10 461,10 515,0,3,13,,
trois fois 20 ans,45 618,86 369,,France,Drame,13/07/2011,Tous publics,Gaumont,12 110,12 172,0,2,15,,
lola pater,46 456,122 518,,France,Comédie dramatique,09/08/2017,Tous publics,ARP Selection,11 022,11 079,0,2,16,Fanny Ardant,
burning days,45 633,136 358,,Turquie,Thriller,26/04/2023,Tous publics,Memento Films,10 712,10 768,0,3,16,,
la source (2019),46 459,67 864,,France,Comédie,24/07/2019,Tous publics,Apollo Films,12 784,12 853,0,2,13,Christophe Lambert,
tully,46 480,90 743,Jason Reitman,Etats-Unis,Comédie,27/06/2018,Tous publics,Mars Distribution,11 978,12 039,0,2,13,Charlize Theron,
monsters (2010),45 565,64 134,Gareth Edwards,Grande-Bretagne,Science Fiction,01/12/2010,Tous publics,SND,12 949,13 018,0,2,13,,
38°5 quai des orfèvres,,79 071,,France,Comédie,21/06/2023,Tous publics,KMBO,12 365,12 429,0,1,9,Didier Bourdon,- Artus
leviathan (2014),45 178,198 297,,Russie,Drame,24/09/2014,Tous publics,Pyramide,9 531,9 582,0,3,16,,
la coupe d'or,45 586,119 324,James Ivory,Etats-Unis,Drame,13/09/2000,Tous publics,Films sans frontières,11 112,11 170,0,3,10,Uma Thurman,Kate Beckinsale
promising young woman,45 320,97 744,,Etats-Unis,Thriller,26/05/2021,Tous publics,Universal,11 788,11 848,0,3,9,,
sisu - de l'or et du sang,44 625,75 083,,Finlande,Aventure - Action,21/06/2023,Moins de 12 ans,SND,12 512,12 578,0,1,10,,
bts: yet to come in cinemas,44 670,45 570,,Corée du Sud,Documentaire,01/02/2023,Tous publics,Pathé,13 846,13 921,0,1,16,,
les animaux amoureux,45 200,117 114,,France,Documentaire,19/12/2007,Tous publics,TFM Distribution,11 168,11 226,0,0,-,,
genius,45 216,91 740,,Grande-Bretagne,Drame,27/07/2016,Tous publics,Mars Distribution,11 947,12 008,0,2,13,"Colin Firth, Jude Law","Nicole Kidman, Guy Pearce"
wishcraft,44 754,69 754,,Etats-Unis,Horreur,25/09/2002,Moins de 12 ans,SND,12 719,12 787,0,1,14,,
cet été là,45 250,69 960,Eric Lartigau,France,Comédie dramatique,04/01/2023,Tous publics,Studiocanal,12 709,12 777,0,1,11,"Marina Foïs, Gael Garcia Bernal",
tolérance zéro,45 346,63 385,,Etats-Unis,Aventure - Action,07/07/2004,Moins de 12 ans,UFD,12 978,13 048,0,1,14,"Dwayne Johnson, Johnny Knoxville",
change moi ma vie,44 610,73 962,,France,Comédie dramatique,28/11/2001,Tous publics,Pan-Européenne,12 553,12 620,0,1,14,"Roschdy Zem, Fanny Ardant",
le voyage de fanny,44 669,100 429,,France,Drame,18/05/2016,Tous publics,Metropolitan,11 697,11 756,0,2,13,,Cécile De France
alabama monroe,44 103,197 413,,Belgique,Drame,28/08/2013,Tous publics,Bodega Films,9 545,9 596,0,3,17,,
"ni une, ni deux",44 702,78 591,,France,Comédie,29/05/2019,Tous publics,Mars Distribution,12 384,12 448,0,2,13,"François-Xavier Demaison, Mathilde Seigner",
salem,44 122,72 237,,France,Drame,29/05/2024,Moins de 12 ans,Ad vitam,12 610,12 677,0,2,9,,
le démon de midi,44 728,71 465,,France,Comédie,22/06/2005,Tous publics,Pathé,12 645,12 712,0,1,16,,
woman at war,44 167,198 093,,Islande,Comédie,04/07/2018,Tous publics,Jour2Fête,9 533,9 584,0,5,12,,
mon frère est fils unique,44 271,143 631,,Italie,Comédie,12/09/2007,Tous publics,Studiocanal,10 522,10 576,0,0,-,,
restless,44 762,80 172,Gus Van Sant,Etats-Unis,Drame,21/09/2011,Tous publics,Sony Pictures,12 323,12 387,0,1,18,,
la chapelle du diable,44 287,66 401,,Etats-Unis,Horreur,07/07/2021,Moins de 12 ans,Sony Pictures,12 851,12 920,0,1,14,,
lourdes (2019),44 342,216 917,,France,Documentaire,08/05/2019,Tous publics,Mars Distribution,9 239,9 286,0,6,12,,
"rochester, le dernier des libertins",44 086,50 075,,Grande-Bretagne,Drame,25/01/2006,Tous publics,Metropolitan,13 622,13 695,0,1,16,Johnny Depp,Rosamund Pike
denis,44 100,48 800,,France,Comédie,01/05/2013,Tous publics,SND,13 696,13 769,0,1,16,"Fabrice Eboue, Jean-Paul Rouve",Sara Giraudeau
la comtesse,43 294,120 835,,France,Drame,21/04/2010,Tous publics,Bac Films,11 068,11 126,0,2,15,,
la loi de murphy,44 118,51 938,,France,Comédie,04/11/2009,Tous publics,Gaumont,13 511,13 581,0,1,16,Pio Marmaï,Omar Sy
vertige,43 488,79 980,,France,Horreur,24/06/2009,Moins de 12 ans,Gaumont,12 331,12 395,0,2,17,,
adaptation,44 194,93 818,Spike Jonze,Etats-Unis,Comédie,26/03/2003,Tous publics,Bac Films,11 883,11 944,0,1,13,"Nicolas Cage, Meryl Streep",
inside (2023),43 573,76 531,,Etats-Unis,Horreur,06/09/2023,Moins de 12 ans,KMBO,12 453,12 519,0,2,8,,
benny & joon,43 279,156 255,,Etats-Unis,Comédie,21/07/1993,Tous publics,UIP,10 244,10 297,0,1,8,Johnny Depp,
bacurau,42 605,100 583,,Brésil,Horreur,25/09/2019,Moins de 12 ans,SBS Distribution,11 684,11 743,0,2,16,,
renaissance : a film by beyoncé,42 611,42 611,,Etats-Unis,Documentaire,01/12/2023,Tous publics,Pathé,13 981,14 056,0,1,14,,
le peuple loup,42 627,185 852,,Irlande,Animation,20/10/2021,Tous publics,Haut et Court,9 716,9 768,0,2,15,,
quartier vip,43 376,60 204,,France,Comédie,25/05/2005,Tous publics,Quinta Distribution,13 117,13 186,0,1,11,"François Berléand, Johnny Hallyday, Pascal Legitimus",
le grand jeu (2015),43 381,105 496,,France,Thriller,16/12/2015,Tous publics,Bac Films,11 489,11 547,0,1,18,"André Dussollier, Clémence Poésy",Melvil Poupaud
compartiment n°6,42 636,157 233,,Finlande,Comédie dramatique,03/11/2021,Tous publics,Haut et Court,10 229,10 282,0,2,18,,
nuit blanche,42 683,56 862,,France,Thriller,16/11/2011,Tous publics,Bac Films,13 281,13 351,0,1,15,,
l'intervention,43 497,61 225,,France,Aventure - Action,30/01/2019,Tous publics,SND,13 063,13 132,0,1,18,,"Josiane Balasko, Vincent Perez"
vermiglio ou la mariée des montagnes,42 686,42 686,,Italie,Drame,19/03/2025,Tous publics,Paname Distribution,13 979,14 054,0,1,17,,
bouboule,42 703,65 048,,France,Film familial,05/11/2014,Tous publics,ARP Selection,12 920,12 989,0,1,19,,
les hommes de l'ombre,43 591,86 306,Lee Tamahori,Etats-Unis,Thriller,04/09/1996,Tous publics,-,12 113,12 175,0,1,10,Nick Nolte,Jennifer Connelly
imposture,43 644,70 421,,France,Thriller,25/05/2005,Tous publics,EuropaCorp,12 695,12 763,0,2,10,,
la vache et le président,42 083,158 541,,France,Film familial,28/06/2000,Tous publics,GBVI,10 206,10 259,0,3,9,,
mortuary (2006),42 109,57 966,,Etats-Unis,Horreur,03/05/2006,Moins de 12 ans,Fabrique de Films,13 230,13 299,0,0,-,,
sex is comedy,42 124,90 955,,France,Comédie dramatique,05/06/2002,Tous publics,Rezo Films,11 972,12 033,0,2,12,,
mauvaise fille (2012),42 660,63 661,,France,Comédie dramatique,28/11/2012,Tous publics,ARP Selection,12 970,13 039,0,1,14,Carole Bouquet,
peter von kant,42 675,82 932,François Ozon,France,Comédie dramatique,06/07/2022,Tous publics,Diaphana,12 221,12 284,0,2,11,Isabelle Adjani,
microbe et gasoil,42 712,96 325,Michel Gondry,France,Comédie,08/07/2015,Tous publics,Studiocanal,11 820,11 881,0,2,12,,
"sea, no sex and sun",42 245,66 800,,France,Comédie,09/05/2012,Tous publics,Pathé,12 828,12 897,0,2,14,,
still the water,42 247,102 481,,Japon,Romance,01/10/2014,Tous publics,Haut et Court,11 592,11 651,0,1,16,,
pour le meilleur et pour le rire,42 058,62 978,Shawn Levy,Etats-Unis,Romance,09/07/2003,Tous publics,UFD,12 991,13 060,0,2,12,Ashton Kutcher,
#spider-man : no way home - version longue,,68 193,Jon Watts,Etats-Unis,Comicbook,07/09/2022,Tous publics,Sony Pictures,12 984,12 837,0,2,12,"Benedict Cumberbatch, Tom Holland","Willem Dafoe, Jamie Foxx"
hola frida,41 531,111 969,,France,Animation,12/02/2025,Tous publics,Haut et Court,11 301,11 359,0,1,20,,
bad buzz,41 548,49 323,,France,Comédie,21/06/2017,Tous publics,EuropaCorp,13 663,13 736,0,1,14,,
peines d'amour perdues,42 169,115 689,Kenneth Branagh,Grande-Bretagne,Musical,24/01/2001,Tous publics,Pathé,11 197,11 255,0,2,12,Kenneth Branagh,
rocky ii : la revanche,42 199,512 774,Sylvester Stallone,Etats-Unis,Aventure - Action,06/02/1980,Tous publics,Artistes Associés,6 548,6 590,0,0,-,Sylvester Stallone,
le royaume des singes,41 711,61 329,,Etats-Unis,Documentaire,11/11/2015,Tous publics,Walt Disney Pictures,13 061,13 130,0,1,17,,
elles (2012),41 491,104 277,,France,Drame,01/02/2012,Moins de 12 ans,Haut et Court,11 524,11 582,0,2,15,Juliette Binoche,François Civil
tour de france,41 502,79 268,,France,Comédie dramatique,16/11/2016,Tous publics,Mars Distribution,12 358,12 422,0,1,18,Gérard Depardieu,
compte à rebours mortel,41 554,54 675,,Etats-Unis,Thriller,16/01/2002,Moins de 12 ans,UIP,13 387,13 457,0,1,15,Sylvester Stallone,
le procès de viviane amsalem,41 082,112 456,,Israël,Drame,25/06/2014,Tous publics,Films du Losange,11 289,11 347,0,1,18,,
ma mère est folle,41 613,65 670,,France,Comédie,05/12/2018,Tous publics,Rezo Films,12 881,12 950,0,1,16,Fanny Ardant,
"the way, la route ensemble",41 156,130 929,,Espagne,Comédie dramatique,25/09/2013,Tous publics,Version Originale,10 825,10 881,0,2,15,,
bella ciao,41 635,82 722,,France,Drame,18/07/2001,Tous publics,SND,12 228,12 291,0,2,9,Jacques Gamblin,Isabelle Carré
murder party,41 645,72 584,,France,Comédie,09/03/2022,Tous publics,Bac Films,12 601,12 668,0,1,12,"Miou-Miou, Alice Pol",Zabou Breitman
rose,41 035,80 691,,France,Drame,08/12/2021,Tous publics,Apollo Films,12 301,12 365,0,1,14,,Pascal Elbé
amy,40 529,230 291,,Etats-Unis,Documentaire,08/07/2015,Tous publics,Mars Distribution,9 070,9 116,0,6,13,,
"blanche neige, les souliers rouges et les sept nains",41 044,109 310,,Corée du Sud,Animation,29/07/2020,Tous publics,ARP Selection,11 377,11 435,0,3,8,,
la mouette et le chat,40 536,319 868,,Italie,Animation,22/12/1999,Tous publics,Mars Distribution,8 015,8 061,0,5,12,,
joyeuses funérailles,41 049,253 723,Frank Oz,Etats-Unis,Comédie,19/09/2007,Tous publics,SND,8 764,8 810,0,0,-,,
gianni et les femmes,40 589,100 121,,Italie,Comédie dramatique,01/06/2011,Tous publics,Pyramide,11 715,11 774,0,2,15,,
16 ans,41 119,64 701,Philippe Lioret,France,Drame,04/01/2023,Tous publics,Paname Distribution,12 931,13 000,0,1,12,,
rumba,40 609,130 411,,France,Comédie,10/09/2008,Tous publics,MK2 Diffusion,10 833,10 889,0,1,18,,
lol made in usa,41 163,71 203,Lisa Azuelos,Etats-Unis,Comédie,12/09/2012,Tous publics,Pathé,12 655,12 722,0,1,15,Demi Moore,
monsieur naphtali,40 172,76 549,,France,Comédie,04/08/1999,Tous publics,Pathé,12 452,12 518,0,1,11,,
still walking,40 178,135 653,,Japon,Drame,22/04/2009,Tous publics,Pyramide,10 727,10 783,0,2,18,,
incendies,40 545,303 239,Denis Villeneuve,France,Drame,12/01/2011,Tous publics,Happiness Distribution,8 169,8 215,0,6,14,,
mauvais genres,40 206,76 052,,France,Thriller,08/08/2001,Moins de 12 ans,Pyramide,12 472,12 538,0,2,11,,
wildlife - une saison ardente,40 565,126 173,,Etats-Unis,Drame,19/12/2018,Tous publics,ARP Selection,10 925,10 982,0,1,18,Jake Gyllenhaal,
les vieux chats,40 209,90 140,,Chili,Comédie dramatique,25/04/2012,Tous publics,Memento Films,12 004,12 065,0,1,16,,
frankie (2019),40 611,66 775,,France,Drame,28/08/2019,Tous publics,-,12 830,12 899,0,2,14,"Brendan Gleeson, Isabelle Huppert","Greg Kinnear, Jérémy Renier"
bodybuilder,40 631,57 549,,France,Comédie dramatique,01/10/2014,Tous publics,Mars Distribution,13 249,13 319,0,1,17,Marina Foïs,
horribilis,40 640,49 297,James Gunn,Etats-Unis,Horreur,19/04/2006,Moins de 12 ans,UIP,13 665,13 738,0,1,12,,
detective dee 2,40 254,103 582,,Chine,Aventure - Action,06/08/2014,Tous publics,Wild Side,11 558,11 616,0,2,17,,
"polina, danser sa vie",40 168,118 460,,France,Drame,16/11/2016,Tous publics,UGC Distribution,11 135,11 193,0,1,20,,
la route sauvage,40 184,77 109,,Etats-Unis,Aventure - Action,25/04/2018,Tous publics,Ad vitam,12 433,12 499,0,1,19,,Steve Buscemi
terreurpointcom,39 782,63 521,,Etats-Unis,Horreur,25/06/2003,Moins de 16 ans,Columbia,12 974,13 044,0,2,14,,
l'homme qui tua don quichotte,40 212,122 744,Terry Gilliam,Espagne,Aventure - Action,19/05/2018,Tous publics,Océan Films,11 015,11 072,0,3,12,Adam Driver,Sergi Lopez
dog soldiers,39 827,67 866,,Grande-Bretagne,Fantasy,14/08/2002,Moins de 16 ans,SND,12 783,12 852,0,1,11,,
song for marion,39 833,59 960,,Grande-Bretagne,Comédie dramatique,15/05/2013,Tous publics,Haut et Court,13 135,13 204,0,1,16,,
les salauds,39 693,81 140,Claire Denis,France,Drame,07/08/2013,Moins de 12 ans,Wild Bunch,12 285,12 349,0,2,13,Vincent Lindon,
regarde les hommes tomber,39 739,218 831,Jacques Audiard,France,Thriller,31/08/1994,Tous publics,Pan-Européenne,9 215,9 261,0,2,10,Mathieu Kassovitz,
le jeu de la vérité,39 743,48 278,,France,Comédie,22/01/2014,Tous publics,EuropaCorp,13 725,13 798,0,0,-,,
my movie project,39 743,56 945,Brett Ratner,Etats-Unis,Comédie,19/06/2013,Moins de 12 ans,Metropolitan,13 274,13 344,0,1,14,,"Halle Berry, Gerard Butler, Anna Faris, Richard Gere, Hugh Jackman, Greg Kinnear, Dennis Quaid, Sean William Scott, Uma Thurman, Naomi Watts, Kate Winslet"
reprise en main,39 242,94 752,,France,Comédie,19/10/2022,Tous publics,Jour2Fête,11 860,11 921,0,1,18,,
"new york, i love you",39 797,103 782,Brett Ratner,Etats-Unis,Court-métrage,14/04/2010,Tous publics,Metropolitan,11 550,11 608,0,2,14,Bradley Cooper,"Orlando Bloom, Andy Garcia, Ethan Hawke, Shia LaBeouf, Natalie Portman, Christina Ricci, Robin Wright"
place des victoires,39 324,62 610,,France,Comédie dramatique,06/11/2019,Tous publics,Alba Longa,13 004,13 073,0,1,20,,
bloody sunday,39 840,234 038,Paul Greengrass,Grande-Bretagne,Drame,30/10/2002,Tous publics,Haut et Court,9 025,9 071,0,0,-,,
au fil d'ariane,39 161,125 339,Robert Guédiguian,France,Drame,18/06/2014,Tous publics,Diaphana,10 949,11 006,0,2,11,,Jean-Pierre Darroussin
avril et le monde truqué,39 222,117 852,,France,Animation,04/11/2015,Tous publics,Studiocanal,11 151,11 209,0,1,18,,
yves,38 552,60 154,,France,Comédie,26/06/2019,Tous publics,Le Pacte,13 120,13 189,0,1,18,,
dream scenario,39 227,83 527,,Etats-Unis,Comédie,27/12/2023,Tous publics,Metropolitan,12 206,12 269,0,1,18,Nicolas Cage,
mika & sebastian : l’aventure de la poire géante,38 632,72 423,,Danemark,Animation,25/04/2018,Tous publics,Condor Distribution,12 605,12 672,0,1,20,,
a man,38 635,150 456,,Japon,Thriller,31/01/2024,Tous publics,Art House,10 362,10 416,0,2,16,,
félix et lola,39 322,64 051,Patrice Leconte,France,Comédie dramatique,07/03/2001,Tous publics,Pathé,12 952,13 021,0,1,15,"Charlotte Gainsbourg, Philippe Torreton",
sing street,38 086,97 615,,Irlande,Musical,26/10/2016,Tous publics,Mars Distribution,11 790,11 850,0,1,20,,
aftersun,38 094,133 921,,Grande-Bretagne,Drame,01/02/2023,Tous publics,Condor Distribution,10 761,10 817,0,1,19,,
le cours de la vie,38 549,91 463,,France,Comédie dramatique,10/05/2023,Tous publics,Jour2Fête,11 953,12 014,0,4,14,Agnès Jaoui,Géraldine Nakache
"pinocchio, le robot",38 095,101 176,,France,Animation,09/02/2005,Tous publics,Pan-Européenne,11 654,11 713,0,2,19,,
push,38 559,70 088,,Etats-Unis,Science Fiction,04/02/2009,Tous publics,SND,12 704,12 772,0,1,17,"Chris Evans, Dakota Fanning",
the riot club,38 096,60 737,,Grande-Bretagne,Drame,31/12/2014,Tous publics,Paramount,13 088,13 157,0,1,20,,
un coup de maître,38 596,92 149,,France,Comédie,09/08/2023,Tous publics,Zinc,11 925,11 986,0,2,16,Vincent Macaigne,
the we and the i,38 650,104 004,Michel Gondry,Etats-Unis,Comédie dramatique,12/09/2012,Tous publics,Mars Distribution,11 539,11 597,0,2,18,,
pieds nus sur les limaces,38 657,102 768,,France,Comédie dramatique,01/12/2010,Tous publics,Haut et Court,11 584,11 643,0,2,15,"Diane Kruger, Ludivine Sagnier",Reda Kateb
"les premiers, les derniers",38 665,105 548,,France,Comédie dramatique,27/01/2016,Tous publics,Wild Bunch,11 487,11 545,0,0,-,Albert Dupontel,
queer,38 684,68 027,,Etats-Unis,Drame,26/02/2025,Moins de 12 ans,Pan-Européenne,12 773,12 842,0,1,16,Daniel Craig,
the perfect candidate,37 499,99 609,,Arabie Saoudite,Drame,12/08/2020,Tous publics,Le Pacte,11 734,11 793,0,4,11,,
le grand cirque (2023),37 548,68 286,,France,Comédie,15/02/2023,Tous publics,Apollo Films,12 762,12 830,0,1,18,,
vivre (2022),37 725,125 364,,Grande-Bretagne,Drame,28/12/2022,Tous publics,Metropolitan,10 947,11 004,0,3,17,,
solutions locales pour un désordre global,38 166,219 746,Coline Serreau,France,Documentaire,07/04/2010,Tous publics,Memento Films,9 204,9 250,0,5,17,,
les rois de la piste,38 177,69 759,,France,Comédie dramatique,13/03/2024,Tous publics,Apollo Films,12 718,12 786,0,1,14,"Fanny Ardant, Mathieu Kassovitz",
la planque,38 195,48 788,,France,Comédie,07/09/2011,Tous publics,EuropaCorp,13 697,13 770,0,1,17,,
the chaser,37 031,67 703,,Corée du Sud,Thriller,18/03/2009,Moins de 12 ans,Haut et Court,12 787,12 856,0,0,-,,
le café du pont,37 592,53 136,,France,Comédie dramatique,04/08/2010,Tous publics,Le Pacte,13 448,13 518,0,1,14,Bernard Campan,Sergi Lopez
boarding gate,37 679,64 940,Olivier Assayas,France,Thriller,22/08/2007,Tous publics,ARP Selection,12 923,12 992,0,0,-,,
les roseaux sauvages,37 688,589 301,André Téchiné,France,Drame,01/06/1994,Tous publics,Pan-Européenne,5 984,6 025,0,5,8,Elodie Bouchez,
me myself i,37 080,59 066,,Australie,Comédie,06/10/1999,Tous publics,GBVI,13 167,13 236,0,1,13,,
white snake,37 105,66 749,,Chine,Animation,09/02/2022,Tous publics,KMBO,12 831,12 900,0,1,18,,
les aventures de impy le dinosaure,37 120,169 514,,Allemagne,Animation,07/05/2008,Tous publics,Océan Films,10 012,10 065,0,0,-,,
bataille à seattle,37 734,68 300,,Etats-Unis,Aventure - Action,07/05/2008,Tous publics,Metropolitan,12 760,12 828,0,0,-,Charlize Theron,"Woody Harrelson, Ray Liotta, Channing Tatum"
victoria,37 124,85 488,,Allemagne,Thriller,01/07/2015,Tous publics,Jour2Fête,12 147,12 209,0,1,15,,
on sourit pour la photo,37 740,75 230,,France,Comédie,11/05/2022,Tous publics,-,12 506,12 572,0,2,13,Jacques Gamblin,
réparer les vivants,37 752,345 547,,France,Drame,01/11/2016,Tous publics,Mars Distribution,7 775,7 820,0,2,11,"Tahar Rahim, Emmanuelle Seigner",Karim Leklou
never let me go,37 774,74 594,,Etats-Unis,Drame,02/03/2011,Tous publics,20th Century Fox,12 527,12 594,0,0,-,"Andrew Garfield, Keira Knightley",Charlotte Rampling
une histoire d'amour (2023),36 528,55 130,,France,Drame,12/04/2023,Tous publics,Le Pacte,13 362,13 433,0,1,15,,
black tea,36 556,71 927,,France,Drame,28/02/2024,Tous publics,Gaumont,12 626,12 693,0,1,20,,
"lili la petite sorcière, le dragon et le livre magique",36 603,100 473,,Autriche,Film familial,12/08/2009,Tous publics,Metropolitan,11 694,11 753,0,2,13,,
carancho,36 646,86 847,,Argentine,Drame,02/02/2011,Tous publics,Ad vitam,12 095,12 157,0,2,12,,
"les enfants loups, ame & yuki",36 672,169 383,,Japon,Animation,29/08/2012,Tous publics,Eurozoom,10 016,10 069,0,1,17,,
sur un fil,36 762,71 798,,France,Comédie dramatique,30/10/2024,Tous publics,Universal,12 631,12 698,0,1,18,,
canailles,36 523,59 914,,France,Comédie dramatique,14/09/2022,Tous publics,UGC Distribution,13 139,13 208,0,1,14,"François Cluzet, José Garcia",
greenberg,36 576,87 703,,Etats-Unis,Comédie dramatique,28/04/2010,Tous publics,Mars Distribution,12 078,12 140,0,2,14,Ben Stiller,
ernest et célestine en hiver,36 136,290 446,,France,Animation,22/11/2017,Tous publics,KMBO,8 334,8 380,0,4,15,,
my little princess,36 621,70 929,,France,Drame,29/06/2011,Tous publics,Sophie Dulac,12 664,12 731,0,1,16,Isabelle Huppert,
en roue libre,36 624,71 665,,France,Comédie,29/06/2022,Tous publics,Memento Films,12 636,12 703,0,2,14,Marina Foïs,
#les choristes (rep. 2024),,53 875,Christophe Barratier,France,Comédie,10/04/2024,Tous publics,Pathé,HC,13 490,0,0,-,"François Berléand, Gérard Jugnot",Kad Merad
radioactive,36 738,101 463,,Grande-Bretagne,Drame,11/03/2020,Tous publics,Studiocanal,11 633,11 692,0,4,5,Rosamund Pike,
we need to talk about kevin,36 787,105 277,,Etats-Unis,Drame,28/09/2011,Moins de 12 ans,Diaphana,11 496,11 554,0,2,17,John C. Reilly,
baise-moi,35 669,50 089,,France,Thriller,28/06/2000,Moins de 18 ans,Pan-Européenne,13 619,13 692,0,1,11,,
l'enlèvement,36 109,46 374,,Etats-Unis,Thriller,24/11/2004,Tous publics,UFD,13 808,13 883,0,1,13,"Willem Dafoe, Helen Mirren, Robert Redford",
90's,35 723,123 024,,Etats-Unis,Comédie dramatique,24/04/2019,Tous publics,Diaphana,11 004,11 061,0,3,20,,
la proie d'une ombre,35 748,62 236,,Etats-Unis,Horreur,15/09/2021,Moins de 12 ans,Walt Disney Pictures,13 023,13 092,0,2,12,,
les bêtises,36 139,65 378,,France,Comédie,22/07/2015,Tous publics,Rezo Films,12 901,12 970,0,1,17,Sara Giraudeau,
ava,36 167,80 221,,France,Comédie dramatique,21/06/2017,Tous publics,Bac Films,12 321,12 385,0,2,15,Laure Calamy,
les saphirs,35 786,67 187,,Australie,Comédie dramatique,08/08/2012,Tous publics,Diaphana,12 804,12 873,0,1,13,,
un amour de jeunesse,36 171,107 686,,France,Drame,06/07/2011,Tous publics,Films du Losange,11 421,11 479,0,2,17,Valérie Bonneton,
max & co,35 634,141 822,,France,Animation,13/02/2008,Tous publics,Wild Bunch,10 564,10 618,0,0,-,,
tunnel,35 122,78 368,,Corée du Sud,Catastrophe,03/05/2017,Tous publics,Version Originale,12 391,12 456,0,2,17,,
faites le mur,35 124,122 674,,Etats-Unis,Documentaire,15/12/2010,Tous publics,Le Pacte,11 017,11 074,0,1,17,,
"une femme très, très, très amoureuse",35 127,47 808,,France,Comédie,13/08/1997,Tous publics,Eurozoom,13 750,13 823,0,1,8,,
20th century women,35 698,66 840,,Etats-Unis,Comédie dramatique,01/03/2017,Tous publics,Mars Distribution,12 826,12 895,0,1,20,"Annette Bening, Elle Fanning",
corsage,35 145,80 142,,Hongrie,Drame,14/12/2022,Tous publics,Ad vitam,12 325,12 389,0,1,15,,
