Titre,Démarrage,Entrées totales,Réalisateur,Pays,Genre,Date de sortie,Classification,Distributeur,Rang toutes exploitations,Rang général,Nb 1ère places hebdo,Nb semaines Top20,Meilleure place hebdo,Acteur principal,Acteur secondaire
yes man,292244.0,741742,,Etats-Unis,Comédie,2009-01-21,Tous publics,Warner Bros.,,,0,4,3.0,Jim Carrey,Bradley Cooper
wall street : l'argent ne dort jamais,292351.0,572417,Oliver Stone,Etats-Unis,Thriller,2010-09-29,Tous publics,20th Century Fox,,,0,4,2.0,"Shia LaBeouf, Michael Douglas","Josh Brolin, Susan Sarandon"
la cage dorée,288750.0,1232519,,France,Comédie,2013-04-24,Tous publics,Pathé,,,0,8,5.0,,
tellement proches,292387.0,796719,. Nakache & Toledano,France,Comédie,2009-06-17,Tous publics,Mars Distribution,,,1,6,1.0,"Isabelle Carré, François-Xavier Demaison, Vincent Elbaz",Omar Sy
into the wild,292739.0,1448136,Sean Penn,Etats-Unis,Aventure - Action,2008-01-09,Tous publics,Pathé,,,1,5,1.0,,"Kristen Stewart, Vince Vaughn"
loup,292851.0,1191092,Nicolas Vanier,France,Aventure - Action,2009-12-09,Tous publics,Pathé,,,0,7,3.0,,
freddy - les griffes de la nuit (2010),292939.0,469312,,Etats-Unis,Horreur,2010-05-12,Moins de 12 ans,Warner Bros.,,,0,4,5.0,Rooney Mara,
l'invité,288146.0,653664,,France,Comédie,2007-09-19,Tous publics,EuropaCorp,,,0,3,2.0,"Daniel Auteuil, Valérie Lemercier, Thierry Lhermitte",
"mange, prie, aime",288645.0,663969,,Etats-Unis,Drame,2010-09-22,Tous publics,Sony Pictures,,,0,5,3.0,"Javier Bardem, James Franco, Julia Roberts",Viola Davis
shaolin soccer,283832.0,660518,,Chine,Aventure - Action,2002-08-21,Tous publics,Metropolitan,,,0,4,4.0,,
underworld 2: evolution,288752.0,683999,Len Wiseman,Etats-Unis,Fantasy,2006-03-08,Moins de 12 ans,SND,,,1,2,1.0,Kate Beckinsale,
terrifier 3,279026.0,490237,,Etats-Unis,Horreur,2024-10-09,Moins de 18 ans,-,,,0,3,2.0,,
anna et le roi,283551.0,1075184,Andy Tennant,Etats-Unis,Romance,2000-01-26,Tous publics,UFD,,,0,7,2.0,"Jodie Foster, Yun-Fat Chow",
le sens de la famille,283561.0,480129,,France,Comédie,2021-06-30,Tous publics,Gaumont,,,0,4,4.0,"Franck Dubosc, Alexandra Lamy",- Artus
mal de pierres,283843.0,669856,Nicole Garcia,France,Drame,2016-10-19,Tous publics,Studiocanal,,,0,5,9.0,Marion Cotillard,
à couteaux tirés (2019),283889.0,1121649,Rian Johnson,Etats-Unis,Thriller,2019-11-27,Tous publics,Metropolitan,,,0,9,4.0,Daniel Craig,"Toni Collette, Jamie Lee Curtis, Chris Evans"
cliente,284058.0,698623,Josiane Balasko,France,Comédie dramatique,2008-10-01,Tous publics,Gaumont,,,0,3,4.0,"Nathalie Baye, Isabelle Carré",Josiane Balasko
civil war,284103.0,628798,,Etats-Unis,Aventure - Action,2024-04-17,Moins de 12 ans,Metropolitan,,,0,5,2.0,Kirsten Dunst,
garfield : héros malgré lui,284171.0,816503,,Etats-Unis,Animation,2024-07-31,Tous publics,Sony Pictures,,,0,6,5.0,,
colombiana,284215.0,607711,Olivier Megaton,France,Aventure - Action,2011-07-27,Tous publics,EuropaCorp,,,0,4,4.0,,
le coach,278860.0,622394,,France,Comédie,2009-09-09,Tous publics,Mars Distribution,,,0,4,2.0,"Richard Berry, Jean-Paul Rouve",
un homme à la hauteur,278901.0,708667,Laurent Tirard,France,Romance,2016-05-04,Tous publics,Gaumont,,,0,5,3.0,"Jean Dujardin, Virginie Efira",
american bluff,279324.0,644298,David O. Russell,Etats-Unis,Thriller,2014-02-05,Tous publics,Metropolitan,,,0,4,2.0,"Christian Bale, Bradley Cooper, Amy Adams, Jennifer Lawrence, Jeremy Renner",Robert De Niro
jeune & jolie,279414.0,712767,François Ozon,France,Drame,2013-08-21,Moins de 12 ans,Mars Distribution,,,0,5,6.0,,Charlotte Rampling
welcome (2009),274730.0,1205065,Philippe Lioret,France,Drame,2009-03-11,Tous publics,Mars Distribution,,,0,8,2.0,Vincent Lindon,
pour un garçon,274846.0,566853,Chris Weitz,Etats-Unis,Comédie,2002-11-13,Tous publics,Mars Distribution,,,0,4,2.0,"Hugh Grant, Rachel Weisz, Toni Collette",
la maison du bonheur,275370.0,1146962,Dany Boon,France,Comédie,2006-06-07,Tous publics,Pathé,,,1,6,1.0,"Dany Boon, Michèle Laroque",
accords et désaccords,275414.0,677222,Woody Allen,Etats-Unis,Comédie,2000-01-26,Tous publics,Pyramide,,,0,5,3.0,"Sean Penn, Uma Thurman",
merci pour le chocolat,275423.0,912499,Claude Chabrol,France,Drame,2000-10-25,Tous publics,MK2 Diffusion,,,0,4,2.0,"Jacques Dutronc, Isabelle Huppert",
grâce à dieu,275767.0,915327,François Ozon,France,Drame,2019-02-20,Tous publics,Mars Distribution,,,0,6,7.0,Melvil Poupaud,Josiane Balasko
ghost rider 2 : l'esprit de vengeance,276210.0,490294,,Etats-Unis,Comicbook,2012-02-15,Tous publics,SND,,,0,3,5.0,Nicolas Cage,"Idris Elba, Christophe Lambert"
the green hornet (2011),276619.0,734464,Michel Gondry,Etats-Unis,Aventure - Action,2011-01-12,Tous publics,Sony Pictures,,,0,5,3.0,"Seth Rogen, Christoph Waltz",Cameron Diaz
les vétos,271498.0,641564,,France,Comédie dramatique,2020-01-01,Tous publics,UGC Distribution,,,0,5,5.0,Clovis Cornillac,
barry seal : american traffic,271607.0,660368,Doug Liman,Etats-Unis,Thriller,2017-09-13,Tous publics,Universal,,,1,5,1.0,Tom Cruise,
migration,266863.0,1768047,,Etats-Unis,Animation,2023-12-06,Tous publics,Universal,,,0,13,2.0,,
the score,271668.0,756096,Frank Oz,Etats-Unis,Aventure - Action,2001-08-08,Tous publics,Pathé,,,0,5,2.0,"Robert De Niro, Edward Norton",Marlon Brando
en sursis,271694.0,442214,,Etats-Unis,Aventure - Action,2003-06-18,Moins de 12 ans,Warner Bros.,,,0,4,3.0,Jet Li,
conclave,266652.0,1174283,,Grande-Bretagne,Thriller,2024-12-04,Tous publics,SND,,,0,9,4.0,Ralph Fiennes,
heidi,262095.0,703154,,Suisse,Film familial,2016-02-10,Tous publics,Studiocanal,,,0,4,6.0,,
les femmes de ses rêves,266966.0,586252,Peter Farrelly,Etats-Unis,Comédie,2007-11-28,Tous publics,Paramount,,,0,3,2.0,Ben Stiller,
bernadette (2023),267041.0,802359,,France,Comédie,2023-10-04,Tous publics,Warner Bros.,,,1,5,1.0,"Catherine Deneuve, Denis Podalydès","- Artus, Sara Giraudeau"
goliath,267284.0,787100,,France,Thriller,2022-03-09,Tous publics,Studiocanal,,,0,6,2.0,"Gilles Lellouche, Pierre Niney",
après vous,267958.0,921712,Pierre Salvadori,France,Comédie,2003-12-17,Tous publics,Mars Distribution,,,0,5,3.0,"Daniel Auteuil, José Garcia, Sandrine Kiberlain",
saint amour,268187.0,552248,,France,Comédie dramatique,2016-03-02,Tous publics,Le Pacte,,,0,4,5.0,"Gérard Depardieu, Vincent Lacoste, Benoît Poelvoorde",
mauvaise foi,268690.0,789733,,France,Comédie,2006-12-06,Tous publics,Wild Bunch,,,0,5,5.0,"Roschdy Zem, Cécile De France","Leïla Bekhti, Pascal Elbé"
l'empereur de paris,268859.0,813978,Jean-Francois Richet,France,Aventure - Action,2018-12-19,Tous publics,Gaumont,,,0,4,5.0,Vincent Cassel,Fabrice Luchini
le grand jeu (2018),262258.0,542974,,Etats-Unis,Thriller,2018-01-03,Tous publics,SND,,,0,4,7.0,"Jessica Chastain, Kevin Costner, Idris Elba",
the creator,262507.0,755008,Gareth Edwards,Etats-Unis,Science Fiction,2023-09-27,Tous publics,Walt Disney Pictures,,,1,5,1.0,,
clochette et le secret des fées,260050.0,1471084,,Etats-Unis,Animation,2012-10-10,Tous publics,Walt Disney Pictures,,,0,7,5.0,,
shazam! la rage des dieux,262525.0,474659,,Etats-Unis,Comicbook,2023-03-29,Tous publics,Warner Bros.,,,0,4,2.0,,Helen Mirren
10 cloverfield lane,262590.0,465675,,Etats-Unis,Thriller,2016-03-16,Tous publics,Paramount,,,0,3,5.0,John Goodman,
il était une fois au mexique - desperado 2,259782.0,456385,Robert Rodriguez,Etats-Unis,Aventure - Action,2003-10-22,Tous publics,GBVI,,,0,3,6.0,"Antonio Banderas, Willem Dafoe, Johnny Depp, Salma Hayek","Eva Mendes, Mickey Rourke"
norm,259795.0,490284,,Etats-Unis,Animation,2016-12-21,Tous publics,La Belle Company,,,0,2,8.0,,
maigret,260011.0,545721,Patrice Leconte,France,Thriller,2022-02-23,Tous publics,SND,,,0,4,3.0,Gérard Depardieu,
piranha 3d,260168.0,640360,Alexandre Aja,Etats-Unis,Horreur,2010-09-01,Moins de 12 ans,Wild Bunch,,,0,5,2.0,,"Richard Dreyfuss, Christopher Lloyd, Elisabeth Shue"
nos femmes,260250.0,426212,,France,Comédie,2015-04-29,Tous publics,Mars Distribution,,,0,3,6.0,"Daniel Auteuil, Richard Berry, Thierry Lhermitte",
victoria (2016),260326.0,657487,,France,Comédie,2016-09-14,Tous publics,Le Pacte,,,1,5,1.0,"Virginie Efira, Vincent Lacoste, Melvil Poupaud",Laure Calamy
ma femme est une actrice,255897.0,735139,Yvan Attal,France,Comédie,2001-11-14,Tous publics,Pathé,,,1,6,1.0,"Yvan Attal, Charlotte Gainsbourg",Ludivine Sagnier
the place beyond the pines,256049.0,676186,,Etats-Unis,Thriller,2013-03-20,Tous publics,Studiocanal,,,0,6,3.0,"Bradley Cooper, Ryan Gosling, Eva Mendes","Rose Byrne, Ray Liotta"
zarafa,256052.0,1448685,,France,Animation,2012-02-08,Tous publics,Pathé,,,0,7,3.0,,
l'incroyable histoire du facteur cheval,256173.0,782367,,France,Comédie dramatique,2019-01-16,Tous publics,SND,,,0,5,4.0,Jacques Gamblin,
[rec] 2,,493480,,Espagne,Horreur,2009-12-23,Moins de 12 ans,Le Pacte,,,0,4,5.0,,
effacer l’historique,256355.0,518747,,France,Comédie,2020-08-26,Tous publics,Ad vitam,,,0,5,2.0,Denis Podalydès,"Vincent Lacoste, Benoît Poelvoorde"
imogène mccarthery,250700.0,580140,,France,Comédie,2010-05-05,Tous publics,UGC Distribution,,,0,5,4.0,"Catherine Frot, Lambert Wilson",Sara Giraudeau
la croisière,250724.0,673307,,France,Comédie,2011-04-20,Tous publics,Mars Distribution,,,0,6,5.0,,
agents presque secrets,250737.0,561455,,Etats-Unis,Comédie,2016-08-24,Tous publics,Universal,,,0,5,4.0,"Dwayne Johnson, Kevin Hart",Jason Bateman
la panthère rose,250854.0,623328,Shawn Levy,Etats-Unis,Film familial,2006-03-08,Tous publics,20th Century Fox,,,0,2,3.0,"Steve Martin, Jean Reno",Jason Statham
shall we dance? la nouvelle vie de monsieur clark,251070.0,615402,,Etats-Unis,Romance,2005-05-04,Tous publics,SND,,,0,6,3.0,"Richard Gere, Jennifer Lopez, Susan Sarandon",
la pianiste,251544.0,776522,Michael Haneke,Autriche,Drame,2001-09-05,Moins de 16 ans,MK2 Diffusion,,,0,5,5.0,"Isabelle Huppert, Benoît Magimel",Annie Girardot
l'amour sans préavis,252238.0,511872,,Etats-Unis,Romance,2003-02-19,Tous publics,Warner Bros.,,,0,3,7.0,"Hugh Grant, Sandra Bullock",
las vegas 21,246410.0,707919,,Etats-Unis,Comédie dramatique,2008-06-04,Tous publics,Sony Pictures,,,0,6,3.0,Kevin Spacey,Laurence Fishburne
edmond,247500.0,712847,,France,Comédie dramatique,2019-01-09,Tous publics,Gaumont,,,0,5,4.0,Oliver Gourmet,Mathilde Seigner
max payne,247578.0,401462,,Etats-Unis,Aventure - Action,2008-11-12,Moins de 12 ans,20th Century Fox,,,0,2,4.0,"Mila Kunis, Mark Wahlberg",Chris O'Donnell
le roi scorpion,247615.0,501559,,Etats-Unis,Péplum,2002-05-01,Tous publics,UIP,,,0,3,3.0,Dwayne Johnson,
mission 3d: spy kids 3,242396.0,482249,Robert Rodriguez,Etats-Unis,Film familial,2004-04-14,Tous publics,TFM Distribution,,,0,4,7.0,Antonio Banderas,"George Clooney, Sylvester Stallone, Salma Hayek"
le royaume (2007),242603.0,408953,Peter Berg,Etats-Unis,Aventure - Action,2007-10-31,Moins de 12 ans,Paramount,,,0,2,3.0,"Jamie Foxx, Jennifer Garner",Jason Bateman
le lorax,242645.0,611658,Chris Renaud,Etats-Unis,Animation,2012-07-18,Tous publics,Universal,,,0,4,3.0,,
le deuxième acte,242657.0,491465,Quentin Dupieux,France,Comédie,2024-05-15,Tous publics,Diaphana,,,0,5,4.0,"Vincent Lindon, Léa Seydoux",
les filles du docteur march,242663.0,805211,,Etats-Unis,Romance,2020-01-01,Tous publics,Sony Pictures,,,0,6,3.0,Emma Watson,"Timothée Chalamet, Meryl Streep"
la zone d'intérêt,239108.0,790372,,Etats-Unis,Drame,2024-01-31,Tous publics,Bac Films,,,1,6,1.0,,
divorce club,242669.0,623264,,France,Comédie,2020-07-15,Tous publics,SND,,,1,7,1.0,François-Xavier Demaison,Michael Youn
invincible,242804.0,669732,,Etats-Unis,Guerre,2015-01-07,Tous publics,Universal,,,0,5,2.0,,
#titanic (25th anniversary),,520864,James Cameron,Etats-Unis,Drame,2023-02-08,Tous publics,Walt Disney Pictures,,,0,4,4.0,"Leonardo DiCaprio, Kate Winslet",Bill Paxton
freaky friday - dans la peau de ma mère,243106.0,678748,,Etats-Unis,Film familial,2003-12-24,Tous publics,GBVI,,,0,5,5.0,,
hippocrate,238994.0,950231,,France,Comédie dramatique,2014-09-03,Tous publics,Le Pacte,,,0,6,2.0,"Reda Kateb, Vincent Lacoste",Jacques Gamblin
skyscraper,239014.0,653789,,Etats-Unis,Aventure - Action,2018-07-11,Tous publics,Universal,,,0,5,2.0,Dwayne Johnson,
capitaine phillips,239104.0,446023,Paul Greengrass,Etats-Unis,Drame,2013-11-20,Tous publics,Sony Pictures,,,0,3,3.0,Tom Hanks,
le cercle - rings,235611.0,458561,,Etats-Unis,Horreur,2017-02-01,Moins de 12 ans,Paramount,,,0,3,5.0,,
evil dead rise,235926.0,610659,,Etats-Unis,Horreur,2023-04-19,Moins de 16 ans,Metropolitan,,,0,6,5.0,,
two lovers,239193.0,835400,James Gray,Etats-Unis,Drame,2008-11-19,Tous publics,Wild Bunch,,,0,4,5.0,"Gwyneth Paltrow, Joaquin Phoenix",
la boîte noire,235194.0,477444,Richard Berry,France,Drame,2005-11-02,Tous publics,EuropaCorp,,,0,2,4.0,"José Garcia, Marion Cotillard",
harvey milk,235246.0,664482,Gus Van Sant,Etats-Unis,Drame,2009-03-04,Tous publics,SND,,,0,6,6.0,"Josh Brolin, Sean Penn",James Franco
pour elle,235480.0,670920,,France,Thriller,2008-12-03,Tous publics,Mars Distribution,,,0,4,4.0,"Diane Kruger, Vincent Lindon",
la planète blanche,232444.0,566692,,France,Documentaire,2006-03-22,Tous publics,Bac Films,,,0,5,3.0,,
mafia blues 2 - la rechute,235631.0,409776,Harold Ramis,Etats-Unis,Comédie,2003-01-22,Tous publics,Warner Bros.,,,0,3,3.0,"Robert De Niro, Billy Crystal",
joy (2015),236272.0,512726,David O. Russell,Etats-Unis,Comédie dramatique,2015-12-30,Tous publics,20th Century Fox,,,0,4,5.0,"Robert De Niro, Jennifer Lawrence",Bradley Cooper
to rome with love,236378.0,559784,Woody Allen,Etats-Unis,Comédie,2012-07-04,Tous publics,Mars Distribution,,,0,6,5.0,"Alec Baldwin, Roberto Begnini, Penelope Cruz","Jesse Eisenberg, Ellen Page"
gaston lagaffe,236756.0,536810,Pierre-François Martin-Laval,France,Comédie,2018-04-04,Tous publics,UGC Distribution,,,0,4,5.0,,Jérôme Commandeur
joséphine,232325.0,591778,,France,Comédie,2013-06-19,Tous publics,UGC Distribution,,,0,5,2.0,,Alice Pol
happy new year,232819.0,540798,Gary Marshall,Etats-Unis,Romance,2011-12-21,Tous publics,Warner Bros.,,,0,3,7.0,"Robert De Niro, Ashton Kutcher","Halle Berry, Jessica Biel, Zac Efron, Sarah Jessica Parker, Michelle Pfeiffer, Hilary Swank"
sans un bruit,232862.0,647910,,Etats-Unis,Horreur,2018-06-20,Moins de 12 ans,Paramount,,,0,4,2.0,Emily Blunt,
somewhere,233005.0,479449,Sofia Coppola,Etats-Unis,Comédie dramatique,2011-01-05,Tous publics,Pathé,,,0,5,2.0,Elle Fanning,
un homme heureux,233008.0,476841,,France,Comédie,2023-02-15,Tous publics,Gaumont,,,0,4,4.0,"Catherine Frot, Fabrice Luchini",
king,228478.0,467133,,France,Film familial,2022-02-16,Tous publics,Pathé,,,0,4,5.0,,- Artus
thérèse desqueyroux (2012),228534.0,508985,Claude Miller,France,Drame,2012-11-21,Tous publics,UGC Distribution,,,0,4,3.0,"Gilles Lellouche, Audrey Tautou",
j'irai où tu iras,228843.0,448396,,France,Comédie,2019-10-02,Tous publics,Mars Distribution,,,0,3,4.0,"Leïla Bekhti, Géraldine Nakache, Patrick Timsit",
sans un bruit 2,228844.0,646817,,Etats-Unis,Thriller,2021-06-16,Moins de 12 ans,Paramount,,,0,5,2.0,"Emily Blunt, Cillian Murphy",
on ne choisit pas sa famille,229167.0,345639,,France,Comédie,2011-11-09,Tous publics,Universal,,,0,2,6.0,"Christian Clavier, Jean Reno",
protéger et servir,229506.0,429204,,France,Comédie,2010-02-03,Tous publics,Pathé,,,0,2,6.0,"Clovis Cornillac, Kad Merad","Carole Bouquet, François Damiens"
on a marché sur bangkok,225773.0,395159,Olivier Baroux,France,Comédie,2014-10-22,Tous publics,Pathé,,,0,3,9.0,Kad Merad,
"donnant, donnant",225847.0,474515,Isabelle Mergault,France,Comédie,2010-10-06,Tous publics,Gaumont,,,0,4,4.0,"Daniel Auteuil, Sabine Azéma",
photo de famille,226153.0,577727,,France,Comédie dramatique,2018-09-05,Tous publics,SND,,,1,5,1.0,"Jean-Pierre Bacri, Camille Cottin, Vanessa Paradis",
le héros de la famille,226552.0,665555,,France,Drame,2006-12-20,Tous publics,UGC Distribution,,,0,4,5.0,"Gérard Lanvin, Emmanuelle Béart, Catherine Deneuve","Claude Brasseur, Pascal Elbé, Gilles Lellouche, Valérie Lemercier, Miou-Miou"
mes meilleures amies,222753.0,557712,Paul Feig,Etats-Unis,Comédie,2011-08-10,Tous publics,Universal,,,0,5,7.0,"Rose Byrne, Melissa McCarthy, Kristen Wiig",
lascars,222993.0,561768,,France,Animation,2009-06-17,Tous publics,Bac Films,,,0,4,2.0,,
120 battements par minute,220069.0,855148,,France,Drame,2017-08-23,Tous publics,Memento Films,,,0,7,3.0,,
the lady,223314.0,495943,Luc Besson,France,Drame,2011-11-30,Tous publics,EuropaCorp,,,0,3,6.0,,
le secret des poignards volants,219629.0,455137,Zhang Yimou,Chine,Aventure - Action,2004-11-17,Tous publics,UIP,,,0,4,3.0,,
remember me,219694.0,447537,,Etats-Unis,Romance,2010-04-07,Tous publics,SND,,,0,4,5.0,Robert Pattinson,Pierce Brosnan
les âmes vagabondes,219775.0,395414,Andrew Niccol,Etats-Unis,Science Fiction,2013-04-17,Tous publics,Metropolitan,,,0,3,5.0,Diane Kruger,
n.w.a - straight outta compton,219830.0,549660,F. Gary Gray,Etats-Unis,Drame,2015-09-16,Tous publics,Universal,,,0,5,2.0,,Paul Giamatti
l'art (délicat) de la séduction,220274.0,300724,Richard Berry,France,Comédie,2001-03-21,Tous publics,CTV International,,,0,2,9.0,"Richard Berry, Patrick Timsit","Alain Chabat, Jean-Pierre Darroussin, Cécile De France"
saw,215717.0,493502,James Wan,Etats-Unis,Horreur,2005-03-16,Moins de 16 ans,Metropolitan,,,0,3,5.0,Danny Glover,
larguées (2018),215864.0,817739,,France,Comédie,2018-04-18,Tous publics,Pathé,,,0,6,3.0,"Camille Cottin, Miou-Miou",
sales gosses,212734.0,650076,,France,Comédie,2017-07-19,Tous publics,UGC Distribution,,,0,6,5.0,,
cinéman,216142.0,304555,,France,Comédie,2009-10-28,Tous publics,Pathé,,,0,2,8.0,Franck Dubosc,Michel Galabru
dreamgirls,216381.0,366567,Bill Condon,Etats-Unis,Musical,2007-02-28,Tous publics,Paramount,,,0,1,9.0,Jamie Foxx,"Danny Glover, Eddie Murphy"
tu ne tueras point,216473.0,542747,Mel Gibson,Etats-Unis,Guerre,2016-11-09,Moins de 12 ans,Metropolitan,,,0,6,5.0,Andrew Garfield,"Vince Vaughn, Sam Worthington"
savages,216929.0,501514,Oliver Stone,Etats-Unis,Thriller,2012-09-26,Moins de 12 ans,Pathé,,,0,5,4.0,John Travolta,"Benicio Del Toro, Salma Hayek"
hairspray (2007),217088.0,498084,,Etats-Unis,Musical,2007-08-22,Tous publics,Metropolitan,,,0,3,5.0,John Travolta,"Zac Efron, Michelle Pfeiffer, - Queen Latifah, Christopher Walken"
la guerre est déclarée,209728.0,837880,,France,Drame,2011-08-31,Tous publics,Wild Bunch,,,0,7,4.0,,
scream (2022),212555.0,539851,,Etats-Unis,Horreur,2022-01-12,Moins de 16 ans,Paramount,,,0,5,3.0,Courteney Cox,
monster house,212679.0,458645,,Etats-Unis,Animation,2006-08-23,Tous publics,Gaumont Sony,,,0,3,6.0,,
the substance,213190.0,586604,,Etats-Unis,Drame,2024-11-06,Moins de 12 ans,Metropolitan,,,0,5,6.0,Demi Moore,Dennis Quaid
elle,213665.0,636312,Paul Verhoeven,France,Thriller,2016-05-25,Moins de 12 ans,SBS Distribution,,,0,7,3.0,"Virginie Efira, Isabelle Huppert, Laurent Lafitte",
pattie et la colère de poséidon,210409.0,863012,,France,Animation,2023-01-25,Tous publics,Apollo Films,,,0,7,3.0,,
mon inconnue,209564.0,559126,,France,Comédie,2019-04-03,Tous publics,Mars Distribution,,,0,5,5.0,François Civil,
les portes du temps,206890.0,363919,,Etats-Unis,Fantasy,2007-10-31,Tous publics,20th Century Fox,,,0,2,5.0,,
les immortels,210005.0,367022,,Etats-Unis,Péplum,2011-11-23,Tous publics,Metropolitan,,,0,3,4.0,"Henry Cavill, Luke Evans, Mickey Rourke",
ce qui vous attend si vous attendez un enfant,210052.0,339633,,Etats-Unis,Comédie,2012-06-20,Tous publics,Metropolitan,,,0,3,5.0,"Cameron Diaz, Jennifer Lopez","Dennis Quaid, Chris Rock"
pas sur la bouche,210091.0,642963,Alain Resnais,France,Comédie,2003-12-03,Tous publics,Pathé,,,0,5,5.0,"Sabine Azéma, Audrey Tautou","Pierre Arditi, Lambert Wilson"
la peau que j'habite,210313.0,733758,Pedro Almodovar,Espagne,Drame,2011-08-17,Tous publics,Pathé,,,0,6,5.0,Antonio Banderas,
l'heureuse élue,206815.0,511019,,France,Comédie,2024-09-25,Tous publics,SND,,,0,4,2.0,Michèle Laroque,
tad l'explorateur et la table d'émeraude,204164.0,514894,,Espagne,Animation,2022-08-24,Tous publics,Paramount,,,1,7,1.0,,
"je vais bien, ne t'en fais pas",207069.0,903692,Philippe Lioret,France,Drame,2006-09-06,Tous publics,Mars Distribution,,,1,5,1.0,"Mélanie Laurent, Kad Merad",
confessions d'une accro au shopping,207149.0,459297,P.J. Hogan,Etats-Unis,Comédie,2009-05-20,Tous publics,Walt Disney Pictures,,,0,4,5.0,,Kristin Scott Thomas
tempête de boulettes 2,,602203,,Etats-Unis,Animation,2014-02-05,Tous publics,Sony Pictures,,,0,5,6.0,,
chacun sa vie,207383.0,304846,Claude Lelouch,France,Comédie,2017-03-15,Tous publics,Metropolitan,,,0,2,9.0,Johnny Hallyday,"Ramzy Bedia, Béatrice Dalle, Jean Dujardin, Christophe Lambert, Vincent Perez, Mathilde Seigner, Elsa Zylberstein"
l'age de raison,204114.0,480447,,France,Comédie,2010-07-28,Tous publics,Mars Distribution,,,0,4,7.0,Sophie Marceau,
le frère du guerrier,204270.0,331023,Pierre Jolivet,France,Aventure - Action,2002-03-13,Tous publics,Bac Films,,,0,3,7.0,"Guillaume Canet, Vincent Lindon",François Berléand
"nous, les leroy",204366.0,551819,,France,Comédie,2024-04-10,Tous publics,Apollo Films,,,0,4,4.0,"Charlotte Gainsbourg, José Garcia",
elle l'adore,204698.0,479813,,France,Comédie,2014-09-24,Tous publics,Studiocanal,,,1,4,1.0,"Sandrine Kiberlain, Laurent Lafitte",
