Titre,Démarrage,Entrées totales,Réalisateur,Pays,Genre,Date de sortie,Classification,Distributeur,Rang toutes exploitations,Rang général,Nb 1ère places hebdo,Nb semaines Top20,Meilleure place hebdo,Acteur principal,Acteur secondaire
nuit blanche,42683.0,56862,,France,Thriller,2011-11-16,Tous publics,Bac Films,,,0,1,15.0,,
l'intervention,43497.0,61225,,France,Aventure - Action,2019-01-30,Tous publics,SND,,,0,1,18.0,,"Josiane Balasko, Vincent Perez"
vermiglio ou la mariée des montagnes,42686.0,42686,,Italie,Drame,2025-03-19,Tous publics,Paname Distribution,,,0,1,17.0,,
bouboule,42703.0,65048,,France,Film familial,2014-11-05,Tous publics,ARP Selection,,,0,1,19.0,,
imposture,43644.0,70421,,France,Thriller,2005-05-25,Tous publics,EuropaCorp,,,0,2,10.0,,
la vache et le président,42083.0,158541,,France,Film familial,2000-06-28,Tous publics,GBVI,,,0,3,9.0,,
mortuary (2006),42109.0,57966,,Etats-Unis,Horreur,2006-05-03,Moins de 12 ans,Fabrique de Films,,,0,0,,,
sex is comedy,42124.0,90955,,France,Comédie dramatique,2002-06-05,Tous publics,Rezo Films,,,0,2,12.0,,
mauvaise fille (2012),42660.0,63661,,France,Comédie dramatique,2012-11-28,Tous publics,ARP Selection,,,0,1,14.0,Carole Bouquet,
peter von kant,42675.0,82932,François Ozon,France,Comédie dramatique,2022-07-06,Tous publics,Diaphana,,,0,2,11.0,Isabelle Adjani,
microbe et gasoil,42712.0,96325,Michel Gondry,France,Comédie,2015-07-08,Tous publics,Studiocanal,,,0,2,12.0,,
"sea, no sex and sun",42245.0,66800,,France,Comédie,2012-05-09,Tous publics,Pathé,,,0,2,14.0,,
still the water,42247.0,102481,,Japon,Romance,2014-10-01,Tous publics,Haut et Court,,,0,1,16.0,,
pour le meilleur et pour le rire,42058.0,62978,Shawn Levy,Etats-Unis,Romance,2003-07-09,Tous publics,UFD,,,0,2,12.0,Ashton Kutcher,
#spider-man : no way home - version longue,,68193,Jon Watts,Etats-Unis,Comicbook,2022-09-07,Tous publics,Sony Pictures,,,0,2,12.0,"Benedict Cumberbatch, Tom Holland","Willem Dafoe, Jamie Foxx"
hola frida,41531.0,111969,,France,Animation,2025-02-12,Tous publics,Haut et Court,,,0,1,20.0,,
bad buzz,41548.0,49323,,France,Comédie,2017-06-21,Tous publics,EuropaCorp,,,0,1,14.0,,
peines d'amour perdues,42169.0,115689,Kenneth Branagh,Grande-Bretagne,Musical,2001-01-24,Tous publics,Pathé,,,0,2,12.0,Kenneth Branagh,
le royaume des singes,41711.0,61329,,Etats-Unis,Documentaire,2015-11-11,Tous publics,Walt Disney Pictures,,,0,1,17.0,,
elles (2012),41491.0,104277,,France,Drame,2012-02-01,Moins de 12 ans,Haut et Court,,,0,2,15.0,Juliette Binoche,François Civil
tour de france,41502.0,79268,,France,Comédie dramatique,2016-11-16,Tous publics,Mars Distribution,,,0,1,18.0,Gérard Depardieu,
compte à rebours mortel,41554.0,54675,,Etats-Unis,Thriller,2002-01-16,Moins de 12 ans,UIP,,,0,1,15.0,Sylvester Stallone,
le procès de viviane amsalem,41082.0,112456,,Israël,Drame,2014-06-25,Tous publics,Films du Losange,,,0,1,18.0,,
ma mère est folle,41613.0,65670,,France,Comédie,2018-12-05,Tous publics,Rezo Films,,,0,1,16.0,Fanny Ardant,
"the way, la route ensemble",41156.0,130929,,Espagne,Comédie dramatique,2013-09-25,Tous publics,Version Originale,,,0,2,15.0,,
bella ciao,41635.0,82722,,France,Drame,2001-07-18,Tous publics,SND,,,0,2,9.0,Jacques Gamblin,Isabelle Carré
murder party,41645.0,72584,,France,Comédie,2022-03-09,Tous publics,Bac Films,,,0,1,12.0,"Miou-Miou, Alice Pol",Zabou Breitman
rose,41035.0,80691,,France,Drame,2021-12-08,Tous publics,Apollo Films,,,0,1,14.0,,Pascal Elbé
amy,40529.0,230291,,Etats-Unis,Documentaire,2015-07-08,Tous publics,Mars Distribution,,,0,6,13.0,,
"blanche neige, les souliers rouges et les sept nains",41044.0,109310,,Corée du Sud,Animation,2020-07-29,Tous publics,ARP Selection,,,0,3,8.0,,
joyeuses funérailles,41049.0,253723,Frank Oz,Etats-Unis,Comédie,2007-09-19,Tous publics,SND,,,0,0,,,
gianni et les femmes,40589.0,100121,,Italie,Comédie dramatique,2011-06-01,Tous publics,Pyramide,,,0,2,15.0,,
16 ans,41119.0,64701,Philippe Lioret,France,Drame,2023-01-04,Tous publics,Paname Distribution,,,0,1,12.0,,
rumba,40609.0,130411,,France,Comédie,2008-09-10,Tous publics,MK2 Diffusion,,,0,1,18.0,,
lol made in usa,41163.0,71203,Lisa Azuelos,Etats-Unis,Comédie,2012-09-12,Tous publics,Pathé,,,0,1,15.0,Demi Moore,
still walking,40178.0,135653,,Japon,Drame,2009-04-22,Tous publics,Pyramide,,,0,2,18.0,,
incendies,40545.0,303239,Denis Villeneuve,France,Drame,2011-01-12,Tous publics,Happiness Distribution,,,0,6,14.0,,
mauvais genres,40206.0,76052,,France,Thriller,2001-08-08,Moins de 12 ans,Pyramide,,,0,2,11.0,,
wildlife - une saison ardente,40565.0,126173,,Etats-Unis,Drame,2018-12-19,Tous publics,ARP Selection,,,0,1,18.0,Jake Gyllenhaal,
les vieux chats,40209.0,90140,,Chili,Comédie dramatique,2012-04-25,Tous publics,Memento Films,,,0,1,16.0,,
frankie (2019),40611.0,66775,,France,Drame,2019-08-28,Tous publics,-,,,0,2,14.0,"Brendan Gleeson, Isabelle Huppert","Greg Kinnear, Jérémy Renier"
bodybuilder,40631.0,57549,,France,Comédie dramatique,2014-10-01,Tous publics,Mars Distribution,,,0,1,17.0,Marina Foïs,
horribilis,40640.0,49297,James Gunn,Etats-Unis,Horreur,2006-04-19,Moins de 12 ans,UIP,,,0,1,12.0,,
detective dee 2,40254.0,103582,,Chine,Aventure - Action,2014-08-06,Tous publics,Wild Side,,,0,2,17.0,,
"polina, danser sa vie",40168.0,118460,,France,Drame,2016-11-16,Tous publics,UGC Distribution,,,0,1,20.0,,
la route sauvage,40184.0,77109,,Etats-Unis,Aventure - Action,2018-04-25,Tous publics,Ad vitam,,,0,1,19.0,,Steve Buscemi
terreurpointcom,39782.0,63521,,Etats-Unis,Horreur,2003-06-25,Moins de 16 ans,Columbia,,,0,2,14.0,,
l'homme qui tua don quichotte,40212.0,122744,Terry Gilliam,Espagne,Aventure - Action,2018-05-19,Tous publics,Océan Films,,,0,3,12.0,Adam Driver,Sergi Lopez
dog soldiers,39827.0,67866,,Grande-Bretagne,Fantasy,2002-08-14,Moins de 16 ans,SND,,,0,1,11.0,,
song for marion,39833.0,59960,,Grande-Bretagne,Comédie dramatique,2013-05-15,Tous publics,Haut et Court,,,0,1,16.0,,
les salauds,39693.0,81140,Claire Denis,France,Drame,2013-08-07,Moins de 12 ans,Wild Bunch,,,0,2,13.0,Vincent Lindon,
le jeu de la vérité,39743.0,48278,,France,Comédie,2014-01-22,Tous publics,EuropaCorp,,,0,0,,,
my movie project,39743.0,56945,Brett Ratner,Etats-Unis,Comédie,2013-06-19,Moins de 12 ans,Metropolitan,,,0,1,14.0,,"Halle Berry, Gerard Butler, Anna Faris, Richard Gere, Hugh Jackman, Greg Kinnear, Dennis Quaid, Sean William Scott, Uma Thurman, Naomi Watts, Kate Winslet"
reprise en main,39242.0,94752,,France,Comédie,2022-10-19,Tous publics,Jour2Fête,,,0,1,18.0,,
"new york, i love you",39797.0,103782,Brett Ratner,Etats-Unis,Court-métrage,2010-04-14,Tous publics,Metropolitan,,,0,2,14.0,Bradley Cooper,"Orlando Bloom, Andy Garcia, Ethan Hawke, Shia LaBeouf, Natalie Portman, Christina Ricci, Robin Wright"
place des victoires,39324.0,62610,,France,Comédie dramatique,2019-11-06,Tous publics,Alba Longa,,,0,1,20.0,,
bloody sunday,39840.0,234038,Paul Greengrass,Grande-Bretagne,Drame,2002-10-30,Tous publics,Haut et Court,,,0,0,,,
au fil d'ariane,39161.0,125339,Robert Guédiguian,France,Drame,2014-06-18,Tous publics,Diaphana,,,0,2,11.0,,Jean-Pierre Darroussin
avril et le monde truqué,39222.0,117852,,France,Animation,2015-11-04,Tous publics,Studiocanal,,,0,1,18.0,,
yves,38552.0,60154,,France,Comédie,2019-06-26,Tous publics,Le Pacte,,,0,1,18.0,,
dream scenario,39227.0,83527,,Etats-Unis,Comédie,2023-12-27,Tous publics,Metropolitan,,,0,1,18.0,Nicolas Cage,
mika & sebastian : l’aventure de la poire géante,38632.0,72423,,Danemark,Animation,2018-04-25,Tous publics,Condor Distribution,,,0,1,20.0,,
a man,38635.0,150456,,Japon,Thriller,2024-01-31,Tous publics,Art House,,,0,2,16.0,,
félix et lola,39322.0,64051,Patrice Leconte,France,Comédie dramatique,2001-03-07,Tous publics,Pathé,,,0,1,15.0,"Charlotte Gainsbourg, Philippe Torreton",
sing street,38086.0,97615,,Irlande,Musical,2016-10-26,Tous publics,Mars Distribution,,,0,1,20.0,,
aftersun,38094.0,133921,,Grande-Bretagne,Drame,2023-02-01,Tous publics,Condor Distribution,,,0,1,19.0,,
le cours de la vie,38549.0,91463,,France,Comédie dramatique,2023-05-10,Tous publics,Jour2Fête,,,0,4,14.0,Agnès Jaoui,Géraldine Nakache
"pinocchio, le robot",38095.0,101176,,France,Animation,2005-02-09,Tous publics,Pan-Européenne,,,0,2,19.0,,
push,38559.0,70088,,Etats-Unis,Science Fiction,2009-02-04,Tous publics,SND,,,0,1,17.0,"Chris Evans, Dakota Fanning",
the riot club,38096.0,60737,,Grande-Bretagne,Drame,2014-12-31,Tous publics,Paramount,,,0,1,20.0,,
un coup de maître,38596.0,92149,,France,Comédie,2023-08-09,Tous publics,Zinc,,,0,2,16.0,Vincent Macaigne,
the we and the i,38650.0,104004,Michel Gondry,Etats-Unis,Comédie dramatique,2012-09-12,Tous publics,Mars Distribution,,,0,2,18.0,,
pieds nus sur les limaces,38657.0,102768,,France,Comédie dramatique,2010-12-01,Tous publics,Haut et Court,,,0,2,15.0,"Diane Kruger, Ludivine Sagnier",Reda Kateb
"les premiers, les derniers",38665.0,105548,,France,Comédie dramatique,2016-01-27,Tous publics,Wild Bunch,,,0,0,,Albert Dupontel,
queer,38684.0,68027,,Etats-Unis,Drame,2025-02-26,Moins de 12 ans,Pan-Européenne,,,0,1,16.0,Daniel Craig,
the perfect candidate,37499.0,99609,,Arabie Saoudite,Drame,2020-08-12,Tous publics,Le Pacte,,,0,4,11.0,,
le grand cirque (2023),37548.0,68286,,France,Comédie,2023-02-15,Tous publics,Apollo Films,,,0,1,18.0,,
vivre (2022),37725.0,125364,,Grande-Bretagne,Drame,2022-12-28,Tous publics,Metropolitan,,,0,3,17.0,,
solutions locales pour un désordre global,38166.0,219746,Coline Serreau,France,Documentaire,2010-04-07,Tous publics,Memento Films,,,0,5,17.0,,
les rois de la piste,38177.0,69759,,France,Comédie dramatique,2024-03-13,Tous publics,Apollo Films,,,0,1,14.0,"Fanny Ardant, Mathieu Kassovitz",
la planque,38195.0,48788,,France,Comédie,2011-09-07,Tous publics,EuropaCorp,,,0,1,17.0,,
the chaser,37031.0,67703,,Corée du Sud,Thriller,2009-03-18,Moins de 12 ans,Haut et Court,,,0,0,,,
le café du pont,37592.0,53136,,France,Comédie dramatique,2010-08-04,Tous publics,Le Pacte,,,0,1,14.0,Bernard Campan,Sergi Lopez
boarding gate,37679.0,64940,Olivier Assayas,France,Thriller,2007-08-22,Tous publics,ARP Selection,,,0,0,,,
white snake,37105.0,66749,,Chine,Animation,2022-02-09,Tous publics,KMBO,,,0,1,18.0,,
les aventures de impy le dinosaure,37120.0,169514,,Allemagne,Animation,2008-05-07,Tous publics,Océan Films,,,0,0,,,
bataille à seattle,37734.0,68300,,Etats-Unis,Aventure - Action,2008-05-07,Tous publics,Metropolitan,,,0,0,,Charlize Theron,"Woody Harrelson, Ray Liotta, Channing Tatum"
victoria,37124.0,85488,,Allemagne,Thriller,2015-07-01,Tous publics,Jour2Fête,,,0,1,15.0,,
on sourit pour la photo,37740.0,75230,,France,Comédie,2022-05-11,Tous publics,-,,,0,2,13.0,Jacques Gamblin,
réparer les vivants,37752.0,345547,,France,Drame,2016-11-01,Tous publics,Mars Distribution,,,0,2,11.0,"Tahar Rahim, Emmanuelle Seigner",Karim Leklou
never let me go,37774.0,74594,,Etats-Unis,Drame,2011-03-02,Tous publics,20th Century Fox,,,0,0,,"Andrew Garfield, Keira Knightley",Charlotte Rampling
une histoire d'amour (2023),36528.0,55130,,France,Drame,2023-04-12,Tous publics,Le Pacte,,,0,1,15.0,,
black tea,36556.0,71927,,France,Drame,2024-02-28,Tous publics,Gaumont,,,0,1,20.0,,
"lili la petite sorcière, le dragon et le livre magique",36603.0,100473,,Autriche,Film familial,2009-08-12,Tous publics,Metropolitan,,,0,2,13.0,,
carancho,36646.0,86847,,Argentine,Drame,2011-02-02,Tous publics,Ad vitam,,,0,2,12.0,,
"les enfants loups, ame & yuki",36672.0,169383,,Japon,Animation,2012-08-29,Tous publics,Eurozoom,,,0,1,17.0,,
sur un fil,36762.0,71798,,France,Comédie dramatique,2024-10-30,Tous publics,Universal,,,0,1,18.0,,
canailles,36523.0,59914,,France,Comédie dramatique,2022-09-14,Tous publics,UGC Distribution,,,0,1,14.0,"François Cluzet, José Garcia",
greenberg,36576.0,87703,,Etats-Unis,Comédie dramatique,2010-04-28,Tous publics,Mars Distribution,,,0,2,14.0,Ben Stiller,
ernest et célestine en hiver,36136.0,290446,,France,Animation,2017-11-22,Tous publics,KMBO,,,0,4,15.0,,
my little princess,36621.0,70929,,France,Drame,2011-06-29,Tous publics,Sophie Dulac,,,0,1,16.0,Isabelle Huppert,
en roue libre,36624.0,71665,,France,Comédie,2022-06-29,Tous publics,Memento Films,,,0,2,14.0,Marina Foïs,
#les choristes (rep. 2024),,53875,Christophe Barratier,France,Comédie,2024-04-10,Tous publics,Pathé,,,0,0,,"François Berléand, Gérard Jugnot",Kad Merad
radioactive,36738.0,101463,,Grande-Bretagne,Drame,2020-03-11,Tous publics,Studiocanal,,,0,4,5.0,Rosamund Pike,
we need to talk about kevin,36787.0,105277,,Etats-Unis,Drame,2011-09-28,Moins de 12 ans,Diaphana,,,0,2,17.0,John C. Reilly,
baise-moi,35669.0,50089,,France,Thriller,2000-06-28,Moins de 18 ans,Pan-Européenne,,,0,1,11.0,,
l'enlèvement,36109.0,46374,,Etats-Unis,Thriller,2004-11-24,Tous publics,UFD,,,0,1,13.0,"Willem Dafoe, Helen Mirren, Robert Redford",
90's,35723.0,123024,,Etats-Unis,Comédie dramatique,2019-04-24,Tous publics,Diaphana,,,0,3,20.0,,
la proie d'une ombre,35748.0,62236,,Etats-Unis,Horreur,2021-09-15,Moins de 12 ans,Walt Disney Pictures,,,0,2,12.0,,
les bêtises,36139.0,65378,,France,Comédie,2015-07-22,Tous publics,Rezo Films,,,0,1,17.0,Sara Giraudeau,
ava,36167.0,80221,,France,Comédie dramatique,2017-06-21,Tous publics,Bac Films,,,0,2,15.0,Laure Calamy,
les saphirs,35786.0,67187,,Australie,Comédie dramatique,2012-08-08,Tous publics,Diaphana,,,0,1,13.0,,
un amour de jeunesse,36171.0,107686,,France,Drame,2011-07-06,Tous publics,Films du Losange,,,0,2,17.0,Valérie Bonneton,
max & co,35634.0,141822,,France,Animation,2008-02-13,Tous publics,Wild Bunch,,,0,0,,,
tunnel,35122.0,78368,,Corée du Sud,Catastrophe,2017-05-03,Tous publics,Version Originale,,,0,2,17.0,,
faites le mur,35124.0,122674,,Etats-Unis,Documentaire,2010-12-15,Tous publics,Le Pacte,,,0,1,17.0,,
20th century women,35698.0,66840,,Etats-Unis,Comédie dramatique,2017-03-01,Tous publics,Mars Distribution,,,0,1,20.0,"Annette Bening, Elle Fanning",
corsage,35145.0,80142,,Hongrie,Drame,2022-12-14,Tous publics,Ad vitam,,,0,1,15.0,,
winter's bone,35752.0,113970,,Etats-Unis,Drame,2011-03-02,Tous publics,Pretty Pictures,,,0,0,,Jennifer Lawrence,
godland,35205.0,115406,,Danemark,Drame,2022-12-21,Tous publics,Jour2Fête,,,0,1,14.0,,
une part manquante,35817.0,71553,,France,Drame,2024-11-13,Tous publics,Haut et Court,,,0,1,18.0,Romain Duris,
juillet août,34716.0,70078,,France,Comédie dramatique,2016-07-13,Tous publics,Diaphana,,,0,2,13.0,,
green room,34772.0,50285,,Etats-Unis,Thriller,2016-04-27,Moins de 12 ans,Bac Films,,,0,1,16.0,,
lucky strike,34808.0,103407,,Corée du Sud,Drame,2020-07-08,Moins de 12 ans,Wild Bunch,,,0,4,6.0,,
12 ans d'âge,35147.0,69760,,France,Comédie,2013-06-26,Tous publics,Pyramide,,,0,1,19.0,François Berléand,
broken,35178.0,97169,,Grande-Bretagne,Comédie dramatique,2012-08-22,Tous publics,Le Pacte,,,0,1,16.0,Cillian Murphy,
les gagnants,35199.0,49142,,France,Comédie,2022-04-13,Tous publics,ARP Selection,,,0,1,11.0,Alban Ivanov,
8 fois debout,35202.0,106821,,France,Comédie dramatique,2010-04-14,Tous publics,UFO Distribution,,,0,2,16.0,Denis Podalydès,
mon père,34869.0,70566,,France,Drame,2001-04-25,Tous publics,Bac Films,,,0,1,16.0,,
le processus de paix,34918.0,60549,,France,Romance,2023-06-14,Tous publics,Le Pacte,,,0,1,12.0,,
my son,34698.0,49476,,Grande-Bretagne,Thriller,2021-11-03,Tous publics,Metropolitan,,,0,0,,James McAvoy,
les climats,34163.0,119548,,Turquie,Drame,2007-01-17,Tous publics,Pyramide,,,0,2,17.0,,
les enquêtes du département v : profanation,34163.0,49655,,Danemark,Thriller,2015-04-08,Moins de 12 ans,Wild Bunch,,,0,1,15.0,,
"et toi, t'es sur qui ?",34191.0,93318,,France,Comédie,2007-06-13,Tous publics,Rezo Films,,,0,0,,,
le promeneur d'oiseau,34222.0,108692,,France,Drame,2014-05-07,Tous publics,UGC Distribution,,,0,0,,,
tabou (2012),34237.0,142976,,Portugal,Drame,2012-12-05,Tous publics,Shellac,,,0,1,16.0,,
nahid,34297.0,100055,,Iran,Drame,2016-02-24,Tous publics,Memento Films,,,0,0,,,
amir et mina : les aventures du tapis volant,34298.0,83957,,Danemark,Animation,2019-05-01,Tous publics,KMBO,,,0,1,19.0,,
humains,34876.0,41258,,France,Thriller,2009-04-22,Tous publics,Fabrique de Films,,,0,0,,Lorant Deutsch,
one piece z,34315.0,54532,,Japon,Animation,2013-05-15,Tous publics,Eurozoom,,,0,1,18.0,,
la nativité,33737.0,92459,,Etats-Unis,Drame,2006-12-06,Tous publics,Metropolitan,,,0,0,,,
cartouches gauloises,33828.0,99168,,France,Drame,2007-08-08,Tous publics,Pathé,,,0,0,,,
thirteen,34217.0,80319,,Etats-Unis,Comédie,2003-12-10,Moins de 16 ans,UFD,,,0,0,,Holly Hunter,
secret life of words,34266.0,96651,,Espagne,Drame,2006-04-19,Tous publics,Diaphana,,,0,1,14.0,Tim Robbins,
le successeur,33121.0,48458,,France,Drame,2024-02-21,Tous publics,Haut et Court,,,0,0,,,
showing up,33136.0,65870,,Etats-Unis,Comédie,2023-05-03,Tous publics,Diaphana,,,0,1,15.0,,
commis d'office,33763.0,57187,,France,Thriller,2009-05-06,Tous publics,Bac Films,,,0,1,20.0,Roschdy Zem,
freaky,33783.0,56184,,Etats-Unis,Comédie,2021-06-23,Moins de 12 ans,Universal,,,0,1,15.0,Vince Vaughn,
le quatrième mur,33816.0,91930,,France,Drame,2025-01-15,Tous publics,Le Pacte,,,0,1,17.0,Laurent Lafitte,
ultraviolet,33835.0,52604,,Etats-Unis,Aventure - Action,2006-06-14,Tous publics,Gaumont Sony,,,0,1,14.0,Milla Jovovich,
maggie a un plan,33844.0,52941,,Etats-Unis,Comédie,2016-04-27,Tous publics,Diaphana,,,0,1,17.0,"Ethan Hawke, Julianne Moore",
maria (2024),33856.0,308492,,France,Drame,2024-06-19,Tous publics,Haut et Court,,,0,2,12.0,"Yvan Attal, Matt Dillon",
trouble,33864.0,41797,,France,Thriller,2005-03-09,Moins de 12 ans,TFM Distribution,,,0,0,,"Oliver Gourmet, Benoît Magimel",
petite nature,33148.0,80181,,France,Comédie dramatique,2022-03-09,Tous publics,Ad vitam,,,0,1,16.0,,
gal,33872.0,70584,,Espagne,Thriller,2008-05-07,Tous publics,EuropaCorp,,,0,0,,José Garcia,
the rover,33955.0,57466,,Australie,Science Fiction,2014-06-04,Moins de 12 ans,Metropolitan,,,0,1,15.0,"Robert Pattinson, Guy Pearce",
le monde de charlie,33137.0,84660,,Etats-Unis,Comédie dramatique,2013-01-02,Tous publics,SND,,,0,0,,Emma Watson,
le poirier sauvage,32707.0,120940,,Turquie,Drame,2018-08-08,Tous publics,Memento Films,,,0,2,17.0,,
route irish,33146.0,67468,Ken Loach,Grande-Bretagne,Drame,2011-03-16,Tous publics,Diaphana,,,0,0,,,
séjour dans les monts fuchun,32711.0,138219,,Chine,Drame,2020-01-01,Tous publics,ARP Selection,,,0,0,,,
anatomie de l'enfer,32714.0,54285,,France,Drame,2004-01-28,Moins de 16 ans,Rezo Films,,,0,1,15.0,,
le soleil au-dessus des nuages,32750.0,75586,,France,Comédie,2001-05-02,Tous publics,Mars Distribution,,,0,2,19.0,,
sunshine cleaning,32647.0,86528,,Etats-Unis,Comédie,2009-06-10,Tous publics,Surreal Films,,,0,2,17.0,"Amy Adams, Emily Blunt",
gare du nord,32704.0,74394,,France,Comédie dramatique,2013-09-04,Tous publics,Sophie Dulac,,,0,1,20.0,"François Damiens, Nicole Garcia, Reda Kateb",
dark water (2003),32267.0,74612,,Japon,Horreur,2003-02-26,Moins de 12 ans,Diaphana,,,0,2,18.0,,
lantana,32729.0,203911,,Australie,Thriller,2002-07-24,Tous publics,Mars Distribution,,,0,4,14.0,Geoffrey Rush,
la folle histoire d'amour de simon eskenazy,32753.0,41632,,France,Comédie,2009-12-02,Tous publics,Bac Films,,,0,1,17.0,Elsa Zylberstein,
la cerise sur le gâteau,32762.0,42375,,France,Comédie dramatique,2012-05-02,Tous publics,Rezo Films,,,0,1,20.0,"Isabelle Carré, Pascal Elbé",
une famille brésilienne,32771.0,66796,Walter Salles,Brésil,Drame,2009-03-18,Tous publics,Diaphana,,,0,0,,,
every thing will be fine,32241.0,73734,Win Wenders,Allemagne,Drame,2015-04-22,Tous publics,Bac Films,,,0,1,19.0,"James Franco, Charlotte Gainsbourg",
disparue,31901.0,55737,,Etats-Unis,Thriller,2012-05-23,Tous publics,Metropolitan,,,0,2,13.0,,
pinocchio et gepetto,31902.0,71995,,Etats-Unis,Animation,2001-04-04,Tous publics,SND,,,0,1,19.0,,
la question humaine,32256.0,113585,,France,Drame,2007-09-12,Tous publics,Sophie Dulac,,,0,0,,Mathieu Amalric,
foon,31920.0,37069,,France,Comédie,2005-11-30,Tous publics,Pyramide,,,0,0,,,
captivity,32273.0,59708,Roland Joffe,Etats-Unis,Thriller,2007-08-08,Moins de 16 ans,TFM Distribution,,,0,0,,,
potins mondains et amnésies partielles,32276.0,43677,,Etats-Unis,Comédie,2001-07-18,Tous publics,Metropolitan,,,0,1,11.0,"Warren Beatty, Diane Keaton, Andie MacDowell","Charlton Heston, Josh Hartnett"
gloria !,31936.0,78100,,Italie,Drame,2024-06-12,Tous publics,Nour Films,,,0,2,12.0,,
in the lost lands,32288.0,49289,Paul W.S. Anderson,Canada,Science Fiction,2025-03-05,Moins de 12 ans,Metropolitan,,,0,1,15.0,Milla Jovovich,
mes jours de gloire,31894.0,43895,,France,Comédie,2020-02-26,Tous publics,Bac Films,,,0,0,,Vincent Lacoste,"Emmanuelle Devos, Christophe Lambert"
scandaleusement célèbre,31899.0,60872,,Etats-Unis,Drame,2007-04-04,Tous publics,ARP Selection,,,0,0,,"Sandra Bullock, Daniel Craig","Gwyneth Paltrow, Jeff Daniels, Sigourney Weaver"
la noce,31556.0,94695,,Russie,Comédie dramatique,2000-09-27,Tous publics,Pyramide,,,0,2,12.0,,
un français,31574.0,56085,,France,Drame,2015-06-10,Moins de 12 ans,Mars Distribution,,,0,2,11.0,,
#de battre mon cœur s'est arrêté (rep. 2006),,153067,Jacques Audiard,France,Drame,2006-02-22,Tous publics,UGC Distribution,,,0,0,,"Niels Arestrup, Romain Duris","Emmanuelle Devos, Mélanie Laurent"
l’interview qui tue !,31949.0,36211,,Etats-Unis,Comédie,2015-01-28,Tous publics,Sony Pictures,,,0,0,,"James Franco, Seth Rogen",
un week-end à paris,31950.0,95348,,Grande-Bretagne,Comédie dramatique,2014-03-05,Tous publics,ARP Selection,,,0,0,,,Jeff Goldblum
aïe !,31472.0,81639,,France,Comédie,2000-09-06,Tous publics,Rezo Films,,,0,2,14.0,"Emmanuelle Devos, André Dussollier",
la fille de son père (2023),31016.0,102701,,France,Comédie dramatique,2023-12-20,Tous publics,Pyramide,,,0,1,14.0,,
valentin valentin,31507.0,47296,Pascal Thomas,France,Comédie,2015-01-07,Tous publics,SBS Distribution,,,0,1,19.0,,
"ni juge, ni soumise",31110.0,203259,,France,Documentaire,2018-02-07,Tous publics,ARP Selection,,,0,1,20.0,,
arctic,31579.0,49464,,Islande,Aventure - Action,2019-02-06,Tous publics,The Jokers / Les Bookmakers,,,0,0,,Mads Mikkelsen,
yuli,31143.0,131650,,Espagne,Comédie dramatique,2019-07-17,Tous publics,ARP Selection,,,0,4,13.0,,
petite maman,31167.0,62383,,France,Drame,2021-06-02,Tous publics,Pyramide,,,0,2,12.0,,
daddy cool (2015),31001.0,55529,,Etats-Unis,Comédie dramatique,2015-07-08,Tous publics,Bac Films,,,0,2,16.0,Mark Ruffalo,
frost nixon l'heure de vérité,31005.0,55393,Ron Howard,Etats-Unis,Drame,2009-04-01,Tous publics,Studiocanal,,,0,1,15.0,,"Kevin Bacon, Sam Rockwell"
une grande fille,30666.0,79049,,Russie,Drame,2019-08-07,Tous publics,ARP Selection,,,0,2,15.0,,
délice paloma,30716.0,105993,,France,Drame,2007-07-11,Tous publics,Films du Losange,,,0,0,,,
prosper,30756.0,30756,,France,Comédie,2025-03-19,Tous publics,Le Pacte,,,0,1,18.0,,
in another country,31149.0,71120,,Corée du Sud,Drame,2012-10-17,Tous publics,Diaphana,,,0,1,17.0,Isabelle Huppert,
diamant noir,30773.0,70442,,France,Drame,2016-06-08,Tous publics,Ad vitam,,,0,1,19.0,,
the rider,30218.0,94758,,Etats-Unis,Drame,2018-03-28,Tous publics,Films du Losange,,,0,1,19.0,,
persona non grata,30616.0,49509,,France,Thriller,2019-07-17,Tous publics,Mars Distribution,,,0,1,14.0,Roschdy Zem,
laroy,30223.0,67507,,Etats-Unis,Comédie dramatique,2024-04-17,Tous publics,ARP Selection,,,0,1,20.0,,
ne touchez pas la hache,30673.0,88865,,France,Drame,2007-03-28,Tous publics,Films du Losange,,,0,0,,,Michel Piccoli
patti cake$,30237.0,51564,,Etats-Unis,Drame,2017-08-30,Tous publics,Diaphana,,,0,1,20.0,,
laurence anyways,30726.0,104872,Xavier Dolan,Canada,Drame,2012-07-18,Tous publics,MK2 Diffusion,,,0,1,18.0,Melvil Poupaud,Nathalie Baye
chevauchée avec le diable,30740.0,49106,Ang Lee,Etats-Unis,Western,2001-05-09,Tous publics,Sagittaire Films,,,0,1,12.0,Tobey Maguire,"Jonathan Rhys Meyers, Jim Caviezel"
les orphelins de huang shui,30753.0,46901,Roger Spottiswoode,Etats-Unis,Guerre,2008-06-11,Tous publics,Metropolitan,,,0,1,15.0,"Yun-Fat Chow, Jonathan Rhys Meyers",
"vivre, mourir, renaître",30255.0,55753,,France,Drame,2024-09-25,Tous publics,ARP Selection,,,0,1,18.0,,
mise à mort du cerf sacré,30756.0,53787,,Grande-Bretagne,Drame,2017-11-01,Moins de 12 ans,Haut et Court,,,0,0,,"Colin Farrell, Nicole Kidman",
